,Unnamed: 0,Time,Open,High,Low,Close,AdjClose,Volume
42,1985,Nov-29,125.77,126.43,125.52,126.06,126.06,"115,180,000"
43,1985,Dec-02,126.06,126.28,124.86,125.18,125.18,"171,520,000"
44,1985,Dec-03,125.18,125.42,124.72,125.23,125.23,"169,080,000"
45,1985,Dec-04,125.23,128.05,125.17,127.94,127.94,"234,400,000"
46,1985,Dec-05,128.07,129.89,127.86,128.46,128.46,"283,000,000"
47,1985,Dec-06,128.46,128.54,126.78,126.96,126.96,"221,600,000"
48,1985,Dec-09,126.96,127.64,126.83,127.49,127.49,"209,600,000"
49,1985,Dec-10,127.49,128.52,127.15,127.97,127.97,"223,600,000"
50,1985,Dec-11,127.97,129.65,127.97,129.18,129.18,"253,000,000"
51,1985,Dec-12,129.18,130.1,129.18,129.76,129.76,"234,600,000"
52,1985,Dec-13,129.76,132.17,129.76,132.13,132.13,"263,400,000"
53,1985,Dec-16,132.13,133.18,132.06,132.61,132.61,"230,600,000"
54,1985,Dec-17,132.54,132.73,131.32,131.54,131.54,"242,000,000"
55,1985,Dec-18,131.52,131.98,130.71,131.14,131.14,"275,800,000"
56,1985,Dec-19,131.14,132.03,130.91,131.93,131.93,"229,800,000"
57,1985,Dec-20,131.93,132.58,131.7,132.26,132.26,"231,600,000"
58,1985,Dec-23,132.26,132.26,130.37,130.73,130.73,"198,820,000"
59,1985,Dec-24,130.73,130.73,129.3,130.03,130.03,"128,560,000"
60,1985,Dec-26,130.03,130.63,129.89,130.35,130.35,"107,800,000"
61,1985,Dec-27,130.35,131.59,130.25,131.49,131.49,"149,820,000"
62,1985,Dec-30,131.49,132.13,131.24,131.95,131.95,"185,640,000"
63,1985,Dec-31,131.95,132.66,131.9,132.29,132.29,"225,400,000"
64,1986,Jan-02,132.29,132.45,131.07,131.26,131.26,"151,620,000"
65,1986,Jan-03,131.26,131.26,130,130.55,130.55,"178,360,000"
66,1986,Jan-06,130.55,130.7,129.85,130.35,130.35,"198,480,000"
67,1986,Jan-07,130.35,132.88,130.33,132.79,132.79,"255,000,000"
68,1986,Jan-08,132.79,133.88,131.15,131.16,131.16,"280,000,000"
69,1986,Jan-09,131.01,131.16,128.05,128.8,128.8,"238,800,000"
70,1986,Jan-10,128.8,129.97,128.79,129.57,129.57,"197,000,000"
71,1986,Jan-13,129.57,129.6,128.63,129.1,129.1,"178,980,000"
72,1986,Jan-14,129.1,129.96,128.99,129.18,129.18,"205,800,000"
73,1986,Jan-15,129.18,131.65,129.01,131.54,131.54,"237,400,000"
74,1986,Jan-16,131.54,133.13,131.54,133.06,133.06,"247,800,000"
75,1986,Jan-17,133.06,133.6,132.6,132.77,132.77,"225,600,000"
76,1986,Jan-20,132.77,132.79,131.15,131.6,131.6,"178,860,000"
77,1986,Jan-21,131.6,132.01,130.6,131.09,131.09,"221,400,000"
78,1986,Jan-22,131.09,131.78,129.47,129.62,129.62,"215,200,000"
79,1986,Jan-23,129.62,129.62,128.46,129.27,129.27,"222,200,000"
80,1986,Jan-24,129.27,130.54,129.27,130.2,130.2,"236,600,000"
81,1986,Jan-27,130.21,130.99,129.79,130.79,130.79,"221,000,000"
82,1986,Jan-28,130.79,132.04,130.67,131.99,131.99,"230,800,000"
83,1986,Jan-29,131.99,134.13,131.99,133.06,133.06,"264,200,000"
84,1986,Jan-30,133.06,133.16,132.09,132.19,132.19,"218,000,000"
85,1986,Jan-31,132.19,133.22,132.03,132.93,132.93,"218,600,000"
86,1986,Feb-03,132.93,134.43,132.93,134.24,134.24,"215,200,000"
87,1986,Feb-04,134.24,135.69,134.24,134.6,134.6,"250,600,000"
88,1986,Feb-05,134.6,135.79,134.6,135.71,135.71,"210,600,000"
89,1986,Feb-06,135.71,136.94,135.57,136.64,136.64,"239,400,000"
90,1986,Feb-07,136.47,137.49,135.74,137.42,137.42,"222,200,000"
91,1986,Feb-10,137.4,138.24,137.3,138.13,138.13,"214,800,000"
92,1986,Feb-11,138.13,138.61,137.85,138.26,138.26,"226,600,000"
93,1986,Feb-12,138.26,138.76,138.04,138.66,138.66,"244,400,000"
94,1986,Feb-13,138.66,139.29,138.45,139.16,139.16,"257,200,000"
95,1986,Feb-14,139.16,140.63,139.16,140.16,140.16,"244,800,000"
96,1986,Feb-18,140.16,140.76,139.99,140.74,140.74,"252,000,000"
97,1986,Feb-19,140.74,140.92,139.59,139.64,139.64,"273,800,000"
98,1986,Feb-20,139.64,140.02,138.94,139.95,139.95,"249,800,000"
99,1986,Feb-21,139.95,141.24,139.95,141.15,141.15,"293,400,000"
100,1986,Feb-24,141.16,141.18,139.99,140.2,140.2,"255,800,000"
101,1986,Feb-25,140.2,140.2,138.87,139.4,139.4,"237,800,000"
102,1986,Feb-26,139.4,139.63,138.68,138.88,138.88,"248,400,000"
103,1986,Feb-27,138.88,140.53,138.74,140.52,140.52,"249,400,000"
104,1986,Feb-28,140.9,141.83,140.41,140.43,140.43,"261,200,000"
105,1986,Mar-03,140.43,140.66,139.6,139.74,139.74,"239,200,000"
106,1986,Mar-04,139.74,141.77,139.7,140.54,140.54,"270,000,000"
107,1986,Mar-05,140.54,140.62,139.57,140.24,140.24,"234,800,000"
108,1986,Mar-06,140.24,141.35,140.17,140.8,140.8,"240,600,000"
109,1986,Mar-07,140.8,141.16,140.24,140.71,140.71,"251,200,000"
110,1986,Mar-10,140.71,142.58,140.71,142.43,142.43,"225,800,000"
111,1986,Mar-11,142.43,145.5,142.43,145.35,145.35,"269,600,000"
112,1986,Mar-12,145.35,147.32,145.34,146.62,146.62,"309,800,000"
113,1986,Mar-13,146.62,147.05,145.88,147.01,147.01,"280,200,000"
114,1986,Mar-14,147.01,147.45,146.55,147,147,"304,400,000"
115,1986,Mar-17,147,147,145.57,146.37,146.37,"259,000,000"
116,1986,Mar-18,146.37,147.82,146.12,147.63,147.63,"279,000,000"
117,1986,Mar-19,147.63,148.57,147.43,147.48,147.48,"273,800,000"
118,1986,Mar-20,147.48,148.54,147.27,147.8,147.8,"302,800,000"
119,1986,Mar-21,147.8,148.79,147.56,148.01,148.01,"265,800,000"
120,1986,Mar-24,148.01,148.15,146.21,147.09,147.09,"219,200,000"
121,1986,Mar-25,147.09,147.71,146.63,147.49,147.49,"220,000,000"
122,1986,Mar-26,147.49,147.57,146.74,147.26,147.26,"254,200,000"
123,1986,Mar-27,147.25,149.05,147.16,148.38,148.38,"272,800,000"
124,1986,Mar-31,148.38,149.21,147.89,148.86,148.86,"219,600,000"
125,1986,Apr-01,148.86,149.23,148.07,148.45,148.45,"250,600,000"
126,1986,Apr-02,148.45,148.94,147.1,148.92,148.92,"239,800,000"
127,1986,Apr-03,148.92,149.93,148.55,148.71,148.71,"238,000,000"
128,1986,Apr-04,148.71,148.79,146.94,147.04,147.04,"223,400,000"
129,1986,Apr-07,147.04,147.08,144.83,146.05,146.05,"214,800,000"
130,1986,Apr-08,146.05,148.95,146.05,148.93,148.93,"235,800,000"
131,1986,Apr-09,148.93,150.03,148.54,149.05,149.05,"262,000,000"
132,1986,Apr-10,149.05,151.77,149.05,151.76,151.76,"257,000,000"
133,1986,Apr-11,151.76,153.54,151.76,152.66,152.66,"259,400,000"
134,1986,Apr-14,152.66,153.98,152.49,153.93,153.93,"236,200,000"
135,1986,Apr-15,153.93,155.02,153.43,154.92,154.92,"250,200,000"
136,1986,Apr-16,154.92,158.98,154.92,158.9,158.9,"297,800,000"
137,1986,Apr-17,158.9,159.86,158.29,159.05,159.05,"312,000,000"
138,1986,Apr-18,157.38,159.15,157.35,157.66,157.66,"289,400,000"
139,1986,Apr-21,157.66,158.63,157.24,158.52,158.52,"258,200,000"
140,1986,Apr-22,157.35,159.47,157.35,157.86,157.86,"290,800,000"
141,1986,Apr-23,156.65,158.21,156.63,157.46,157.46,"250,000,000"
142,1986,Apr-24,157.46,160.16,157.46,159.85,159.85,"286,200,000"
143,1986,Apr-25,159.85,160.63,159.6,160.46,160.46,"266,600,000"
144,1986,Apr-28,160.46,160.95,159.14,159.9,159.9,"220,400,000"
145,1986,Apr-29,159.9,160.3,157.7,158.25,158.25,"248,600,000"
146,1986,Apr-30,158.25,158.4,154.79,154.91,154.91,"242,000,000"
147,1986,May 1,154.91,154.94,153.73,154.21,154.21,"228,600,000"
148,1986,May 2,154.21,155.59,154.21,155.01,155.01,"205,200,000"
149,1986,May 5,155.01,157.41,155.01,157.14,157.14,"198,380,000"
150,1986,May 6,157.14,158.09,156.85,157.13,157.13,"217,000,000"
151,1986,May 7,157.13,157.13,155.31,156.26,156.26,"232,000,000"
152,1986,May 8,156.26,157.53,156.18,157.16,157.16,"221,000,000"
153,1986,May 9,157.16,157.91,156.38,157.91,157.91,"231,800,000"
154,1986,May 12,157.91,158.26,157.36,157.75,157.75,"203,000,000"
155,1986,May 13,157.75,157.92,156.4,157.05,157.05,"215,200,000"
156,1986,May 14,157.05,157.82,156.54,157.01,157.01,"223,800,000"
157,1986,May 15,157.01,157.12,155.4,155.76,155.76,"216,000,000"
158,1986,May 16,155.76,155.86,154.39,154.99,154.99,"207,600,000"
159,1986,May 19,154.99,155.6,154.88,155.31,155.31,"185,460,000"
160,1986,May 20,155.31,157.05,155,157.01,157.01,"233,200,000"
161,1986,May 21,157.01,158.38,156.93,157.44,157.44,"275,000,000"
162,1986,May 22,157.44,159.68,157.26,159.63,159.63,"287,800,000"
163,1986,May 23,159.63,160.39,159.41,160.16,160.16,"230,200,000"
164,1986,May 27,160.16,161.21,159.94,161.18,161.18,"223,600,000"
165,1986,May 28,161.18,162.03,160.65,161.3,161.3,"263,000,000"
166,1986,May 29,161.3,161.82,160.29,161.62,161.62,"260,800,000"
167,1986,May 30,161.62,163.62,161.51,163.16,163.16,"266,000,000"
168,1986,Jun-02,163.16,163.98,162,162.03,162.03,"221,200,000"
169,1986,Jun-03,162.03,162.23,161.37,162.11,162.11,"240,600,000"
170,1986,Jun-04,162.11,163.09,161.4,161.82,161.82,"245,400,000"
171,1986,Jun-05,161.82,162.81,161.76,162.36,162.36,"251,200,000"
172,1986,Jun-06,162.36,162.9,161.88,161.88,161.88,"241,200,000"
173,1986,Jun-09,161.88,161.98,158.21,158.61,158.61,"230,000,000"
174,1986,Jun-10,158.6,158.7,157.18,158.1,158.1,"239,600,000"
175,1986,Jun-11,158.1,160.08,158.1,160.04,160.04,"249,800,000"
176,1986,Jun-12,160.04,161.04,159.95,160.37,160.37,"260,200,000"
177,1986,Jun-13,160.37,162.53,160.33,162.35,162.35,"278,600,000"
178,1986,Jun-16,162.35,162.93,160.63,160.8,160.8,"236,800,000"
179,1986,Jun-17,160.8,161.21,158.43,158.57,158.57,"238,200,000"
180,1986,Jun-18,158.57,158.66,156.87,158.48,158.48,"250,800,000"
181,1986,Jun-19,158.48,160.14,158.29,159.28,159.28,"222,600,000"
182,1986,Jun-20,159.28,159.71,158.29,159.59,159.59,"255,200,000"
183,1986,Jun-23,159.59,160.58,159.35,159.55,159.55,"227,000,000"
184,1986,Jun-24,159.55,161.1,159.43,160.8,160.8,"225,800,000"
185,1986,Jun-25,160.8,162.52,160.8,162,162,"248,400,000"
186,1986,Jun-26,162,162.26,161.38,161.72,161.72,"276,600,000"
187,1986,Jun-27,161.72,162.05,161.21,161.62,161.62,"257,000,000"
188,1986,Jun-30,161.62,163.07,161.54,162.62,162.62,"242,600,000"
189,1986,Jul-01,162.62,163.62,162.62,163.32,163.32,"265,600,000"
190,1986,Jul-02,163.32,164.2,163.32,163.96,163.96,"272,600,000"
191,1986,Jul-03,163.96,164.56,163.6,164.51,164.51,"208,000,000"
192,1986,Jul-07,164.51,164.54,157.59,157.63,157.63,"224,200,000"
193,1986,Jul-08,157.63,157.63,152.43,153.26,153.26,"274,400,000"
194,1986,Jul-09,153.26,155.65,153.17,155.41,155.41,"240,400,000"
195,1986,Jul-10,155.41,156.35,153.15,154.29,154.29,"214,600,000"
196,1986,Jul-11,154.29,154.45,152.73,152.85,152.85,"209,200,000"
197,1986,Jul-14,152.85,152.92,149.01,149.29,149.29,"217,200,000"
198,1986,Jul-15,149.29,149.29,145.32,146.26,146.26,"265,400,000"
199,1986,Jul-16,146.26,148.45,146.26,147.4,147.4,"231,600,000"
200,1986,Jul-17,147.4,148.75,147.26,148.46,148.46,"224,400,000"
201,1986,Jul-18,148.46,148.52,146.48,147.76,147.76,"221,800,000"
202,1986,Jul-21,147.76,147.95,146.79,147.07,147.07,"163,520,000"
203,1986,Jul-22,147.07,148.16,146.59,147.4,147.4,"191,700,000"
204,1986,Jul-23,147.4,148.01,147.12,147.18,147.18,"203,200,000"
205,1986,Jul-24,147.18,148.15,146.98,147.28,147.28,"227,000,000"
206,1986,Jul-25,147.28,148.41,147.28,148.26,148.26,"190,080,000"
207,1986,Jul-28,148.26,148.74,145.21,145.51,145.51,"178,260,000"
208,1986,Jul-29,145.51,145.57,144.04,144.21,144.21,"195,440,000"
209,1986,Jul-30,144.21,144.67,142.73,144.52,144.52,"206,200,000"
210,1986,Jul-31,144.59,145.61,144.57,144.71,144.71,"197,280,000"
211,1986,Aug-01,144.71,145.76,144.01,144.19,144.19,"198,740,000"
212,1986,Aug-04,144.19,144.19,141.65,142.52,142.52,"162,840,000"
213,1986,Aug-05,142.52,142.91,141.75,141.86,141.86,"203,800,000"
214,1986,Aug-06,141.86,141.86,140.3,140.54,140.54,"187,480,000"
215,1986,Aug-07,140.54,141.47,140.18,140.7,140.7,"203,200,000"
216,1986,Aug-08,140.7,142.55,140.7,142.29,142.29,"200,200,000"
217,1986,Aug-11,142.29,145.51,142.29,145.44,145.44,"188,300,000"
218,1986,Aug-12,145.44,147.32,145.44,147.06,147.06,"221,200,000"
219,1986,Aug-13,147.06,149.45,147.06,148.84,148.84,"242,600,000"
220,1986,Aug-14,148.84,150.14,148.63,149.99,149.99,"221,600,000"
221,1986,Aug-15,150.01,150.3,149.18,149.57,149.57,"197,540,000"
222,1986,Aug-18,149.57,150.07,148.83,149.07,149.07,"170,800,000"
223,1986,Aug-19,149.07,149.09,147.98,148.6,148.6,"222,800,000"
224,1986,Aug-20,148.6,149.9,148.46,149.76,149.76,"227,800,000"
225,1986,Aug-21,149.76,150.65,149.46,150.01,150.01,"223,800,000"
226,1986,Aug-22,150.01,151.26,149.69,150.95,150.95,"202,600,000"
227,1986,Aug-25,150.95,151.12,149.77,149.91,149.91,"149,600,000"
228,1986,Aug-26,149.91,151.23,149.88,151.15,151.15,"197,680,000"
229,1986,Aug-27,151.15,152.16,151.07,152.02,152.02,"206,000,000"
230,1986,Aug-28,152.02,152.3,151.35,152.04,152.04,"210,000,000"
231,1986,Aug-29,152.04,152.55,151.7,151.7,151.7,"164,500,000"
232,1986,Sep-02,151.7,152.07,149.15,149.34,149.34,"195,160,000"
233,1986,Sep-03,149.34,149.84,148.6,149.82,149.82,"194,000,000"
234,1986,Sep-04,149.82,151.73,149.79,151.4,151.4,"205,000,000"
235,1986,Sep-05,151.4,151.9,149.54,149.67,149.67,"222,800,000"
236,1986,Sep-08,149.67,149.67,146.35,146.55,146.55,"194,480,000"
237,1986,Sep-09,146.55,147.32,145.41,145.76,145.76,"240,200,000"
238,1986,Sep-10,145.76,145.76,144.57,144.74,144.74,"231,200,000"
239,1986,Sep-11,144.74,144.74,138.46,138.46,138.46,"276,200,000"
240,1986,Sep-12,138.46,138.62,134.85,135.04,135.04,"279,600,000"
241,1986,Sep-15,135.04,135.96,134.09,134.94,134.94,"205,800,000"
242,1986,Sep-16,134.94,135.25,133.28,135.21,135.21,"209,800,000"
243,1986,Sep-17,135.21,136.99,135.05,136.39,136.39,"210,400,000"
244,1986,Sep-18,136.39,138.57,136.29,138.13,138.13,"199,920,000"
245,1986,Sep-19,138.13,138.49,137.02,138.46,138.46,"208,000,000"
246,1986,Sep-22,138.52,140.29,138.35,140.12,140.12,"178,060,000"
247,1986,Sep-23,140.12,141.06,139.05,139.57,139.57,"219,000,000"
248,1986,Sep-24,139.57,140.07,138.66,139.24,139.24,"196,220,000"
249,1986,Sep-25,137.62,137.62,137.62,137.62,137.62,"205,000,000"
250,1986,Sep-26,137.62,138.12,136.49,137.59,137.59,"169,180,000"
251,1986,Sep-29,137.59,137.59,134.82,135.54,135.54,"164,740,000"
252,1986,Sep-30,135.54,137.84,135.54,137.49,137.49,"201,600,000"
253,1986,Oct 1,137.52,139.01,137.52,138.26,138.26,"204,000,000"
254,1986,Oct 2,138.26,138.43,137.4,138.22,138.22,"183,180,000"
255,1986,Oct 3,138.22,139.37,137.66,138.55,138.55,"196,500,000"
256,1986,Oct 6,138.65,139.19,138.39,139.12,139.12,"150,900,000"
257,1986,Oct 7,139.12,139.24,137.91,138.26,138.26,"172,160,000"
258,1986,Oct 8,138.26,139.33,137.54,139.26,139.26,"180,080,000"
259,1986,Oct 9,139.24,140.15,139.03,139.16,139.16,"187,760,000"
260,1986,Oct 10,139.16,140.21,138.76,139.87,139.87,"167,180,000"
261,1986,Oct 13,139.87,140.71,139.63,140.68,140.68,"91,060,000"
262,1986,Oct 14,140.68,141.6,140.66,140.96,140.96,"184,480,000"
263,1986,Oct 15,140.96,142.22,140.76,142.1,142.1,"206,000,000"
264,1986,Oct 16,142.1,142.48,141.76,141.9,141.9,"127,660,000"
265,1986,Oct 17,141.88,142.1,140.9,141.2,141.2,"183,960,000"
266,1986,Oct 20,141.2,141.23,139.49,140.1,140.1,"156,920,000"
267,1986,Oct 21,140.1,140.47,139.38,139.93,139.93,"177,100,000"
268,1986,Oct 22,139.93,140.59,139.9,140.3,140.3,"196,220,000"
269,1986,Oct 23,140.3,142.4,140.23,142.15,142.15,"246,400,000"
270,1986,Oct 24,142.15,142.75,141.65,141.96,141.96,"229,000,000"
271,1986,Oct 27,141.96,142.26,141.26,141.76,141.76,"187,820,000"
272,1986,Oct 28,141.76,142.9,141.68,142.49,142.49,"204,800,000"
273,1986,Oct 29,142.49,143.28,142.12,143.13,143.13,"212,200,000"
274,1986,Oct 30,143.13,145.18,143.13,144.78,144.78,"247,000,000"
275,1986,Oct 31,144.78,145.18,143.79,144.48,144.48,"213,400,000"
276,1986,Nov-03,144.48,144.97,144.12,144.81,144.81,"222,400,000"
277,1986,Nov-04,144.81,146.05,144.54,145.96,145.96,"280,600,000"
278,1986,Nov-05,145.96,146.68,145.51,146.18,146.18,"334,400,000"
279,1986,Nov-06,146.18,146.23,144.64,145.41,145.41,"224,600,000"
280,1986,Nov-07,145.41,145.41,144.4,144.91,144.91,"198,640,000"
281,1986,Nov-10,144.91,145.05,143.7,144.29,144.29,"201,600,000"
282,1986,Nov-11,144.29,145.45,144.29,145.35,145.35,"194,660,000"
283,1986,Nov-12,145.35,145.91,145.02,145.58,145.58,"216,000,000"
284,1986,Nov-13,145.58,145.68,143.4,143.41,143.41,"230,600,000"
285,1986,Nov-14,143.41,143.78,142.86,143.51,143.51,"204,400,000"
286,1986,Nov-17,143.51,144.02,142.14,143.2,143.2,"182,620,000"
287,1986,Nov-18,143.2,143.68,140.63,140.66,140.66,"236,800,000"
288,1986,Nov-19,140.66,140.66,138.96,139.54,139.54,"222,400,000"
289,1986,Nov-20,139.54,141.43,139.54,141.31,141.31,"229,000,000"
290,1986,Nov-21,141.31,143.05,141.31,142.9,142.9,"213,600,000"
291,1986,Nov-24,142.9,144.63,142.77,144.49,144.49,"193,720,000"
292,1986,Nov-25,144.49,145.77,144.35,145.77,145.77,"227,600,000"
293,1986,Nov-26,145.77,146.95,145.59,146.87,146.87,"212,000,000"
294,1986,Nov-28,146.87,147.96,146.87,147.94,147.94,"123,900,000"
295,1986,Dec-01,147.94,147.94,145.63,146.85,146.85,"195,660,000"
296,1986,Dec-02,146.85,148.99,146.85,148.87,148.87,"261,800,000"
297,1986,Dec-03,148.87,150.71,148.87,150.08,150.08,"268,800,000"
298,1986,Dec-04,150.09,150.85,149.84,149.98,149.98,"256,000,000"
299,1986,Dec-05,149.98,150.38,148.7,149.04,149.04,"266,600,000"
300,1986,Dec-08,149.04,149.04,146.85,147.85,147.85,"221,200,000"
301,1986,Dec-09,147.85,147.85,146.82,146.87,146.87,"232,600,000"
302,1986,Dec-10,146.87,147.32,146.4,146.96,146.96,"230,400,000"
303,1986,Dec-11,146.96,147.4,145.63,146.08,146.08,"247,600,000"
304,1986,Dec-12,146.07,146.07,144.75,144.98,144.98,"216,800,000"
305,1986,Dec-15,144.98,144.98,142.85,144.07,144.07,"230,600,000"
306,1986,Dec-16,144.07,144.6,143.61,144.49,144.49,"284,600,000"
307,1986,Dec-17,144.49,144.49,142.91,143.04,143.04,"254,800,000"
308,1986,Dec-18,143.04,143.49,142.54,142.85,142.85,"266,000,000"
309,1986,Dec-19,142.85,144.07,142.82,143.77,143.77,"258,000,000"
310,1986,Dec-22,143.77,144.39,143.24,144.09,144.09,"239,600,000"
311,1986,Dec-23,144.09,144.24,142.4,142.8,142.8,"296,200,000"
312,1986,Dec-24,142.8,143.16,142.32,142.79,142.79,"164,240,000"
313,1986,Dec-26,142.79,143.08,142.5,142.93,142.93,"88,080,000"
314,1986,Dec-29,142.93,143.04,141.38,141.51,141.51,"204,000,000"
315,1986,Dec-30,141.51,141.79,140.95,141.52,141.52,"252,800,000"
316,1986,Dec-31,141.52,142.13,141.04,141.4,141.4,"281,400,000"
317,1987,Jan-02,141.4,143.01,141.4,142.86,142.86,"126,440,000"
318,1987,Jan-05,142.86,147.64,142.86,147.4,147.4,"221,200,000"
319,1987,Jan-06,147.4,149.08,147.4,149.06,149.06,"275,800,000"
320,1987,Jan-07,149.06,153.09,149.06,152.98,152.98,"309,000,000"
321,1987,Jan-08,152.98,155.7,152.98,155.69,155.69,"315,800,000"
322,1987,Jan-09,155.69,157.38,155.11,156.99,156.99,"287,600,000"
323,1987,Jan-12,156.99,159.43,156.6,159.3,159.3,"305,800,000"
324,1987,Jan-13,159.3,159.85,158.38,159.62,159.62,"286,800,000"
325,1987,Jan-14,159.62,162.67,159.62,162.66,162.66,"344,800,000"
326,1987,Jan-15,162.66,165.05,162.66,164.15,164.15,"379,000,000"
327,1987,Jan-16,164.15,164.17,161.63,162.51,162.51,"312,400,000"
328,1987,Jan-19,162.51,166.46,161.71,166.46,166.46,"268,000,000"
329,1987,Jan-20,166.46,168.35,166.02,166.52,166.52,"365,600,000"
330,1987,Jan-21,166.52,166.52,164.14,164.26,164.26,"313,000,000"
331,1987,Jan-22,164.26,168.01,163.45,167.95,167.95,"325,200,000"
332,1987,Jan-23,167.95,170.27,166.63,166.76,166.76,"523,800,000"
333,1987,Jan-26,166.76,166.76,163.88,164.14,164.14,"231,400,000"
334,1987,Jan-27,164.14,167.32,164.07,166.65,166.65,"261,800,000"
335,1987,Jan-28,166.65,167.77,165.99,167.63,167.63,"305,800,000"
336,1987,Jan-29,167.63,168.88,165.11,165.74,165.74,"301,400,000"
337,1987,Jan-30,165.71,166.77,164.34,166.68,166.68,"308,600,000"
338,1987,Feb-02,166.71,170.32,166.58,170.3,170.3,"298,200,000"
339,1987,Feb-03,170.3,171.73,170.3,171.55,171.55,"344,200,000"
340,1987,Feb-04,171.55,173.68,170.68,173.5,173.5,"356,200,000"
341,1987,Feb-05,173.5,175.43,173.46,174.63,174.63,"372,800,000"
342,1987,Feb-06,174.34,175.49,174.34,174.63,174.63,"334,600,000"
343,1987,Feb-09,173.23,174.63,173.23,173.63,173.63,"278,200,000"
344,1987,Feb-10,173.63,173.74,171.24,172.32,172.32,"286,400,000"
345,1987,Feb-11,172.32,176.13,172.32,175.98,175.98,"299,000,000"
346,1987,Feb-12,175.99,177.05,175.76,176.26,176.26,"336,000,000"
347,1987,Feb-13,176.26,179.3,175.76,179.07,179.07,"309,000,000"
348,1987,Feb-17,179.07,183.68,179.07,183.65,183.65,"344,000,000"
349,1987,Feb-18,183.65,184.73,180.41,181.21,181.21,"390,800,000"
350,1987,Feb-19,181.21,181.38,178.9,179.87,179.87,"326,400,000"
351,1987,Feb-20,179.87,179.9,178,178.68,178.68,"311,400,000"
352,1987,Feb-23,178.68,178.74,175.18,177.71,177.71,"280,200,000"
353,1987,Feb-24,177.71,179.29,176.99,178.94,178.94,"266,400,000"
354,1987,Feb-25,178.94,181.05,178.92,180.97,180.97,"316,000,000"
355,1987,Feb-26,180.97,183.36,180.6,182.18,182.18,"310,800,000"
356,1987,Feb-27,182.18,182.91,181.58,182.75,182.75,"298,800,000"
357,1987,Mar-02,182.75,183.38,180.99,181.07,181.07,"269,200,000"
