,Day,Cash,Portfolio,Total,Open,Close,High,Low,Buy sign,Target price,Tag
0,2015-10-05,-0.3600000000005821,9999.992012231163,9999.632012231163,10259.545519459576,10231.3857421875,10268.9321118836,10212.61255733945,1,0.0,0
1,2015-10-06,-0.3595645236036944,9990.11900508354,9989.759440559936,10250.160131025143,10175.0673828125,10278.319911604878,10175.0673828125,1,0.0,0
2,2015-10-07,9829.520243837891,0.0,9829.520243837891,10099.97158387382,9949.7861328125,10099.97158387382,9949.7861328125,0,0.0,0
3,2015-10-08,9829.520243837891,0.0,9829.520243837891,10006.108342633928,9855.9228515625,10024.881529017855,9790.21669921875,0,0.0,0
4,2015-10-12,9829.520243837891,0.0,9829.520243837891,9855.92253691826,9832.4560546875,9855.92253691826,9827.762758241348,0,0.0,0
5,2015-10-13,9829.520243837891,0.0,9829.520243837891,9874.696009776872,9780.830078125,9874.696009776872,9780.830078125,0,0.0,0
6,2015-10-14,-0.3597561621081695,9829.517475137016,9829.157718974908,9776.136150893502,9733.896484375,9808.98922485234,9733.896484375,1,0.0,0
7,2015-10-15,-0.35073604067292763,9809.974150959872,9809.623414919199,9785.522839232872,9813.6826171875,9813.6826171875,9719.816690672076,1,0.0,0
8,2015-10-16,-0.3645479242022702,9923.444145906513,9923.07959798231,9912.24086946277,9959.173828125,9982.640307456117,9907.547573596548,1,0.0,0
9,2015-10-19,-0.35125112162677397,9978.041210809022,9977.689959687395,9987.33249557783,9949.7861328125,9992.025790923495,9940.399542121168,1,0.0,0
10,2015-10-20,-0.365829865935666,9971.232969742887,9970.867139876951,9982.641100563224,10090.5869140625,10090.5869140625,9940.401434411337,1,0.0,0
11,2015-10-21,10078.170740517253,0.0,10078.170740517253,10104.666641321235,10006.107421875,10114.053233649449,9982.640941054467,0,0.0,0
12,2015-10-22,10078.170740517253,0.0,10078.170740517253,9949.787605805914,9841.841796875,9954.480901846387,9823.0686127131,0,0.0,0
13,2015-10-23,10078.170740517253,0.0,10078.170740517253,9912.240679565832,9945.09375,9945.09375,9879.387609131663,0,0.0,0
14,2015-10-26,-0.3592594827478024,10078.165589396067,10077.80632991332,9992.027693041424,10090.5869140625,10090.5869140625,9973.254508085029,1,0.0,0
15,2015-10-27,-0.3717053975306044,10199.916880692637,10199.545175295107,10123.439761995542,10001.4140625,10142.212946533316,10001.4140625,1,0.0,0
16,2015-10-28,-0.3577817755904107,10113.154487790785,10112.796706015195,10043.654295975355,10189.146484374998,10193.83978077499,9987.334739175496,1,0.0,0
17,2015-10-29,10249.916464320924,0.0,10249.916464320924,10217.307658743352,10146.908203125,10226.6942528258,10123.441717918882,0,0.0,0
18,2015-10-30,10249.916464320924,0.0,10249.916464320924,10156.292706376233,9992.02734375,10156.292706376233,9987.334047674964,0,0.0,0
19,2015-11-02,10249.916464320924,0.0,10249.916464320924,10029.573266118345,9959.173828125,10053.039745449458,9959.173828125,0,0.0,0
20,2015-11-03,-0.363535679076449,10249.908064333158,10249.544528654082,10043.653129752574,10029.5732421875,10085.892792447796,9949.787212652083,1,0.0,0
21,2015-11-04,-0.36596431620455405,10232.438123441581,10232.072159125377,10048.347059032223,10076.5068359375,10076.5068359375,9996.720801372556,1,0.0,0
22,2015-11-05,-0.368373142389828,10274.59021961681,10274.22184647442,10118.746633099196,10231.3857421875,10231.3857421875,10118.746633099196,1,0.0,0
23,2015-11-06,-0.3768285262340214,10467.500931220336,10467.124102694102,10325.251319920091,10278.318359375,10334.63791202911,10250.158583047943,1,0.0,0
24,2015-11-09,10461.986150326835,0.0,10461.986150326835,10320.558817555147,9973.2548828125,10320.558817555147,9954.481697150735,0,0.0,0
25,2015-11-10,10461.986150326835,0.0,10461.986150326835,9870.002939585092,9724.5107421875,9940.402389938768,9630.644808382602,0,0.0,0
26,2015-11-11,-0.3738496731657506,10461.979014887078,10461.605165213912,9691.656359533989,9916.9345703125,9916.9345703125,9686.9630634761,1,0.0,0
27,2015-11-12,-0.38931793738629494,10665.899355172918,10665.510037235532,9954.481415137816,10024.880859375,10071.813822199789,9954.481415137816,1,0.0,0
28,2015-11-13,-0.37811358687031316,10643.496711342812,10643.118597755942,9935.707916617785,10001.4140625,10020.187247037777,9874.695066870014,1,0.0,0
29,2015-11-16,-0.38564582690014504,10496.93380659719,10496.54816077029,9799.601540210411,9870.0009765625,9954.480300185003,9799.601540210411,1,0.0,0
30,2015-11-17,-0.38360499974442064,10722.462900963017,10722.079295963273,10029.574407673774,10043.654296875,10053.040889675818,9982.641443669683,1,0.0,0
31,2015-11-18,-0.3817188588382123,10817.009553831998,10816.62783497316,10118.746691497092,10090.5869140625,10146.906468931686,10067.120432867005,1,0.0,0
32,2015-11-19,-0.39730447008150804,10841.282280993903,10840.884976523821,10156.29165349011,10203.224609375,10250.15756525989,10118.745288782198,1,0.0,0
33,2015-11-20,-0.39607487682769715,10899.012869054382,10898.616794177555,10226.690940518549,10264.237304687498,10264.237304687498,10198.531167391831,1,0.0,0
34,2015-11-23,-0.3893809870860423,10951.17459917135,10950.785218184265,10287.704951484018,10278.318359375,10358.104392301657,10259.545175156964,1,0.0,0
35,2015-11-24,-0.39240519521263195,10961.35979994613,10960.967394750918,10306.477411762195,10297.0908203125,10339.330481836116,10264.237750238573,1,0.0,0
36,2015-11-25,-0.38864956289216934,10971.53142798579,10971.142778422898,10325.251510487917,10292.3984375,10344.02469505244,10264.238660653216,1,0.0,0
37,2015-11-26,-0.3981113718218694,10997.136924796614,10996.738813424792,10362.79823001355,10390.9580078125,10400.344600412149,10297.092081816,1,0.0,0
38,2015-11-27,-0.3950132209556614,10996.833843997012,10996.438830776056,10381.570718551407,10339.331054687502,10437.890270369951,10334.637758702622,1,0.0,0
39,2015-11-30,10990.085988125616,0.0,10990.085988125616,10395.652128959611,10306.4794921875,10395.652128959611,10236.080042104251,0,0.0,0
40,2015-12-01,-0.39401187438306806,10990.079808324059,10989.685796449676,10334.638326634553,10381.5712890625,10400.34447403368,10287.7053642066,1,0.0,0
41,2015-12-02,-0.3994639734210068,11082.673628808712,11082.274164835291,10470.744712681077,10367.4921875,10494.211195676777,10367.4921875,1,0.0,0
42,2015-12-03,-0.39701402585160395,10962.807710410063,10962.410696384211,10372.185199359516,10419.1181640625,10419.1181640625,10292.399159364442,1,0.0,0
43,2015-12-04,-0.3959331793066667,10835.40234512188,10835.006411942573,10283.012223240676,10320.558593749998,10339.33177900466,10278.318926927011,1,0.0,0
44,2015-12-07,-0.3857946049047314,10932.786469681982,10932.400675077077,10400.345143037684,10212.61328125,10409.731736127067,10212.61328125,1,0.0,0
45,2015-12-08,10688.818707865603,0.0,10688.818707865603,10170.37272333998,10001.4140625,10221.998980818864,9949.787805021117,0,0.0,0
46,2015-12-09,10688.818707865603,0.0,10688.818707865603,9968.56108105515,9935.7080078125,9973.25437723267,9931.01471163498,0,0.0,0
47,2015-12-10,-0.38129213439788145,10688.809570032403,10688.428277898005,9907.54867088584,9823.0693359375,9949.78833836001,9733.89670460314,1,0.0,0
48,2015-12-11,10605.096886530217,0.0,10605.096886530217,9841.842393715868,9668.1904296875,9846.53569004096,9630.644059086771,0,0.0,0
49,2015-12-14,10605.096886530217,0.0,10605.096886530217,9489.84433150976,9316.1923828125,9489.84433150976,9311.499086901762,0,0.0,0
50,2015-12-15,-0.3831134697829839,10605.089637797038,10604.706524327255,9405.365646979886,9508.6181640625,9508.6181640625,9367.819277131664,1,0.0,0
