Date,Open,High,Low,Close,Volume
2022-12-16,115500,120000,115000,118500,151048
2022-12-19,118500,120000,117500,119000,64634
2022-12-20,120000,120000,116500,117500,75541
2022-12-21,118500,122000,117500,121000,224620
2022-12-22,121500,123500,121000,122000,155591
2022-12-23,119500,121500,119500,120500,98840
2022-12-26,120500,121000,118000,120000,74760
2022-12-27,120500,121000,118000,121000,107898
2022-12-28,120500,123500,120500,120500,95776
2022-12-29,120000,120000,115500,116000,116649
2023-01-02,116500,119500,115500,117500,90731
2023-01-03,118000,118000,112000,114500,145578
2023-01-04,113500,113500,107500,109000,518368
2023-01-05,109500,110000,105000,106000,320689
2023-01-06,105500,107000,103500,104000,272218
2023-01-09,106000,109500,104000,108500,241727
2023-01-10,108000,109500,106000,106500,160300
2023-01-11,107500,108000,106000,107500,118827
2023-01-12,108500,110500,108000,109500,171093
2023-01-13,110500,112000,109500,111000,176787
2023-01-16,111500,112000,109000,109000,135704
2023-01-17,109500,111500,109500,110000,157107
2023-01-18,110500,111000,107500,108500,125996
2023-01-19,107500,108500,106500,107500,106057
2023-01-20,107500,109000,107000,108500,104257
2023-01-25,109200,109500,108000,108100,84855
2023-01-26,108200,108500,107500,108100,137281
2023-01-27,108500,115500,108400,113300,368947
2023-01-30,113300,113600,110000,110000,156186
2023-01-31,110500,112500,109800,110800,193978
2023-02-01,111800,112000,110100,111300,110104
2023-02-02,113500,113500,110800,111200,116888
2023-02-03,111200,113900,110800,112200,168186
2023-02-06,112600,112600,110300,110600,153427
2023-02-07,111000,111100,108000,108600,162270
2023-02-08,109100,109500,107500,107800,158951
2023-02-09,107900,108700,107000,107000,138362
2023-02-10,107000,109900,105900,108600,201137
2023-02-13,108600,112000,108400,109800,169162
2023-02-14,110600,110700,109400,110000,139217
2023-02-15,109800,111100,105900,106000,325014
2023-02-16,106900,107300,105900,106600,159680
2023-02-17,105900,108400,105500,107300,136385
2023-02-20,108300,109000,107100,108000,128999
2023-02-21,108800,112500,108000,112200,292360
2023-02-22,110700,113600,110300,112800,267724
2023-02-23,113200,113200,110900,112000,133472
2023-02-24,112000,112500,110000,110900,100808
2023-02-27,110800,110800,107800,108900,106888
2023-02-28,110100,110300,105700,106400,285204
2023-03-02,106400,108300,105800,105900,200557
2023-03-03,106400,106500,103900,104200,295958
