,Day,Cash,Portfolio,Total,Open,Close,High,Low,Signal,Target price,Tag,MDD
0,2023-04-12,10000.0,0.0,10000.0,65800,66000,66200,65300,0.0,66000,0,0
1,2023-04-13,10000.0,0.0,10000.0,65600,66100,66100,65400,0.0,66100,0,0
2,2023-04-14,10000.0,0.0,10000.0,66600,65100,66600,65000,0.0,65100,0,0
3,2023-04-17,10000.0,0.0,10000.0,65000,65300,65600,64700,0.0,65300,0,0
4,2023-04-18,10000.0,0.0,10000.0,65900,65600,66000,64800,0.0,65600,0,0
5,2023-04-19,10000.0,0.0,10000.0,65500,65500,65800,65300,0.0,65500,0,0
6,2023-04-20,10000.0,0.0,10000.0,65100,65300,65300,64600,0.0,65300,0,0
7,2023-04-21,10000.0,0.0,10000.0,65800,65700,65900,65400,0.0,65700,0,0
8,2023-04-24,10000.0,0.0,10000.0,65300,65200,65700,64800,0.0,65200,0,0
9,2023-04-25,10000.0,0.0,10000.0,65300,63600,65400,63400,0.0,63600,0,0
10,2023-04-26,10000.0,0.0,10000.0,63600,64100,64300,63300,0.0,64100,0,0
11,2023-04-27,10000.0,0.0,10000.0,64100,64600,65000,63300,0.0,64600,0,0
12,2023-04-28,10000.0,0.0,10000.0,65200,65500,65900,65000,0.0,65500,0,0
13,2023-05-02,10000.0,0.0,10000.0,66000,65700,66300,65100,0.0,65700,0,0
14,2023-05-03,10000.0,0.0,10000.0,65100,65400,65600,64900,0.0,65400,0,0
15,2023-05-04,10000.0,0.0,10000.0,65600,65100,65700,64700,0.0,65100,0,0
16,2023-05-08,10000.0,0.0,10000.0,66300,65900,66300,65400,0.0,65900,0,0
17,2023-05-09,10000.0,0.0,10000.0,65800,65300,65800,65100,0.0,65300,0,0
18,2023-05-10,10000.0,0.0,10000.0,65500,64600,65500,64300,0.0,64600,0,0
19,2023-05-11,10000.0,0.0,10000.0,64700,64200,65100,64200,0.0,64200,0,0
20,2023-05-12,10000.0,0.0,10000.0,63700,64100,64600,63600,0.0,64100,0,0
21,2023-05-15,10000.0,0.0,10000.0,64100,64500,64600,63900,0.0,64500,0,0
22,2023-05-16,10000.0,0.0,10000.0,65800,65400,65900,65300,0.0,65400,0,0
23,2023-05-17,10000.0,0.0,10000.0,65900,65000,65900,64800,0.0,65000,0,0
24,2023-05-18,10000.0,0.0,10000.0,66000,66200,66200,65700,0.0,66200,0,0
25,2023-05-19,10000.0,0.0,10000.0,67800,68400,68400,67500,0.0,68400,0,0
26,2023-05-22,10000.0,0.0,10000.0,68400,68500,69000,68000,0.0,68500,0,0
27,2023-05-23,10000.0,0.0,10000.0,68500,68400,68700,68100,0.0,68400,0,0
28,2023-05-24,10000.0,0.0,10000.0,68100,68500,68700,68000,0.0,68500,0,0
29,2023-05-25,10000.0,0.0,10000.0,69900,68800,70000,68700,0.0,68800,0,0
30,2023-05-26,10000.0,0.0,10000.0,69800,70300,70400,69500,0.0,70300,0,0
31,2023-05-30,10000.0,0.0,10000.0,71300,72300,72300,71200,0.0,72300,0,0
32,2023-05-31,10000.0,0.0,10000.0,72400,71400,72500,71000,0.0,71400,0,0
33,2023-06-01,10000.0,0.0,10000.0,70900,70900,71600,70600,0.0,70900,0,0
34,2023-06-02,10000.0,0.0,10000.0,71700,72200,72200,71600,0.0,72200,0,0
35,2023-06-05,10000.0,0.0,10000.0,72700,71700,72700,71400,0.0,71700,0,0
36,2023-06-07,10000.0,0.0,10000.0,71300,71000,71600,70800,0.0,71000,0,0
37,2023-06-08,10000.0,0.0,10000.0,70400,70900,70900,70000,0.0,70900,0,0
38,2023-06-09,10000.0,0.0,10000.0,71100,72000,72300,70800,0.0,72000,0,0
39,2023-06-12,10000.0,0.0,10000.0,72100,71000,72400,70800,0.0,71000,0,0
40,2023-06-13,10000.0,0.0,10000.0,71700,72000,72200,71600,0.0,72000,0,0
41,2023-06-14,10000.0,0.0,10000.0,72100,71900,72200,71100,0.0,71900,0,0
42,2023-06-15,10000.0,0.0,10000.0,72100,71500,72300,71300,0.0,71500,0,0
43,2023-06-16,10000.0,0.0,10000.0,71800,71800,71900,70900,0.0,71800,0,0
44,2023-06-19,10000.0,0.0,10000.0,71300,71200,71700,70900,0.0,71200,0,0
45,2023-06-20,10000.0,0.0,10000.0,70700,71400,71400,70400,0.0,71400,0,0
46,2023-06-21,10000.0,0.0,10000.0,70700,70500,71200,70400,0.0,70500,0,0
47,2023-06-22,10000.0,0.0,10000.0,70200,71300,71500,70100,0.0,71300,0,0
48,2023-06-23,10000.0,0.0,10000.0,72000,71600,72200,71600,0.0,71600,0,0
49,2023-06-26,10000.0,0.0,10000.0,71700,72400,72500,71500,0.0,72400,0,0
50,2023-06-27,10000.0,0.0,10000.0,72500,72600,72600,72000,0.0,72600,0,0
51,2023-06-28,10000.0,0.0,10000.0,72600,72700,72700,72000,0.0,72700,0,0
52,2023-06-29,10000.0,0.0,10000.0,73100,72400,73400,72400,0.0,72400,0,0
53,2023-06-30,10000.0,0.0,10000.0,72500,72200,72700,71700,0.0,72200,0,0
54,2023-07-03,10000.0,0.0,10000.0,72700,73000,73200,72600,0.0,73000,0,0
55,2023-07-04,10000.0,0.0,10000.0,73400,73000,73600,72900,0.0,73000,0,0
56,2023-07-05,10000.0,0.0,10000.0,73000,72000,73300,71900,0.0,72000,0,0
57,2023-07-06,10000.0,0.0,10000.0,71900,71600,72400,71500,0.0,71600,0,0
58,2023-07-07,10000.0,0.0,10000.0,71100,69900,71400,69800,0.0,69900,0,0
59,2023-07-10,10000.0,0.0,10000.0,70000,69500,70400,69200,0.0,69500,0,0
60,2023-07-11,10000.0,0.0,10000.0,70200,71500,71500,70100,0.0,71500,0,0
61,2023-07-12,10000.0,0.0,10000.0,71200,71900,72000,71100,0.0,71900,0,0
62,2023-07-13,10000.0,0.0,10000.0,72400,71900,72600,71900,0.0,71900,0,0
63,2023-07-14,10000.0,0.0,10000.0,72500,73400,73400,72400,0.0,73400,0,0
64,2023-07-17,10000.0,0.0,10000.0,73200,73300,73500,72800,0.0,73300,0,0
65,2023-07-18,10000.0,0.0,10000.0,73200,72000,73500,72000,0.0,72000,0,0
66,2023-07-19,10000.0,0.0,10000.0,72700,71700,72800,71300,0.0,71700,0,0
67,2023-07-20,10000.0,0.0,10000.0,71100,71000,71500,70800,0.0,71000,0,0
68,2023-07-21,10000.0,0.0,10000.0,70400,70300,70400,69400,0.0,70300,0,0
69,2023-07-24,10000.0,0.0,10000.0,70100,70400,70900,69900,0.0,70400,0,0
70,2023-07-25,10000.0,0.0,10000.0,70000,70000,70500,69800,0.0,70000,0,0
71,2023-07-26,10000.0,0.0,10000.0,69800,69800,70600,68100,0.0,69800,0,0
72,2023-07-27,10000.0,0.0,10000.0,69900,71700,71700,69300,0.0,71700,0,0
73,2023-07-28,10000.0,0.0,10000.0,71800,70600,72400,70100,0.0,70600,0,0
74,2023-07-31,10000.0,0.0,10000.0,70900,69800,71000,69800,0.0,69800,0,0
75,2023-08-01,10000.0,0.0,10000.0,70100,71100,71200,70000,0.0,71100,0,0
76,2023-08-02,10000.0,0.0,10000.0,70700,69900,71000,69800,0.0,69900,0,0
77,2023-08-03,10000.0,0.0,10000.0,69900,68800,70200,68500,-1.0,68800,0,0
78,2023-08-04,10000.0,0.0,10000.0,68800,68300,69100,68200,0.0,68300,0,0
79,2023-08-07,10000.0,0.0,10000.0,67700,68500,69200,67600,0.0,68500,0,0
80,2023-08-08,10000.0,0.0,10000.0,69000,67600,69100,67400,0.0,67600,0,0
81,2023-08-09,10000.0,0.0,10000.0,68000,68900,69600,67900,0.0,68900,0,0
