Date,Open,High,Low,Close,Volume
2022-12-16,157000,159500,156700,159100,36174
2022-12-19,158000,161000,155300,159600,32783
2022-12-20,158100,160500,157200,159200,28147
2022-12-21,161000,161600,158400,159000,22447
2022-12-22,161900,164300,160900,164000,47334
2022-12-23,164200,164200,156900,156900,53825
2022-12-26,157800,165900,154700,164500,48679
2022-12-27,164500,168000,164000,166500,59306
2022-12-28,164000,164000,157500,159600,65068
2022-12-29,158200,159900,154700,155500,34393
2023-01-02,156200,157900,150000,151000,28452
2023-01-03,151000,153000,150100,152500,26336
2023-01-04,150100,158400,150000,156000,40837
2023-01-05,156900,157800,153100,155600,37496
2023-01-06,154100,160700,153500,160500,41755
2023-01-09,162500,164400,160200,162000,36081
2023-01-10,160000,165400,160000,161000,49465
2023-01-11,163000,165000,160700,161500,58319
2023-01-12,162000,163300,158100,161600,44944
2023-01-13,162500,164700,158000,159700,26848
2023-01-16,161400,161500,158500,160000,20603
2023-01-17,159100,161400,158200,160300,44107
2023-01-18,159500,162100,159500,161300,25592
2023-01-19,158100,162400,156500,161800,38066
2023-01-20,161100,163500,160000,161300,33019
2023-01-25,165300,171300,165200,169100,54849
2023-01-26,169900,172000,168300,170800,52567
2023-01-27,170300,171900,168500,168900,20577
2023-01-30,168900,173000,166300,173000,38226
2023-01-31,170000,172900,166900,170500,69299
2023-02-01,171400,174200,170800,172800,41813
2023-02-02,175300,179000,169600,171200,51871
2023-02-03,171200,171200,166200,169100,42360
2023-02-06,166800,169000,165000,167200,39478
2023-02-07,167400,171400,166600,170500,33266
2023-02-08,171000,172800,170000,171200,24990
2023-02-09,169000,172500,169000,171900,25839
2023-02-10,171200,172000,169100,171800,29445
2023-02-13,171100,172400,169200,171800,27182
2023-02-14,172000,173100,170300,171600,19454
2023-02-15,170700,176000,169800,171600,53437
2023-02-16,173400,175900,173400,175000,41642
2023-02-17,171500,174000,169000,169000,35981
2023-02-20,168600,171000,165000,170000,36803
2023-02-21,168900,169200,165900,167300,35346
2023-02-22,163900,167100,162200,162800,52024
2023-02-23,163100,166000,162200,163500,33972
2023-02-24,164100,165000,159300,160500,64629
2023-02-27,159700,160400,156000,159900,48182
2023-02-28,160300,163500,157300,162300,42405
2023-03-02,162300,166700,161600,163100,48060
2023-03-03,163200,164800,161500,162900,40190
2023-03-06,162300,162300,149200,149400,210844
2023-03-07,150700,151300,147600,147800,101017
2023-03-08,147300,148500,136300,140200,285764
2023-03-09,141400,145500,141400,143500,137898
2023-03-10,143200,143200,138600,141500,62583
2023-03-13,139800,141400,138200,140700,46625
2023-03-14,140000,140000,135000,135500,72952
2023-03-15,138000,138400,134300,135900,46632
2023-03-16,133800,139200,132300,136300,81902
2023-03-17,138900,142900,138600,141100,108236
2023-03-20,141700,141800,137400,138000,64493
2023-03-21,138100,138800,136100,137600,43610
2023-03-22,138500,139100,136700,138400,53767
2023-03-23,137400,138600,134700,135900,91299
2023-03-24,136300,138700,134600,136600,150354
2023-03-27,139500,143700,139300,142300,133173
2023-03-28,142700,143100,139600,143000,74741
2023-03-29,144400,144400,140100,142700,56961
2023-03-30,145100,146800,142800,143400,123095
2023-03-31,143600,146100,141300,143300,80069
2023-04-03,144100,145000,140000,141800,95948
2023-04-04,141500,141500,138000,138400,87834
2023-04-05,138000,138300,136000,137000,65089
2023-04-06,136600,136600,133100,133100,85349
2023-04-07,134000,138800,134000,138500,89731
2023-04-10,139000,139100,136000,137500,59152
2023-04-11,138400,141300,138300,140100,78116
2023-04-12,140300,140500,137100,137400,73785
2023-04-13,137400,138300,136100,138200,48892
2023-04-14,138500,138500,137100,137600,57653
2023-04-17,137600,137600,134400,135600,68194
2023-04-18,136100,138200,135600,137000,62728
2023-04-19,137300,139400,136000,138500,72224
2023-04-20,138600,138600,134500,134700,64793
2023-04-21,134800,139500,134100,138400,87720
2023-04-24,138700,139500,135200,135400,61017
2023-04-25,135000,136600,129700,131900,102067
2023-04-26,131900,135000,131900,132500,42924
2023-04-27,134200,134400,131500,132700,55190
2023-04-28,133100,134900,131500,133600,47127
2023-05-02,133000,133000,128400,131300,87539
2023-05-03,129100,133300,129100,133300,56141
2023-05-04,133600,134500,130500,131200,48799
2023-05-08,131800,133100,130600,132000,62196
2023-05-09,131200,131800,129800,131800,42052
2023-05-10,132000,132100,129500,130200,51931
2023-05-11,131000,131700,130300,130700,66716
2023-05-12,130600,130900,128100,129000,109623
2023-05-15,126500,127600,114800,114800,410400
2023-05-16,113700,114500,109200,110800,334599
2023-05-17,110800,114800,110800,114700,196962
2023-05-18,114600,120800,114500,119300,193788
2023-05-19,119400,127600,119400,127000,206148
2023-05-22,127000,127100,123100,126200,117139
2023-05-23,125600,127100,124400,125700,66649
2023-05-24,122600,124800,121700,124200,106742
2023-05-25,126200,128800,124100,124200,103220
2023-05-26,125700,130500,124500,126200,202293
2023-05-30,132300,135000,129700,131500,290244
2023-05-31,131200,131800,126700,129700,119496
2023-06-01,128200,131000,126900,131000,55107
2023-06-02,131700,133700,130000,130600,94653
2023-06-05,130700,131900,129500,130900,67210
2023-06-07,131300,135000,130900,133100,134311
2023-06-08,131800,132700,130300,131900,95509
2023-06-09,131700,136300,131700,136300,134369
2023-06-12,136300,137400,134000,137000,100481
2023-06-13,137700,140900,137500,139600,116579
2023-06-14,139900,140100,136900,138100,97448
2023-06-15,138500,140000,133000,137000,109405
2023-06-16,136800,139700,135100,135600,60909
2023-06-19,135300,138900,134000,136700,81850
2023-06-20,137900,142700,136700,142100,170042
2023-06-21,142400,143100,137800,138500,121790
2023-06-22,137500,140700,136700,138300,65422
2023-06-23,139100,140000,136800,138400,58645
2023-06-26,138100,145900,135600,144300,179362
2023-06-27,143700,143700,139300,139800,126772
2023-06-28,140700,150000,140700,150000,323199
2023-06-29,149600,149800,145400,146400,155819
2023-06-30,145600,149300,142900,147000,127952
2023-07-03,149800,157600,149000,153400,210760
2023-07-04,153500,156600,151400,155000,99574
2023-07-05,153500,158000,153400,156000,103426
2023-07-06,154200,154200,148800,149900,140870
2023-07-07,148100,150900,146500,148100,69851
2023-07-10,146600,147600,144000,145300,92121
2023-07-11,146500,149500,146200,149000,52071
2023-07-12,147100,153400,145900,152600,95830
2023-07-13,154600,157900,152800,154700,142848
2023-07-14,159300,168600,156100,157000,364359
2023-07-17,156800,164200,155000,160100,157630
2023-07-18,163000,163700,157700,163300,147715
2023-07-19,164300,164600,154800,160500,134305
2023-07-20,159600,160500,155800,159700,83481
2023-07-21,155500,163800,153000,161600,144265
2023-07-24,161200,162600,158000,161700,100403
2023-07-25,162800,167000,160100,164900,149023
2023-07-26,167100,167100,160800,162500,152085
2023-07-27,162800,169900,159200,169400,191531
2023-07-28,169700,172900,165100,172900,188346
2023-07-31,173600,173700,166800,168600,182849
2023-08-01,169400,172000,166400,170000,107740
2023-08-02,166300,168500,161000,165300,128252
2023-08-03,163200,165000,160400,163500,113819
2023-08-04,163100,167100,161600,165200,67880
2023-08-07,162800,164900,161500,163100,54080
2023-08-08,164900,165900,158400,159900,95348
2023-08-09,160300,162900,158500,160600,70024
2023-08-10,158000,158200,153800,157400,103726
2023-08-11,155000,158000,153900,154900,63285
2023-08-14,153400,162000,151000,159800,123187
2023-08-16,161700,162900,158400,160100,115405
2023-08-17,158400,160400,156400,159300,77540
2023-08-18,156100,169000,152900,165800,115652
