,Day,Cash,Portfolio,Total,Open,Close,High,Low,Signal,Target price,Tag,MDD
0,2023-01-09,719.6599999999999,9280.0,9999.66,449500,464000,465000,448500,1.0,464000,0,0
1,2023-01-10,719.6599999999999,9470.0,10189.66,473500,473500,484000,467000,0.0,473500,0,0
2,2023-01-11,719.6599999999999,9490.0,10209.66,474000,474500,478500,469000,0.0,474500,0,0
3,2023-01-12,719.6599999999999,9560.0,10279.66,481000,478000,482000,472000,0.0,478000,0,0
4,2023-01-13,719.6599999999999,9560.0,10279.66,479500,478000,482000,475500,0.0,478000,0,0
5,2023-01-16,719.6599999999999,9610.0,10329.66,478500,480500,480500,475500,0.0,480500,0,0
6,2023-01-17,719.6599999999999,9160.0,9879.66,478500,458000,479000,454500,0.0,458000,0,0
7,2023-01-18,719.6599999999999,9160.0,9879.66,464000,458000,467000,454500,0.0,458000,0,0
8,2023-01-19,9879.32661264,0.0,9879.32661264,458000,456000,463000,448000,-1.0,456000,0,0
9,2023-01-20,488.9866126399993,9390.0,9878.98661264,456500,469500,471500,450500,1.0,469500,0,0
10,2023-01-25,488.9866126399993,9680.0,10168.98661264,470000,484000,484000,470000,0.0,484000,0,0
11,2023-01-26,488.9866126399993,10340.0,10828.98661264,485500,517000,520000,476500,0.0,517000,0,0
12,2023-01-27,488.9866126399993,10120.0,10608.98661264,525000,506000,526000,504000,0.0,506000,0,0
13,2023-01-30,488.9866126399993,10200.0,10688.98661264,498500,510000,515000,490000,0.0,510000,0,0
14,2023-01-31,488.9866126399993,10420.0,10908.98661264,504000,521000,528000,501000,0.0,521000,0,0
15,2023-02-01,488.9866126399993,10440.0,10928.98661264,527000,522000,531000,518000,0.0,522000,0,0
16,2023-02-02,488.9866126399993,10660.0,11148.98661264,529000,533000,534000,522000,0.0,533000,0,0
17,2023-02-03,488.9866126399993,10700.0,11188.98661264,533000,535000,541000,530000,0.0,535000,0,0
18,2023-02-06,488.9866126399993,10500.0,10988.98661264,530000,525000,533000,521000,0.0,525000,0,0
