,Day,Cash,Portfolio,Total,Open,Close,High,Low,Signal,Target price,Tag,MDD
0,2009-11-06,10000.0,0.0,10000.0,7380,7315,7380,7260,0.0,7315,0,0
1,2009-11-09,10000.0,0.0,10000.0,7320,7370,7415,7320,0.0,7370,0,0
2,2009-11-10,10000.0,0.0,10000.0,7520,7380,7520,7380,0.0,7380,0,0
3,2009-11-11,10000.0,0.0,10000.0,7380,7430,7450,7365,0.0,7430,0,0
4,2009-11-12,10000.0,0.0,10000.0,7420,7435,7490,7420,0.0,7435,0,0
5,2009-11-13,10000.0,0.0,10000.0,7450,7340,7450,7335,0.0,7340,0,0
6,2009-11-16,10000.0,0.0,10000.0,7340,7460,7465,7340,0.0,7460,0,0
7,2009-11-17,10000.0,0.0,10000.0,7450,7385,7500,7340,0.0,7385,0,0
8,2009-11-18,10000.0,0.0,10000.0,7325,7455,7490,7325,0.0,7455,0,0
9,2009-11-19,10000.0,0.0,10000.0,7500,7670,7670,7500,-1.0,7670,0,0
10,2009-11-20,10000.0,0.0,10000.0,7670,7670,7700,7600,0.0,7670,0,0
11,2009-11-23,10000.0,0.0,10000.0,7800,7680,7800,7625,0.0,7680,0,0
12,2009-11-24,10000.0,0.0,10000.0,7685,7640,7700,7600,0.0,7640,0,0
13,2009-11-25,10000.0,0.0,10000.0,7700,7670,7800,7655,0.0,7670,0,0
14,2009-11-26,10000.0,0.0,10000.0,7675,7645,7745,7645,0.0,7645,0,0
15,2009-11-27,10000.0,0.0,10000.0,7600,7320,7600,7275,0.0,7320,0,0
16,2009-11-30,10000.0,0.0,10000.0,7400,7545,7545,7400,0.0,7545,0,0
17,2009-12-01,10000.0,0.0,10000.0,7560,7840,7840,7425,0.0,7840,0,0
18,2009-12-02,10000.0,0.0,10000.0,7850,7750,7875,7680,0.0,7750,0,0
19,2009-12-03,10000.0,0.0,10000.0,7755,7795,7795,7710,0.0,7795,0,0
20,2009-12-04,10000.0,0.0,10000.0,7795,7860,7890,7795,0.0,7860,0,0
21,2009-12-07,10000.0,0.0,10000.0,7860,7920,7940,7860,0.0,7920,0,0
22,2009-12-08,10000.0,0.0,10000.0,7960,7900,7960,7895,0.0,7900,0,0
23,2009-12-09,10000.0,0.0,10000.0,7870,7920,7920,7840,0.0,7920,0,0
24,2009-12-10,10000.0,0.0,10000.0,7920,7885,7965,7835,0.0,7885,0,0
25,2009-12-11,10000.0,0.0,10000.0,7885,8105,8135,7885,0.0,8105,0,0
26,2009-12-14,10000.0,0.0,10000.0,8145,8145,8145,8040,0.0,8145,0,0
27,2009-12-15,10000.0,0.0,10000.0,8195,8125,8195,8075,0.0,8125,0,0
28,2009-12-16,10000.0,0.0,10000.0,8120,8035,8120,7970,0.0,8035,0,0
29,2009-12-17,10000.0,0.0,10000.0,8035,8010,8095,7980,0.0,8010,0,0
30,2009-12-18,10000.0,0.0,10000.0,7860,7940,7965,7860,0.0,7940,0,0
31,2009-12-21,10000.0,0.0,10000.0,7940,7955,8000,7920,0.0,7955,0,0
32,2009-12-22,10000.0,0.0,10000.0,8000,7915,8010,7915,0.0,7915,0,0
33,2009-12-23,10000.0,0.0,10000.0,7950,7990,8000,7945,0.0,7990,0,0
34,2009-12-24,10000.0,0.0,10000.0,7990,8075,8090,7990,0.0,8075,0,0
35,2009-12-28,10000.0,0.0,10000.0,8195,8035,8195,8005,0.0,8035,0,0
36,2009-12-29,10000.0,0.0,10000.0,7900,8100,8140,7900,0.0,8100,0,0
37,2009-12-30,10000.0,0.0,10000.0,8100,8200,8200,8020,0.0,8200,0,0
38,2010-01-04,10000.0,0.0,10000.0,8200,8200,8235,8185,0.0,8200,0,0
39,2010-01-05,10000.0,0.0,10000.0,8300,8280,8340,8265,0.0,8280,0,0
40,2010-01-06,10000.0,0.0,10000.0,8350,8430,8450,8350,0.0,8430,0,0
41,2010-01-07,10000.0,0.0,10000.0,8500,8325,8505,8320,0.0,8325,0,0
42,2010-01-08,10000.0,0.0,10000.0,8325,8420,8420,8210,0.0,8420,0,0
43,2010-01-11,10000.0,0.0,10000.0,8380,8430,8450,8380,0.0,8430,0,0
44,2010-01-12,10000.0,0.0,10000.0,8430,8395,8440,8300,0.0,8395,0,0
45,2010-01-13,10000.0,0.0,10000.0,8395,8210,8395,8210,0.0,8210,0,0
46,2010-01-14,10000.0,0.0,10000.0,8500,8335,8500,8240,0.0,8335,0,0
47,2010-01-15,10000.0,0.0,10000.0,8335,8355,8440,8335,0.0,8355,0,0
48,2010-01-18,10000.0,0.0,10000.0,8320,8460,8500,7105,0.0,8460,0,0
49,2010-01-19,10000.0,0.0,10000.0,8500,8475,8525,8410,0.0,8475,0,0
50,2010-01-20,10000.0,0.0,10000.0,8495,8300,8500,8300,0.0,8300,0,0
51,2010-01-21,10000.0,0.0,10000.0,8300,8245,8300,8140,0.0,8245,0,0
52,2010-01-22,42.79000000000087,9956.85,9999.640000000001,8200,8095,8245,8050,1.0,8095,0,0
53,2010-01-25,42.79000000000087,9753.9,9796.69,7975,7930,8030,7895,0.0,7930,0,0
54,2010-01-26,42.79000000000087,9581.7,9624.490000000002,7960,7790,7980,7745,0.0,7790,0,0
55,2010-01-27,42.79000000000087,9520.2,9562.990000000002,7790,7740,7840,7700,0.0,7740,0,0
56,2010-01-28,42.79000000000087,9624.75,9667.54,7895,7825,7895,7710,0.0,7825,0,0
57,2010-01-29,42.79000000000087,9280.35,9323.140000000001,7820,7545,7820,7540,0.0,7545,0,0
58,2010-02-01,42.79000000000087,9354.15,9396.94,7600,7605,8090,7480,0.0,7605,0,0
