Date,Open,High,Low,Close,Volume
2022-12-16,70600,72500,70100,70500,497343
2022-12-19,70700,72100,70200,71700,436310
2022-12-20,71700,73400,71600,72300,684724
2022-12-21,72800,73000,71600,72300,388354
2022-12-22,72500,72700,70700,71700,483549
2022-12-23,70900,72100,69900,70200,539145
2022-12-26,70200,72000,69200,71900,489408
2022-12-27,71900,74900,71500,74800,945462
2022-12-28,74200,75000,72200,72900,705219
2022-12-29,72600,74500,72200,73600,591938
2023-01-02,74000,76000,72500,73600,691041
2023-01-03,73600,74400,70000,71400,851220
2023-01-04,71600,72100,69200,71800,555372
2023-01-05,71900,72400,65600,66800,1516452
2023-01-06,66000,68200,65800,67000,528494
2023-01-09,67700,68700,67100,68000,525011
2023-01-10,68300,69500,67200,68000,509002
2023-01-11,68800,73800,68700,73600,1645058
2023-01-12,74200,78700,73600,78700,1783257
2023-01-13,78700,80400,77700,80200,1261374
2023-01-16,80000,82300,78500,80800,1240773
2023-01-17,80700,83200,80000,80900,1104856
2023-01-18,80700,81200,76600,77200,1094588
2023-01-19,76600,78000,75100,75500,765210
2023-01-20,75500,76600,74400,76100,723686
2023-01-25,76700,77200,74100,74600,849026
2023-01-26,74600,78200,74300,77600,904656
2023-01-27,77800,78200,76500,77500,628559
2023-01-30,77500,81200,75800,77100,1138773
2023-01-31,77100,80800,76500,80400,978439
2023-02-01,81200,81900,80000,80800,770969
2023-02-02,81100,81600,79500,80500,633973
2023-02-03,80200,82300,79600,81400,698632
2023-02-06,80300,84400,79000,83400,1067542
2023-02-07,84000,85000,82400,83400,776864
2023-02-08,84100,84800,83100,83900,444883
2023-02-09,83800,85600,83500,84600,677743
2023-02-10,83700,89000,83700,87900,1247021
2023-02-13,88200,89300,86900,87500,687968
2023-02-14,87600,90200,87100,89000,775412
2023-02-15,89100,89800,86000,87100,647806
2023-02-16,87000,88900,86100,87700,581021
2023-02-17,86700,89100,85100,88200,463264
2023-02-20,88500,89800,86400,87400,540262
2023-02-21,87100,88500,86500,87800,458648
2023-02-22,87100,91300,86100,86600,1063145
2023-02-23,87000,89400,86200,89000,503174
2023-02-24,89000,92500,88800,92200,959293
2023-02-27,93000,93000,87100,89000,1224091
2023-02-28,89400,91900,88500,90000,693508
2023-03-02,90400,91500,88300,90900,581801
2023-03-03,91200,93900,90700,93700,736845
2023-03-06,94200,97900,94100,96400,727745
2023-03-07,96400,98100,95900,97300,484358
2023-03-08,96100,98500,95600,96300,475960
2023-03-09,96600,97600,95200,97200,478336
2023-03-10,96400,97800,94700,95600,443432
2023-03-13,94600,95900,91700,95600,609113
2023-03-14,96000,97600,94200,95000,602698
2023-03-15,96700,100000,95800,99300,741996
2023-03-16,99300,99700,94000,95800,795177
2023-03-17,96600,99100,94400,95100,828993
2023-03-20,94700,98400,94600,95700,540229
2023-03-21,96800,98000,96400,97400,493406
2023-03-22,97900,97900,88800,90900,2152452
2023-03-23,90900,93300,90000,92100,875835
2023-03-24,92500,93100,90500,91700,630188
2023-03-27,91800,93500,91100,92900,590882
2023-03-28,92500,96700,92500,95300,694025
2023-03-29,95600,95700,93300,94800,385700
2023-03-30,95200,97600,94600,96600,622123
2023-03-31,96300,100000,96200,99200,743242
2023-04-03,99900,103700,99800,102600,647755
2023-04-04,104000,110000,103900,107500,1031591
2023-04-05,108700,114900,108000,112000,1327487
2023-04-06,113000,114000,110900,113200,633948
2023-04-07,112700,112700,108900,110900,630559
2023-04-10,111200,118800,109700,117300,925624
2023-04-11,119600,120100,110100,112500,1247293
2023-04-12,112500,116600,111500,112600,780334
2023-04-13,112600,112900,109700,111800,724967
2023-04-14,111800,112200,106500,107800,1054600
2023-04-17,108600,111200,108500,110300,655707
2023-04-18,110300,110800,107300,108900,569886
2023-04-19,109500,110600,107000,108300,546569
2023-04-20,109100,112200,107000,107700,1056030
2023-04-21,108400,108500,103600,106500,626358
2023-04-24,107900,113700,105400,106300,1725336
2023-04-25,107600,113000,105700,110500,1780880
2023-04-26,111200,111200,101600,107900,1505333
2023-04-27,105400,114500,102600,111000,1995126
2023-04-28,112000,114000,101400,102700,1931998
2023-05-02,102000,109000,101400,107600,1168016
2023-05-03,107300,111300,106400,106900,734506
2023-05-04,106100,107900,103300,105100,578503
2023-05-08,107000,107400,104200,105000,441171
2023-05-09,105800,105800,101600,102000,585009
2023-05-10,103600,105000,102600,103100,431547
2023-05-11,103700,107100,102500,106500,826180
2023-05-12,107100,108100,101700,103000,895265
2023-05-15,103000,104100,101500,103600,386000
2023-05-16,103600,104300,102400,103500,345873
2023-05-17,101000,104400,101000,104100,514464
2023-05-18,104700,106500,103300,103900,532144
2023-05-19,104200,107000,104000,106900,648131
2023-05-22,108800,112800,108600,111000,997093
2023-05-23,112200,112300,108000,110900,624682
2023-05-24,111200,112000,109000,110700,534248
2023-05-25,109500,110400,107400,108000,494665
2023-05-26,109800,110900,105600,106500,656878
2023-05-30,107900,109000,105000,105600,610126
2023-05-31,105600,107800,104100,106100,3792605
2023-06-01,106200,110800,106200,108000,738235
2023-06-02,108800,111200,108000,110800,648474
2023-06-05,111200,112400,108700,109200,373732
2023-06-07,109600,110900,107700,107800,515477
2023-06-08,108300,109400,107300,108200,461623
2023-06-09,108200,108300,107000,107100,421216
2023-06-12,108000,110400,107600,108200,637582
2023-06-13,108700,110400,105700,110000,864825
