Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+09:00,-222284.53252427184,-238033.43665048544,-217784.84563106796,-231733.875,441709,10500.011,0.0
2000-01-05 00:00:00+09:00,-217334.87357954544,-224534.37249729436,-204735.75047348483,-207885.53125,353061,0.0,0.0
2000-01-06 00:00:00+09:00,-211485.27896689496,-214185.09103881277,-194836.43785673514,-197086.28125,310909,0.0,0.0
2000-01-07 00:00:00+09:00,-190786.75,-201586.0,-187187.0,-195286.4375,499628,0.0,0.0
2000-01-10 00:00:00+09:00,-197986.28197674418,-200686.0949127907,-193486.59375,-193486.59375,382932,0.0,0.0
2000-01-11 00:00:00+09:00,-197986.23458520178,-209685.42117432735,-197086.29715526904,-200686.046875,536613,0.0,0.0
2000-01-12 00:00:00+09:00,-197986.20436946902,-208785.45188053098,-196186.32978429203,-203385.828125,329356,0.0,0.0
2000-01-13 00:00:00+09:00,-206985.60970744683,-211935.26559175533,-202485.92253989363,-211485.296875,532408,0.0,0.0
2000-01-14 00:00:00+09:00,-218234.82713130483,-221384.60814144736,-203385.8595120614,-205185.734375,587523,0.0,0.0
2000-01-17 00:00:00+09:00,-213285.17262801205,-229934.01521711846,-210585.36031626505,-224084.421875,975008,0.0,0.0
2000-01-18 00:00:00+09:00,-224984.328125,-231283.88931250002,-216434.92365625,-224984.328125,694337,0.0,0.0
2000-01-19 00:00:00+09:00,-224984.3431122449,-230383.9673469388,-220484.65625,-220484.65625,634599,0.0,0.0
2000-01-20 00:00:00+09:00,-219134.78125,-242983.125,-214635.09375,-242983.125,1155922,0.0,0.0
2000-01-21 00:00:00+09:00,-238483.4063674812,-255582.21663533835,-237583.4689849624,-239383.34375,1487560,0.0,0.0
2000-01-24 00:00:00+09:00,-246582.875,-250632.59375,-241183.25,-242983.125,582556,0.0,0.0
2000-01-25 00:00:00+09:00,-238483.35756515444,-241183.16916023166,-232183.79717664092,-233083.734375,497451,0.0,0.0
2000-01-26 00:00:00+09:00,-235333.67169777883,-239383.3907136106,-232183.8902410208,-238033.484375,433723,0.0,0.0
2000-01-27 00:00:00+09:00,-238483.4375,-241183.25,-229484.0625,-233983.75,428171,0.0,0.0
2000-01-28 00:00:00+09:00,-233983.8086642599,-251982.5631768953,-232183.93321299637,-249282.75,803937,0.0,0.0
2000-01-31 00:00:00+09:00,-243433.0617305871,-245682.9051846591,-236683.53136837122,-237583.46875,612623,0.0,0.0
