,Day,Cash,Portfolio,Total,Open,Close,High,Low,Buy sign,Target price,Tag
0,2007-01-30,10000.0,0.0,10000.0,6896.343306900246,6912.57763671875,6915.82450268245,6896.343306900246,0,0,0
1,2007-01-31,10000.0,0.0,10000.0,6948.293162319457,6912.57763671875,6954.7868942468585,6912.577636718749,0,0,0
2,2007-02-01,10.180000000000291,9989.455633485315,9999.635633485315,6964.528681365537,6915.82568359375,7169.081272007043,6915.82568359375,1,0,0
3,2007-02-02,46.45104315027311,10177.628521264305,10224.079564414578,7143.106863839286,7500.26220703125,7532.730874594156,7143.106863839286,1,0,0
4,2007-02-05,10500.98047800381,0.0,10500.98047800381,7467.792822682959,7597.66748046875,7620.395545581263,7467.792822682959,0,0,0
5,2007-02-06,10500.98047800381,0.0,10500.98047800381,7597.667214017624,7461.298828125,7597.667214017624,7428.830164817233,0,0,0
6,2007-02-07,12.050478003809985,10488.547969782807,10500.598447786617,7461.299439272328,7471.0400390625,7552.211703980606,7438.5713730952575,1,0,0
7,2009-04-17,5107.204388415027,0.0,5107.204388415027,3665.711770059409,3578.04638671875,3668.958636109063,3519.602797824977,0,0,0
8,2009-04-20,5107.204388415027,0.0,5107.204388415027,10134.843204022987,10167.56640625,10284.434985632184,10046.02308369253,0,0,0
9,2009-04-21,77.9543884150271,5029.06490095172,5107.019289366747,10144.1918060745,10321.83203125,10331.181516785551,10050.696950718975,1,0,0
10,2009-04-22,8.859717341567375,5135.578461040034,5144.438178381602,10340.53008643617,10765.931640625,10775.281125332447,10335.855344082447,1,0,0
11,2009-04-23,5300.008147529515,0.0,5300.008147529515,10798.655130276506,10714.509765625,10924.873177253765,10714.509765625,0,0,0
12,2009-04-24,5300.008147529515,0.0,5300.008147529515,10714.508786415989,10349.87890625,10789.30465927055,10289.107259555669,0,0,0
13,2009-04-27,5300.008147529515,0.0,5300.008147529515,10382.60503059478,10200.2900390625,10424.677720948384,10097.445684864802,0,0,0
14,2009-04-28,5300.008147529515,0.0,5300.008147529515,10186.265018503287,9770.212890625,10190.939761513158,9629.970600328948,0,0,0
15,2009-04-29,77.00814752951464,5222.809745349924,5299.817892879439,9573.873429502091,10046.0224609375,10069.396175364996,9573.873429502091,1,0,0
16,2009-04-30,5401.205856081233,0.0,5401.205856081233,10046.021688876555,10134.841796875,10279.75881518825,10027.322718771622,0,0,0
17,2009-05-04,5401.205856081233,0.0,5401.205856081233,10284.435296014908,10190.9404296875,10284.435296014908,10153.542483156536,0,0,0
18,2009-05-06,55.53585608123285,5345.475519374755,5401.011375455988,10214.314207753036,10195.615234375,10317.158561332244,10120.81934086285,1,0,0
19,2009-05-07,4.102647067596081,5355.198038146012,5359.300685213608,10200.288155430711,9985.25,10321.831460674155,9947.852059925091,1,0,0
