Date,Open,High,Low,Close,Volume
2017-03-28,9955,9955,9845,9845,127
2017-03-29,9870,9870,9800,9800,21
2017-03-30,10015,10015,10015,10015,1
2017-03-31,10085,10085,10035,10035,2
2017-04-03,10160,10225,10160,10225,68
2017-04-04,10175,10225,10125,10125,63
2017-04-05,10200,10235,10150,10205,72
2017-04-06,10200,10200,10155,10155,12
2017-04-07,10185,10225,10175,10175,133
2017-04-10,10165,10165,10165,10165,1
2017-04-11,9995,9995,9875,9950,35
2017-04-12,9955,9970,9910,9970,320
2017-04-13,10160,10285,10160,10285,63
2017-04-14,10275,10275,10275,10275,3
2017-04-17,10275,10275,10210,10210,123
2017-04-18,10290,10315,10290,10315,228
2017-04-19,10350,10350,10345,10345,93
2017-04-20,10455,10455,10455,10455,100
2017-04-21,10515,10520,10505,10520,291
2017-04-24,10420,10455,10415,10420,10855
2017-04-25,10515,10520,10435,10520,6335
2017-04-26,10635,10635,10575,10575,357
2017-04-27,10390,10390,10330,10335,1279
2017-04-28,10400,10400,10365,10370,265
2017-05-02,10405,10500,10405,10450,20557
2017-05-04,10565,10640,10540,10640,13772
2017-05-08,10550,10640,10545,10595,113
2017-05-10,10800,10955,10580,10610,583
2017-05-11,10605,10800,10600,10800,241
2017-05-12,10740,10740,10580,10605,955
2017-05-15,10585,10665,10570,10570,230
2017-05-16,10570,10570,10565,10565,61
2017-05-17,10635,10645,10630,10645,636
2017-05-18,10605,10680,10605,10675,3
2017-05-19,10715,10795,10715,10795,10
2017-05-22,10855,10855,10855,10855,13
2017-05-23,10915,10960,10895,10930,528
2017-05-24,10925,10940,10920,10920,183
2017-05-25,10945,10995,10920,10945,807
2017-05-26,11060,11060,11010,11010,42
2017-05-29,11095,11155,11095,11105,160
2017-05-30,11105,11105,11070,11095,659
2017-05-31,11090,11135,11045,11045,38
2017-06-01,11045,11120,11040,11075,45005
2017-06-02,11080,11225,11080,11225,216
2017-06-05,11270,11470,11270,11440,1269
2017-06-07,11540,11605,11485,11570,3542
2017-06-08,11595,11615,11540,11610,2265
2017-06-09,11825,11965,11825,11965,2402
2017-06-12,11865,11865,11680,11680,2667
2017-06-13,11780,11780,11635,11650,1134
2017-06-14,11660,11755,11560,11635,1792
2017-06-15,11685,11705,11565,11565,2952
2017-06-16,11580,11580,11395,11450,279
2017-06-19,11515,11585,11495,11500,295
2017-06-20,11670,11670,11070,11105,1581
2017-06-21,10945,11140,10815,11100,3834
2017-06-22,11150,11150,10915,11025,472
2017-06-23,11160,11475,11160,11475,1461
2017-06-26,11650,11650,11545,11545,1511
2017-06-27,11545,11590,11515,11570,584
2017-06-28,11435,11490,11300,11345,45896
2017-06-29,11430,11475,11380,11475,46231
2017-06-30,11390,11475,11330,11375,1480
2017-07-03,11360,11390,11150,11245,3045
2017-07-04,11270,11345,11245,11300,742
2017-07-05,11345,11525,11300,11515,1652
2017-07-06,11545,11610,11500,11610,1615
2017-07-07,11500,11580,11485,11555,787
2017-07-10,11525,11525,11335,11335,231
2017-07-11,11285,11335,11265,11290,3196
2017-07-12,11305,11305,11065,11120,8034
2017-07-13,11210,11290,11210,11290,1398
2017-07-14,11315,11315,11160,11175,8073
2017-07-17,11260,11300,11235,11240,2189
2017-07-18,11295,11325,11220,11295,2873
2017-07-19,11335,11345,11240,11290,1867
2017-07-20,11385,11530,11330,11530,9847
2017-07-21,11510,11590,11510,11585,2618
2017-07-24,11550,11550,11380,11445,3471
2017-07-25,11450,11480,11430,11440,9104
2017-07-26,11380,11380,11045,11095,4197
2017-07-27,11185,11225,11100,11225,2157
2017-07-28,11285,11285,11085,11085,481
2017-07-31,11145,11315,11145,11315,918
2017-08-01,11365,11415,11235,11300,2096
2017-08-02,11300,11345,11265,11345,705
2017-08-03,11300,11300,11110,11230,1925
2017-08-04,11225,11280,11095,11095,1014
2017-08-07,11095,11235,11065,11235,53
2017-08-08,11310,11410,11310,11335,43171
2017-08-09,11330,11330,11210,11210,43280
2017-08-10,11185,11250,11090,11250,3108
2017-08-11,11070,11100,11015,11045,3163
2017-08-14,11195,11195,11095,11095,334
2017-08-16,11180,11180,11085,11140,156
2017-08-17,11165,11165,11085,11120,181
2017-08-18,11025,11105,11025,11055,80
2017-08-21,11140,11140,10960,10960,50
2017-08-22,11040,11045,11000,11045,86
2017-08-23,11105,11105,10950,10950,70
2017-08-24,11000,11105,11000,11105,17
2017-08-25,11135,11160,11120,11160,133
2017-08-28,11225,11225,11125,11215,329
2017-08-29,11165,11175,11080,11160,843
2017-08-30,11270,11270,11235,11250,276
2017-08-31,11225,11225,11145,11220,44
2017-09-01,11170,11275,11120,11275,19644
