Number,Day(in),Day(out),Price(in),Price(out),Amount,Return
116,2017-01-09,2017-01-10,842.4,845.0,4.27,0.3086419753086447
117,2017-01-26,2017-01-30,748.0,719.198,4.81,-3.8505347593582915
118,2017-01-26,2017-01-30,753.4,718.2,2.39,-4.6721529068223955
119,2017-01-27,2017-01-30,747.6001,713.0,1.2,-4.628156149256801
120,2017-01-31,2017-02-01,721.6001,813.4,4.8,12.72171386894209
121,2017-01-31,2017-02-03,730.2,826.8,2.37,13.229252259654874
122,2017-01-31,2017-02-01,737.6001,813.4,1.17,10.276557717386424
123,2017-02-02,2017-02-07,813.8,806.17,3.51,-0.9375768001966079
124,2017-02-02,2017-02-03,819.4,826.8,1.74,0.9030998291432729
125,2017-02-08,2017-02-10,825.16,890.0,4.64,7.85786998885065
126,2017-02-08,2017-02-16,832.2,945.6,2.3,13.62653208363374
127,2017-02-08,2017-02-10,841.0,890.0,1.13,5.826397146254459
128,2017-02-14,2017-02-16,895.3,945.64,3.4,5.6226963029152275
129,2017-02-14,2017-02-16,900.0,945.6,1.69,5.066666666666669
130,2017-02-24,2017-03-01,891.37,1070.6,4.77,20.10725063666041
131,2017-02-27,2017-03-02,913.1021,1096.87,2.33,20.125668312448298
132,2017-02-27,2017-03-02,922.922,1043.624,1.15,13.0782449654467
133,2017-03-02,2017-03-03,1080.0,1020.0,2.85,-5.555555555555555
134,2017-03-02,2017-03-03,1091.6001,1021.76,1.41,-6.397956541044667
135,2017-03-02,2017-03-03,1099.714,1020.0,1.86,-7.248611911824342
136,2017-03-07,2017-03-09,1014.28,1000.0,4.68,-1.4078952557479172
137,2017-03-08,2017-03-09,1020.846,1000.6,2.32,-1.9832570240761076
138,2017-03-08,2017-03-09,1029.4,1000.0,1.15,-2.8560326403730416
139,2017-03-15,2017-03-16,1061.6001,1046.6001,4.39,-1.4129614343480184
140,2017-03-15,2017-03-16,1066.2001,1045.626,2.19,-1.929665922935108
141,2017-03-15,2017-03-16,1073.968,1046.6001,1.08,-2.5482975284179754
142,2017-03-17,2017-03-21,1055.734,1064.0,4.35,0.7829623749921928
143,2017-03-20,2017-03-21,1049.08,1000.0,2.18,-4.67838487055324
144,2017-03-23,2017-03-27,944.2,892.2,4.82,-5.507307773776742
145,2017-03-27,2017-03-28,911.402,944.0,4.85,3.5766873454304418
146,2017-03-27,2017-03-28,917.2,944.674,2.41,2.995420846053198
147,2017-03-27,2017-03-28,925.4,944.0,1.19,2.0099416468554163
148,2017-03-29,2017-03-30,986.8,950.0,4.6,-3.729225780299955
149,2017-03-29,2017-03-30,997.3359,946.8,2.27,-5.0670892324241095
150,2017-04-03,2017-04-04,975.6,910.8,4.5,-6.6420664206642135
151,2017-04-03,2017-04-04,977.5959,915.0,2.24,-6.403044448120131
152,2017-04-07,2017-04-11,865.2,855.6,4.82,-1.1095700416088792
153,2017-04-07,2017-04-11,872.6,854.4,2.39,-2.085720834288339
154,2017-04-10,2017-04-11,895.8,855.6,1.16,-4.487608841259203
155,2017-04-12,2017-04-18,891.0,888.0359,4.6,-0.33267115600449276
156,2017-04-13,2017-04-18,884.376,885.4,2.31,0.1157878549395281
157,2017-04-13,2017-04-18,892.2,888.0359,1.15,-0.4667227079130325
158,2017-04-19,2017-04-25,921.4,963.0,4.43,4.514868678098549
159,2017-04-24,2017-05-02,938.0,1068.6,2.18,13.9232409381663
160,2017-04-24,2017-04-25,945.4,963.0,1.08,1.8616458641844746
161,2017-04-25,2017-05-02,982.2,1012.28,3.22,3.0625127265322667
162,2017-04-25,2017-05-02,993.0,1068.6,1.59,7.613293051359507
163,2017-05-12,2017-05-15,956.588,979.2,4.63,2.363818070057337
164,2017-05-12,2017-05-17,966.2,947.2,2.29,-1.9664665700683086
165,2017-05-12,2017-05-15,975.0,979.2,1.13,0.43076923076923546
166,2017-05-16,2017-05-17,993.2,942.42,3.39,-5.112766814337504
167,2017-05-16,2017-05-17,998.4,947.2,1.69,-5.1282051282051215
168,2017-05-18,2017-05-19,940.6,940.0,4.6,-0.06378907080587101
169,2017-05-18,2017-05-19,948.2,942.4,2.28,-0.6116852984602476
170,2017-05-18,2017-05-19,959.0,940.0,1.12,-1.981230448383733
171,2017-05-24,2017-05-25,962.6,981.8,4.47,1.9945979638479046
172,2017-05-24,2017-05-26,967.58,931.996,2.22,-3.677628723206356
173,2017-05-24,2017-05-25,975.0,981.8,1.1,0.6974358974358927
174,2017-06-01,2017-06-02,902.0,949.6,4.77,5.277161862527719
175,2017-06-01,2017-06-05,909.4,1020.0,2.36,12.161864965911592
176,2017-06-01,2017-06-02,918.6,949.6,1.17,3.374700631395602
177,2017-06-08,2017-06-09,1015.598,1015.304,4.49,-0.028948461891415967
178,2017-06-08,2017-06-09,1023.21,1013.0,2.22,-0.9978401305694858
179,2017-06-09,2017-06-12,1049.8,1009.2,1.08,-3.8674033149171185
180,2017-06-14,2017-06-15,1061.8,1025.0,4.25,-3.4658127707666186
181,2017-06-14,2017-06-15,1067.6439,1025.0,2.12,-3.994206307927206
182,2017-06-14,2017-06-15,1075.2,1025.0,1.05,-4.668898809523814
183,2017-06-19,2017-06-20,1077.8,1182.4,4.05,9.704954537019868
184,2017-06-19,2017-06-20,1085.0,1182.426,2.01,8.979354838709671
185,2017-06-23,2017-06-26,1409.6001,1460.0,3.31,3.5754750584935318
186,2017-06-23,2017-06-27,1425.8,1381.4,1.63,-3.1140412400056015
187,2017-07-03,2017-07-06,1303.04,1310.0,3.61,0.5341355599214174
188,2017-07-03,2017-07-06,1312.5,1307.374,1.79,-0.39055238095237915
189,2017-07-13,2017-07-17,1350.104,1313.0,3.49,-2.7482327287379373
190,2017-07-13,2017-07-17,1355.0,1313.72,1.74,-3.0464944649446473
191,2017-07-19,2017-07-25,1378.0,1519.0,3.34,10.2322206095791
192,2017-07-19,2017-07-25,1389.094,1433.3999,1.66,3.1895537666997225
193,2017-08-04,2017-08-07,1262.274,1293.0,3.86,2.434178316276824
194,2017-08-04,2017-08-08,1271.8,1263.112,1.91,-0.6831262777166123
195,2017-08-08,2017-08-09,1332.2,1240.0,2.79,-6.920882750337791
196,2017-08-09,2017-08-10,1281.7999,1213.15,3.73,-5.3557423432471705
197,2017-08-16,2017-08-17,1223.3999,1169.4,3.81,-4.4139205831224775
198,2017-08-16,2017-08-17,1231.0,1167.26,1.89,-5.177904142973193
199,2017-08-22,2017-08-25,1187.976,1305.2001,3.78,9.867547829249066
200,2017-08-22,2017-08-28,1197.4,1310.0,1.87,9.403708034073818
201,2017-08-28,2017-09-01,1344.004,1614.6001,3.58,20.133578471492662
202,2017-08-28,2017-09-05,1357.8999,1533.2001,1.77,12.909655564449201
203,2017-09-13,2017-09-21,1561.6001,1635.0,3.49,4.700300672368034
204,2017-09-14,2017-09-22,1548.0,1563.2001,1.75,0.9819186046511641
205,2017-09-25,2017-09-26,1584.7999,1533.3999,3.52,-3.2433116635103327
206,2017-09-25,2017-09-26,1586.0,1532.6,1.76,-3.36696090794452
207,2017-09-27,2017-10-02,1589.0,1729.0,3.42,8.81057268722467
208,2017-09-27,2017-10-03,1603.8,1807.2,1.69,12.682379349046021
209,2017-10-02,2017-10-05,1761.6,1830.0,2.45,3.8828337874659455
210,2017-10-02,2017-10-03,1771.08,1807.2,1.22,2.03943356595976
211,2017-10-04,2017-10-10,1813.0,1754.6,2.04,-3.2211803640375116
212,2017-10-06,2017-10-10,1832.8,1756.6,2.23,-4.157573112178091
213,2017-10-06,2017-10-10,1840.0,1754.6,1.11,-4.641304347826091
214,2017-10-16,2017-10-17,1748.158,1724.322,3.28,-1.3634923159119492
215,2017-10-16,2017-10-17,1757.046,1722.2,1.64,-1.9832150097379355
216,2017-10-27,2017-10-30,1488.6,1525.0,3.81,2.445250571006321
217,2017-10-27,2017-10-30,1505.0,1524.994,1.88,1.3285049833886986
218,2017-11-03,2017-11-06,1595.8,1647.0,3.6,3.2084221080335906
219,2017-11-03,2017-11-07,1616.4,1571.0,1.78,-2.808710715169518
220,2017-11-22,2017-11-24,1406.5801,1424.2,4.12,1.2526766161415297
221,2017-11-22,2017-11-27,1412.462,1383.0,2.05,-2.085861424944529
222,2017-11-22,2017-11-24,1418.6,1424.2,1.02,0.3947553926406413
223,2017-11-24,2017-11-28,1444.4,1364.2,3.03,-5.552478537801166
224,2017-11-27,2017-11-28,1447.0,1371.7999,1.52,-5.196966136834832
225,2017-11-30,2017-12-01,1446.4,1446.6499,3.88,0.017277378318570083
226,2017-11-30,2017-12-01,1464.4,1432.6,1.92,-2.171537831193675
227,2017-12-07,2017-12-08,1395.3999,1453.0,4.0,4.127856107772411
228,2017-12-07,2017-12-11,1408.8,1570.0,1.98,11.442362294151053
229,2017-12-13,2017-12-14,1438.2001,1405.2001,4.07,-2.2945346756685665
230,2017-12-13,2017-12-14,1457.2881,1402.0779,2.0,-3.7885576640610727
231,2017-12-19,2017-12-22,1413.0,1480.0,4.05,4.7416843595187546
232,2017-12-19,2017-12-28,1420.0,1620.0,2.01,14.084507042253522
233,2017-12-22,2017-12-29,1512.0,1646.4,2.93,8.888888888888895
234,2017-12-22,2017-12-28,1523.8,1620.0,1.45,6.313164457277861
235,2018-01-02,2018-01-04,1621.6001,1681.2,3.89,3.6753759450310794
236,2018-01-02,2018-01-04,1639.6001,1675.0759,1.92,2.163686132978397
237,2018-01-10,2018-01-16,1725.0,1839.4,3.74,6.63188405797102
238,2018-01-10,2018-01-16,1741.736,1751.8,1.85,0.577814318587883
239,2018-01-18,2018-01-22,1726.482,1856.4,3.86,7.525013292927476
240,2018-01-19,2018-01-23,1757.8,2065.4,1.9,17.499146660598484
241,2018-01-26,2018-01-30,2227.5,2140.9,3.23,-3.8877665544332167
242,2018-01-26,2018-01-30,2248.2002,2126.542,1.6,-5.411359717875672
243,2018-02-05,2018-02-06,1915.0,1601.4,3.64,-16.375979112271537
244,2018-02-14,2018-02-15,1729.8,1913.8,3.69,10.637067869117818
245,2018-02-14,2018-02-15,1745.9,1824.402,1.83,4.496362907383008
246,2018-02-16,2018-02-20,1957.2,1850.8,3.47,-5.436337625178831
247,2018-02-20,2018-02-21,1894.0,1823.0,3.49,-3.748680042238648
248,2018-02-20,2018-02-21,1914.0,1824.872,1.72,-4.65663531870428
249,2018-03-07,2018-03-08,1976.6,2066.0,3.23,4.5229181422644995
250,2018-03-07,2018-03-09,1995.8,2091.7998,1.6,4.810091191502146
251,2018-03-09,2018-03-12,2144.4,2174.6,3.08,1.4083193434060723
252,2018-03-09,2018-03-13,2159.8,2112.408,1.53,-2.194277247893336
253,2018-03-19,2018-03-20,1967.596,1866.158,3.36,-5.1554282484819085
254,2018-03-21,2018-03-22,1919.6,1847.2,3.35,-3.7716190873098494
255,2018-03-21,2018-03-22,1929.78,1836.522,1.67,-4.832571588471227
256,2018-03-22,2018-03-23,1912.0,1782.6,3.26,-6.767782426778248
257,2018-04-10,2018-04-13,1546.526,1639.7999,3.89,6.031188612412588
258,2018-04-10,2018-04-13,1564.2,1640.0,1.92,4.845927630737754
259,2018-04-17,2018-04-19,1707.4,1680.2,3.67,-1.593065479676704
260,2018-04-17,2018-04-19,1725.58,1680.4,1.81,-2.618250095620014
261,2018-04-26,2018-04-30,1539.158,1526.812,4.01,-0.8021268771627087
262,2018-04-26,2018-04-30,1558.0,1528.6819,1.98,-1.8817779204107803
263,2018-05-02,2018-05-03,1556.7999,1496.27,3.92,-3.8880976289887994
264,2018-05-02,2018-05-03,1567.0,1489.7999,1.95,-4.926617740906192
265,2018-05-07,2018-05-10,1580.8,1609.2999,3.74,1.8028782894736857
266,2018-05-09,2018-05-10,1575.562,1608.2539,1.87,2.0749358006857257
267,2018-05-11,2018-05-14,1648.0,1750.0,3.63,6.189320388349515
268,2018-05-11,2018-05-21,1663.0,1789.336,1.8,7.596873120865906
269,2018-05-16,2018-05-21,1778.4,1789.0,2.62,0.5960413855150646
270,2018-05-16,2018-05-21,1784.0,1789.336,1.31,0.2991031390134536
271,2018-05-23,2018-05-29,1778.6,1728.3,3.54,-2.8280670190037083
272,2018-05-23,2018-05-29,1796.0,1717.3,1.75,-4.381959910913142
273,2018-05-30,2018-06-01,1858.4,1978.0,3.3,6.435643564356431
274,2018-05-30,2018-06-04,1882.138,2056.7998,1.62,9.279967781321021
275,2018-06-01,2018-06-04,2028.676,1956.8,2.36,-3.5430004594129363
276,2018-06-06,2018-06-07,2091.5,2002.32,3.04,-4.263925412383459
277,2018-06-06,2018-06-07,2102.8,2003.2,1.51,-4.736541753852013
278,2018-06-12,2018-06-20,2009.42,2185.0,3.06,8.737844751221742
279,2018-06-12,2018-06-21,2023.4,2196.6,1.52,8.55984975783334
280,2018-06-20,2018-06-21,2254.8,2194.92,2.16,-2.6556679084619526
281,2018-06-20,2018-06-21,2280.0,2196.6,1.07,-3.6578947368421093
282,2018-07-02,2018-07-03,1906.202,1980.0,3.37,3.8714679766362643
283,2018-07-02,2018-07-06,1926.8,2065.6,1.67,7.203653726385715
284,2018-07-06,2018-07-09,2115.8,2240.0,3.15,5.870120049153975
285,2018-07-06,2018-07-09,2129.6,2145.6199,1.56,0.7522492486852101
286,2018-07-11,2018-07-12,2176.084,2205.6,3.15,1.356381463215578
287,2018-07-11,2018-07-16,2188.0,2136.4438,1.57,-2.356316270566727
288,2018-07-17,2018-07-24,2172.998,2128.8,3.16,-2.0339641361841965
289,2018-07-17,2018-07-24,2201.708,2130.6,1.56,-3.229674416407633
290,2018-07-26,2018-07-27,2058.708,1975.2,3.27,-4.056330475230097
291,2018-07-26,2018-07-27,2077.2,1973.0,1.62,-5.016368187945303
292,2018-07-31,2018-08-03,1845.6,1832.45,3.52,-0.712505418292147
293,2018-07-31,2018-08-03,1870.4,1832.2,1.74,-2.0423438836612515
294,2018-08-08,2018-08-09,1928.2,1863.824,3.34,-3.3386578155792956
295,2018-08-09,2018-08-10,1910.0,1841.0,1.68,-3.6125654450261777
296,2018-08-10,2018-08-13,1910.062,1812.2,3.28,-5.123498608945671
297,2018-08-21,2018-08-23,1786.0,1857.0,3.42,3.9753639417693174
298,2018-08-21,2018-08-29,1794.4,2058.2002,1.7,14.701304057066436
299,2018-08-27,2018-09-04,1976.918,2052.2,2.37,3.808048689930484
300,2018-08-27,2018-08-29,1986.85,2058.2002,1.18,3.591121624682302
301,2018-08-29,2018-09-04,2089.4,2049.44,1.98,-1.9125107686417169
302,2018-09-11,2018-09-12,1922.4,1837.3,3.39,-4.426758218893057
303,2018-09-11,2018-09-12,1933.01,1840.216,1.69,-4.800492496158845
304,2018-09-14,2018-09-17,1929.8,1833.6,3.26,-4.984972536014097
305,2018-09-19,2018-09-21,1879.864,1945.6,3.26,3.496848708204417
306,2018-09-20,2018-09-21,1917.0,1854.8,1.6,-3.244653103808036
307,2018-09-24,2018-09-25,1912.2,1925.0,3.23,0.6693860474845704
308,2018-09-28,2018-10-01,1887.0,1804.6,3.29,-4.366719660837313
309,2018-09-28,2018-10-01,1895.792,1804.0,1.63,-4.841881387831572
310,2018-10-03,2018-10-04,1801.098,1723.0,3.32,-4.336132736808322
311,2018-10-16,2018-10-17,1357.2,1408.64,4.31,3.790156203949311
312,2018-10-16,2018-10-17,1375.8,1409.596,2.13,2.456461695013814
313,2018-10-16,2018-10-17,1388.312,1408.64,1.05,1.464224180155484
314,2018-11-01,2018-11-02,1038.7999,1178.2,5.78,13.41934091445331
315,2018-11-01,2018-11-02,1050.5281,1171.8,2.86,11.543898730552755
316,2018-11-01,2018-11-02,1061.0,1178.2,1.41,11.046182846371352
317,2018-11-07,2018-11-08,1206.002,1171.2001,5.52,-2.885724899295352
318,2018-11-07,2018-11-08,1222.0,1166.284,2.72,-4.559410801963985
319,2018-11-23,2018-11-26,906.8,928.002,7.15,2.3381120423467134
320,2018-11-23,2018-11-26,917.028,929.6,3.53,1.370950505328082
321,2018-11-23,2018-11-26,928.8,928.002,1.74,-0.0859173126614989
322,2018-11-28,2018-11-29,957.2,971.6,6.86,1.504387797743416
323,2018-11-28,2018-11-29,967.6,970.8,3.39,0.33071517155848823
324,2018-11-28,2018-11-29,978.8,971.6,1.68,-0.7355946056395517
325,2018-11-30,2018-12-03,1009.6,1135.0,6.55,12.420760697305862
326,2018-11-30,2018-12-04,1021.6,1101.2059,3.23,7.792276820673444
327,2018-12-04,2018-12-06,1153.998,914.8,4.65,-20.727765559385723
328,2018-12-17,2018-12-18,846.98,792.0,7.77,-6.491298495832252
329,2018-12-17,2018-12-18,856.2,793.982,3.84,-7.266760102779733
330,2018-12-17,2018-12-18,867.06,792.0,1.9,-8.65684035706871
331,2019-01-02,2019-01-03,640.3501,688.0,9.64,7.441226291680129
332,2019-01-02,2019-01-03,645.47,663.9981,4.77,2.8704819743752603
333,2019-01-02,2019-01-03,652.4,688.0,2.36,5.456774984671984
334,2019-01-10,2019-01-14,913.598,915.794,7.09,0.24036830203218773
335,2019-01-10,2019-01-14,918.198,914.5,3.52,-0.40274537735869376
336,2019-01-10,2019-01-14,925.4,915.794,1.75,-1.038037605359844
337,2019-01-15,2019-01-16,927.8,962.8,6.97,3.7723647337788315
338,2019-01-15,2019-01-16,938.4,964.25,3.44,2.7546888320545633
339,2019-01-15,2019-01-16,948.2,962.8,1.7,1.539759544399906
340,2019-01-16,2019-01-17,998.224,928.6,4.98,-6.974787222106463
341,2019-01-16,2019-01-17,1007.836,933.252,2.47,-7.400410384229186
342,2019-01-25,2019-01-28,933.0,907.0,6.82,-2.786709539121115
343,2019-01-25,2019-01-28,941.0,897.3459,3.38,-4.639117959617425
344,2019-01-25,2019-01-28,947.6,907.0,1.68,-4.284508231321235
345,2019-01-30,2019-02-05,912.4,1007.2,6.75,10.390179745725566
346,2019-01-30,2019-02-05,918.866,1007.3,3.35,9.62425424381792
347,2019-01-30,2019-02-05,926.4,1007.2,1.66,8.72193436960277
348,2019-02-12,2019-02-13,1012.6,1028.3999,6.6,1.560329843966015
349,2019-02-14,2019-02-15,1015.6,1035.4,6.63,1.9495864513588095
350,2019-02-14,2019-02-19,1020.998,1096.2001,3.29,7.365548218507771
351,2019-02-14,2019-02-15,1027.4,1035.4,1.64,0.7786645902277592
352,2019-02-15,2019-02-19,1060.0,1061.2001,4.83,0.1132169811320774
353,2019-02-15,2019-02-19,1067.798,1096.2001,2.39,2.6598757442887155
354,2019-02-15,2019-02-19,1074.6,1061.2001,1.19,-1.2469663130467048
355,2019-02-22,2019-02-25,1046.8,1156.4,6.63,10.470003821169291
356,2019-02-22,2019-02-28,1057.798,1174.0,3.28,10.985273180701798
357,2019-02-25,2019-02-28,1189.2,1171.4,4.68,-1.4968045745038643
358,2019-02-25,2019-02-28,1201.2001,1174.0,2.31,-2.2644104008982366
359,2019-02-26,2019-02-28,1199.0,1165.4,1.16,-2.802335279399492
360,2019-03-01,2019-03-04,1257.6,1329.4,5.88,5.7092875318066305
361,2019-03-01,2019-03-04,1270.0,1265.002,2.9,-0.3935433070866179
362,2019-03-11,2019-03-12,1115.802,1159.6,6.8,3.925248386362455
363,2019-03-11,2019-03-14,1128.342,1211.0759,3.36,7.332342498994095
364,2019-03-11,2019-03-12,1140.3981,1159.6,1.66,1.6837891960710734
