Date,Open,High,Low,Close,Volume
2011-04-06,13725,13725,13545,13570,14847
2011-04-07,13600,13635,13450,13450,5391
2011-04-08,13460,13535,13400,13440,1968
2011-04-11,13505,13595,13505,13545,4285
2011-04-12,13490,13490,13300,13310,4840
2011-04-13,13335,13510,13335,13510,6408
2011-04-14,13540,13590,13490,13590,5048
2011-04-15,13615,13650,13560,13560,1770
2011-04-18,13645,13645,13515,13515,5024
2011-04-19,13420,13630,13420,13630,8522
2011-04-20,13880,14245,13860,14215,17471
2011-04-21,14440,14655,14350,14655,76628
2011-04-22,14400,14405,14250,14355,47337
2011-04-25,14355,14395,14070,14270,12779
2011-04-26,14280,14535,14040,14120,99715
2011-04-27,14260,14380,14100,14155,47854
2011-04-28,14200,14250,14000,14025,41483
2011-04-29,13910,13995,13735,13845,53870
2011-05-02,13910,14240,13910,14240,7756
2011-05-03,14220,14255,14150,14225,3458
2011-05-04,14140,14140,13840,13865,8061
2011-05-06,13665,13775,13615,13740,3399
2011-05-09,13790,13820,13700,13740,6627
2011-05-11,13770,13910,13765,13905,32299
2011-05-12,13850,14030,13850,13945,19441
2011-05-13,14000,14145,13995,14110,4554
2011-05-16,14165,14165,13900,13960,24367
2011-05-17,13885,13890,13750,13825,9623
2011-05-18,13805,13805,13695,13740,3719
2011-05-19,13755,13790,13390,13390,5772
2011-05-20,13395,13535,13390,13495,24552
2011-05-23,13430,13435,13130,13130,3556
2011-05-24,13070,13115,13030,13030,2041
2011-05-25,13050,13095,12835,12880,1383
2011-05-26,12980,13190,12980,13190,16743
2011-05-27,13145,13310,13100,13260,20019
2011-05-30,13245,13245,12850,12900,22958
2011-05-31,12935,13150,12935,13075,61937
2011-06-01,13080,13100,12995,12995,853
2011-06-02,12800,12830,12640,12660,3262
2011-06-03,12710,12710,12520,12585,1767
2011-06-07,12475,12665,12435,12660,18929
2011-06-08,12770,12795,12570,12570,35649
2011-06-09,12555,12640,12555,12565,24067
2011-06-10,12575,12575,12145,12145,6692
2011-06-13,12065,12140,11990,12090,6267
2011-06-14,12100,12275,12090,12190,11625
2011-06-15,12225,12250,12100,12195,9242
2011-06-16,12035,12095,11995,12015,9671
2011-06-17,12015,12015,11535,11680,1193
2011-06-20,11675,11765,11600,11625,787
2011-06-21,11745,11890,11705,11890,43696
2011-06-22,12050,12115,11985,11985,18267
2011-06-23,11980,12015,11920,11975,7228
2011-06-24,12020,12335,11955,12290,29593
2011-06-27,12210,12210,12045,12115,44134
2011-06-28,12120,12195,11970,11970,17092
2011-06-29,12125,12145,11950,12015,22383
2011-06-30,12030,12030,11950,11975,1269
2011-07-01,12155,12360,12155,12335,1808
2011-07-04,12475,12790,12450,12515,8385
2011-07-05,12530,12720,12475,12720,35404
2011-07-06,12635,12635,12450,12535,27844
2011-07-07,12485,12510,12445,12460,12522
2011-07-08,12480,12480,12440,12460,6463
2011-07-11,12385,12395,12320,12320,2162
2011-07-12,12185,12190,11985,12000,12907
2011-07-13,11940,11965,11840,11890,3811
2011-07-14,11850,11850,11685,11790,101672
2011-07-15,11900,11990,11880,11925,36676
2011-07-18,11900,11900,11770,11800,1496
2011-07-19,11725,12000,11725,11955,19200
2011-07-20,12150,12390,12150,12300,20490
2011-07-21,12305,12305,12180,12255,17160
2011-07-22,12360,12360,12200,12255,2920
2011-07-25,12160,12160,12045,12090,24873
2011-07-26,12130,12200,12090,12195,14370
2011-07-27,12140,12175,12045,12175,58282
2011-07-28,11925,12035,11925,12010,3361
2011-07-29,12055,12080,11980,11980,1679
2011-08-01,12050,12330,12050,12305,36534
2011-08-02,12130,12130,11990,12030,21352
2011-08-03,11785,11805,11650,11700,2488
2011-08-04,11725,11740,11420,11420,10099
2011-08-05,10740,11065,10665,10915,30917
2011-08-08,10680,10855,10105,10425,31501
2011-08-09,10055,10055,9500,9930,607
2011-08-10,10310,10310,10050,10110,379
2011-08-11,9560,10335,9560,10265,24160
2011-08-12,10305,10305,9930,9930,15228
2011-08-16,10250,10280,10135,10280,1397
2011-08-17,10300,10310,10180,10180,542
2011-08-18,10185,10185,9790,9850,1684
2011-08-19,9450,9455,9260,9260,1418
2011-08-22,9230,9445,9190,9280,15396
2011-08-23,9300,9635,9300,9635,1418
2011-08-24,9630,9630,9340,9470,879
2011-08-25,9705,9740,9610,9645,207
2011-08-26,9585,9675,9535,9670,253
2011-08-29,9665,10040,9665,10040,11456
2011-08-30,10145,10185,10090,10090,700
2011-08-31,10000,10230,9950,10230,3056
2011-09-01,10305,10535,10295,10295,2012
2011-09-02,10250,10300,10250,10250,117
2011-09-05,10035,10045,9805,9825,1993
2011-09-06,9585,9690,9580,9660,146
2011-09-07,9790,10180,9790,10150,28993
2011-09-08,10165,10165,10050,10050,6
2011-09-09,10165,10165,10000,10050,845
2011-09-14,9985,9985,9750,9750,1521
2011-09-15,10040,10050,9885,9885,1351
2011-09-16,10180,10190,10180,10190,6926
2011-09-19,10325,10360,10220,10295,7024
2011-09-20,10260,10560,10200,10560,622
2011-09-21,10560,10775,10560,10645,1675
2011-09-22,10325,10415,10290,10380,314
2011-09-23,9965,10125,9875,9875,22250
2011-09-26,9775,9920,9745,9745,196
2011-09-27,10045,10150,10040,10150,65
2011-09-28,10255,10265,10185,10185,169
2011-09-29,10155,10675,10155,10610,2508
2011-09-30,10610,10685,10450,10640,395
2011-10-04,10200,10450,10125,10450,16084
2011-10-05,10455,10550,10330,10330,196
2011-10-06,10770,10955,10770,10875,740
2011-10-07,10960,11030,10750,10810,10262
2011-10-10,10915,11145,10895,11085,8468
2011-10-11,11235,11235,11020,11050,4531
2011-10-12,11070,11250,10950,11250,1050
2011-10-13,11300,11370,11225,11265,3722
2011-10-14,11150,11335,11110,11335,4344
2011-10-17,11400,11450,11320,11420,18408
2011-10-18,11200,11400,11200,11345,3377
2011-10-19,11365,11425,11220,11425,7734
2011-10-20,11320,11630,11320,11325,263
2011-10-21,11355,11725,11355,11665,7679
2011-10-24,11770,11950,11630,11950,3161
2011-10-25,11945,12010,11860,11875,1249
2011-10-26,11770,11930,11765,11925,2033
2011-10-27,11900,12040,11810,11840,921
2011-10-28,11870,11880,11640,11755,9818
2011-10-31,11755,11920,11755,11800,6832
2011-11-01,11690,11955,11680,11900,35010
2011-11-02,11570,11735,11570,11735,1168
2011-11-03,11640,11640,11380,11435,363
2011-11-04,11540,11820,11540,11820,800
2011-11-07,11850,11890,11775,11775,5065
2011-11-08,11730,11765,11595,11595,553
2011-11-09,11605,11740,11565,11650,6555
2011-11-10,11340,11340,11110,11110,3128
2011-11-11,11230,11415,11150,11365,326
2011-11-14,11575,11685,11575,11635,1776
2011-11-15,11515,11650,11515,11550,12218
2011-11-16,11640,11745,11435,11435,2124
2011-11-17,11585,11670,11535,11670,863
2011-11-18,11435,11490,11400,11410,198
2011-11-21,11270,11320,11220,11320,146
2011-11-22,11220,11405,11215,11405,251
2011-11-23,11305,11305,11075,11075,185
2011-11-24,11050,11140,10985,11140,43
2011-11-25,11080,11080,11005,11005,12
2011-11-28,11205,11515,11205,11510,17900
2011-11-29,11650,11835,11585,11835,894
2011-11-30,11735,11820,11735,11785,312
2011-12-01,12150,12190,12100,12140,778
2011-12-02,12055,12150,12030,12030,24002
2011-12-05,12160,12160,12065,12070,817
2011-12-06,12035,12085,11925,11950,16807
2011-12-07,11970,12020,11970,12000,732
2011-12-08,11885,11950,11795,11910,7700
2011-12-09,11675,11740,11620,11660,1092
2011-12-12,11880,12010,11880,12010,279
2011-12-13,11960,12085,11880,12020,6000
2011-12-14,11865,11905,11780,11825,443
2011-12-15,11740,11785,11670,11670,13736
2011-12-16,11700,11700,11690,11690,16
2011-12-19,11610,11610,11000,11245,2391
2011-12-20,11315,11315,11245,11270,68
2011-12-21,11575,11715,11570,11715,64
2011-12-22,11680,11700,11665,11700,34
2011-12-23,11815,11860,11795,11795,171
2011-12-26,11825,11830,11755,11755,21
2011-12-27,11750,11750,11525,11615,5136
2011-12-28,11645,11675,11635,11675,87
2011-12-29,11605,11805,11600,11780,491
2012-01-02,11720,11960,11720,11885,1549
2012-01-03,12020,12215,12020,12215,238
2012-01-04,12320,12320,12080,12080,2066
2012-01-05,12125,12125,12030,12030,136
2012-01-06,11960,12010,11800,11800,56
2012-01-09,11910,11910,11730,11830,643
2012-01-10,11835,12015,11835,12015,708
2012-01-11,11995,11995,11995,11995,14
2012-01-12,11995,11995,11990,11990,29
2012-01-13,12130,12145,12125,12140,58
2012-01-16,12100,12125,11990,12125,477
2012-01-17,12175,12190,12070,12095,1281
2012-01-18,12160,12160,11990,12000,2014
2012-01-19,12170,12380,12170,12380,1389
2012-01-20,12475,12620,12445,12620,3763
2012-01-25,12585,12795,12585,12690,1131
2012-01-26,12665,12730,12625,12730,351
2012-01-27,12660,12780,12590,12765,1339
2012-01-30,12785,12900,12680,12760,10503
2012-01-31,12780,12800,12710,12710,13516
2012-02-01,12720,12875,12690,12875,6422
2012-02-02,13050,13100,12910,13050,15183
2012-02-03,13005,13005,12765,12845,469
2012-02-06,12950,12950,12825,12825,207
2012-02-07,12845,12845,12630,12665,449
2012-02-08,12700,12880,12700,12810,4005
2012-02-09,12860,12900,12730,12900,1065
2012-02-10,12945,12955,12870,12870,746
2012-02-13,12905,13000,12905,12970,205
2012-02-14,13060,13130,13060,13130,1151
2012-02-15,13310,13410,13300,13370,313
2012-02-16,13330,13375,13215,13250,873
2012-02-17,13415,13435,13390,13395,1700
2012-02-20,13440,13440,13230,13230,84
2012-02-21,13295,13390,13180,13295,64
2012-02-22,13330,13385,13315,13350,828
2012-02-23,13255,13255,13150,13155,1903
2012-02-24,13130,13280,13130,13245,2844
2012-02-27,13275,13275,13095,13095,401
2012-02-28,13300,13350,13250,13270,105
2012-02-29,13425,13500,13425,13500,210
2012-03-02,13555,13565,13445,13445,1440
2012-03-05,13450,13450,13310,13325,230
2012-03-06,13330,13380,13175,13325,14850
2012-03-07,13195,13195,13195,13195,4
2012-03-08,13330,13480,13330,13455,1079
2012-03-09,13565,13640,13565,13640,207
2012-03-12,13640,13640,13640,13640,1
2012-03-13,13620,13665,13620,13665,490
2012-03-14,13770,13875,13770,13825,21
2012-03-15,13775,13820,13740,13790,1272
2012-03-16,13895,13895,13755,13770,63
2012-03-19,13760,13840,13745,13780,1257
2012-03-20,13805,13805,13780,13780,86
2012-03-21,13710,13830,13710,13820,22
2012-03-22,13800,13870,13800,13835,282
2012-03-23,13700,13770,13700,13755,334
2012-03-26,13890,13910,13760,13800,2258
2012-03-27,13925,13995,13900,13995,5104
2012-03-28,13905,13960,13870,13870,1728
2012-03-29,13815,13815,13690,13720,105
2012-03-30,13720,13720,13620,13650,162
2012-04-02,13650,13745,13600,13745,483
2012-04-03,13780,13910,13780,13900,212
2012-04-04,13900,13900,13665,13685,19023
2012-04-05,13610,13850,13600,13850,10
2012-04-06,13850,13865,13830,13850,76
2012-04-09,13790,13790,13555,13555,141
2012-04-10,13550,13550,13410,13450,581
2012-04-12,13385,13385,13150,13200,481
2012-04-13,13430,13480,13430,13480,371
2012-04-16,13440,13440,13405,13440,159
2012-04-17,13425,13425,13350,13350,54
2012-04-18,13500,13500,13475,13475,520
2012-04-19,13545,13610,13490,13610,16835
2012-04-20,13475,13475,13350,13400,2289
2012-04-23,13400,13435,13305,13385,222
2012-04-24,13325,13325,13245,13315,203
2012-04-25,13425,13525,13350,13355,3996
2012-04-26,13540,13540,13320,13350,4311
2012-04-27,13465,13545,13450,13545,108
2012-04-30,13630,13640,13565,13570,126
2012-05-02,13580,13580,13545,13555,1020
2012-05-03,13545,13585,13470,13515,27315
2012-05-04,13425,13485,13385,13485,615
2012-05-07,13275,13275,13165,13195,4037
2012-05-08,13290,13290,13155,13160,593
2012-05-09,13160,13300,13160,13300,187
2012-05-10,13245,13350,13245,13330,243
2012-05-11,13205,13210,12940,12995,202
2012-05-14,12990,12990,12870,12870,1483
2012-05-15,12795,12810,12620,12620,506
2012-05-16,12605,12605,12055,12085,442
2012-05-17,12185,12210,12070,12210,226
2012-05-18,11980,11980,11735,11760,438
