Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-04-17 00:00:00+09:00,11079.141586663489,11079.141586663489,9919.805251856507,10111.4697265625,10129,0.0,0.0,0.0
2009-04-20 00:00:00+09:00,10134.843204022989,10284.434985632184,10046.02308369253,10167.56640625,6224,0.0,0.0,0.0
2009-04-21 00:00:00+09:00,10144.191806074501,10331.181516785553,10050.696950718977,10321.83203125,4326,0.0,0.0,0.0
2009-04-22 00:00:00+09:00,10340.53008643617,10775.281125332447,10335.855344082447,10765.931640625,11691,0.0,0.0,0.0
2009-04-23 00:00:00+09:00,10798.655130276506,10924.873177253763,10714.509765625,10714.509765625,10098,0.0,0.0,0.0
2009-04-24 00:00:00+09:00,10714.508786415989,10789.30465927055,10289.107259555669,10349.87890625,11664,0.0,0.0,0.0
2009-04-27 00:00:00+09:00,10382.605030594781,10424.677720948384,10097.445684864802,10200.2900390625,9818,0.0,0.0,0.0
2009-04-28 00:00:00+09:00,10186.265018503289,10190.939761513158,9629.970600328948,9770.212890625,6173,0.0,0.0,0.0
2009-04-29 00:00:00+09:00,9573.873429502093,10069.396175364995,9573.873429502093,10046.0224609375,3549,0.0,0.0,0.0
2009-04-30 00:00:00+09:00,10046.021688876557,10279.75881518825,10027.322718771622,10134.841796875,6966,0.0,0.0,0.0
2009-05-04 00:00:00+09:00,10284.435296014908,10284.435296014908,10153.542483156536,10190.9404296875,4549,0.0,0.0,0.0
2009-05-06 00:00:00+09:00,10214.314207753037,10317.158561332244,10120.81934086285,10195.615234375,8422,0.0,0.0,0.0
2009-05-07 00:00:00+09:00,10200.288155430711,10321.831460674157,9947.852059925093,9985.25,9577,0.0,0.0,0.0
2009-05-08 00:00:00+09:00,10130.166785327194,10130.166785327194,9905.779150026914,10041.3466796875,3783,0.0,0.0,0.0
2009-05-11 00:00:00+09:00,10190.938707189805,10190.938707189805,10003.949006140452,10134.841796875,4540,0.0,0.0,0.0
2009-05-12 00:00:00+09:00,9910.454233409611,10228.336727688788,9910.454233409611,10214.3125,7835,0.0,0.0,0.0
2009-05-13 00:00:00+09:00,10190.940552317255,10289.11016314233,10176.916322199388,10200.2900390625,0,0.0,0.0,0.0
2009-05-14 00:00:00+09:00,10060.046393952545,10209.63816189236,10046.022165708187,10097.4443359375,2442,0.0,0.0,0.0
2009-05-15 00:00:00+09:00,10251.71203685578,10424.677538617598,10172.241400911162,10261.0615234375,5728,0.0,0.0,0.0
2009-05-22 00:00:00+09:00,10592.965719229715,10882.799732730262,10564.917266310307,10658.412109375,1857,0.0,0.0,0.0
