Date,Open,High,Low,Close,Volume
1985-01-28,8000,8020,8000,8010,11470
1985-01-29,8010,8050,7980,8000,14620
1985-01-30,8010,8050,8010,8030,15430
1985-01-31,8050,8080,8030,8030,5500
1985-02-01,8050,8050,8010,8020,8280
1985-02-02,8170,8170,8030,8100,5020
1985-02-04,8100,8200,8050,8070,10390
1985-02-05,8100,8100,8070,8100,6740
1985-02-06,8100,8150,8100,8120,4270
1985-02-07,8110,8110,8030,8030,8950
1985-02-08,8050,8090,8040,8090,8190
1985-02-09,8000,8060,8000,8050,5260
1985-02-11,8050,8050,8030,8040,11240
1985-02-13,8000,8090,8000,8080,2850
1985-02-14,8080,8080,8040,8080,10170
1985-05-06,7950,7950,7900,7950,4170
1985-05-07,7950,7950,7900,7900,3280
1985-05-08,7910,7950,7900,7950,12060
1985-05-09,7900,7950,7900,7950,12650
1985-05-10,7940,7960,7900,7960,5520
1985-05-11,7970,8090,7970,8000,7010
1985-05-13,8000,8000,7950,7950,2730
1985-05-14,7950,7980,7950,7950,3560
1985-05-15,7950,8000,7950,8000,3850
1985-05-16,8000,8050,7950,7950,6350
1985-05-17,7950,7950,7950,7950,4910
1985-05-18,7950,8040,7950,8040,8130
1985-05-20,7950,8000,7950,8000,5010
1985-05-21,7950,8000,7950,8000,5470
1985-05-22,8000,8040,7950,8010,12870
1985-05-23,8000,8050,7950,8050,12880
1985-05-24,8000,8000,8000,8000,3500
1985-05-25,7990,7990,7950,7970,410
1985-08-10,7840,7840,7820,7840,3310
1985-08-12,7900,7900,7880,7900,1050
1985-08-13,7950,7950,7900,7910,1310
1985-08-14,7950,7970,7940,7970,1630
1985-08-16,8120,8200,8050,8100,11260
1985-08-17,8080,8100,8080,8100,2470
1985-08-19,8100,8190,8100,8130,3070
1985-08-20,8200,8230,8010,8120,4890
1985-08-21,8120,8200,8100,8200,13740
1985-08-22,8100,8110,8010,8050,3210
1985-08-23,8050,8090,8030,8070,5120
1985-08-24,8050,8070,8050,8050,1560
1985-08-26,8050,8090,8050,8090,3250
1985-08-27,8110,8350,8110,8150,11390
1985-08-28,8200,8200,8150,8150,4760
1985-08-29,8170,8190,8100,8100,8880
1985-08-30,8100,8140,8100,8140,5130
1985-08-31,8140,8150,8140,8140,2350
1985-09-02,8140,8140,8100,8100,2650
1985-11-22,12300,12690,12230,12670,77960
1985-11-23,12670,12670,12170,12320,38400
1985-11-25,12440,12530,12200,12230,30070
1985-11-26,12310,12320,12080,12300,70630
1985-11-27,12500,12700,12450,12700,118630
1985-11-28,12720,12800,12510,12720,98560
1985-11-29,12790,12800,12550,12800,178450
1985-11-30,12850,12970,12820,12950,107730
1985-12-02,12890,12900,12660,12890,168090
1985-12-03,12800,12800,12500,12510,169050
1985-12-04,12550,12600,12300,12350,69690
1985-12-05,12360,12770,12280,12770,363580
1985-12-06,12770,12800,12350,12400,107840
1985-12-07,12180,12200,11990,12000,28690
