,Day,Cash,Portfolio,Total,Open,Close,High,Low,Buy sign,Target price,Tag,MDD
0,2011-04-08,10000.0,0.0,10000.0,8890.0,8795.0,8890.0,8760.0,0,0,0,0.0
1,2011-04-11,10000.0,0.0,10000.0,8780.0,8685.0,8780.0,8665.0,0,0,0,0.0
2,2011-04-12,10000.0,0.0,10000.0,8680.0,8590.0,8745.0,8570.0,0,0,0,0.0
3,2011-04-13,10000.0,0.0,10000.0,8595.0,8620.0,8620.0,8530.0,0,0,0,0.0
4,2011-04-14,10000.0,0.0,10000.0,8540.0,8565.0,8565.0,8450.0,0,0,0,0.0
5,2011-04-15,10000.0,0.0,10000.0,8610.0,8555.0,8655.0,8540.0,0,0,0,0.0
6,2011-04-18,10000.0,0.0,10000.0,8555.0,8355.0,8555.0,8295.0,0,0,0,0.0
7,2011-04-19,10000.0,0.0,10000.0,8255.0,8295.0,8315.0,8250.0,0,0,0,0.0
8,2011-04-20,-0.3600000000005821,9999.9982842221,9999.6382842221,8360.0,8520.0,8520.0,8360.0,1,0,0,0.0
9,2011-04-21,10125.551795741987,0.0,10125.551795741987,8540.0,8515.0,8540.0,8360.0,0,0,0,-3.617157779008267e-05
10,2011-04-22,-0.36820425801306556,10125.55072017592,10125.182515917906,8400.0,8530.0,8535.0,8350.0,1,0,0,0.0
11,2011-04-25,10171.129035099517,0.0,10171.129035099517,8565.0,8440.0,8565.0,8430.0,0,0,0,-3.647009383095222e-05
12,2011-04-26,10171.129035099517,0.0,10171.129035099517,8470.0,8390.0,8470.0,8310.0,0,0,0,0.0
13,2011-04-27,-0.3609649004829407,10171.120186915887,10170.759222015404,8490.0,8630.0,8695.0,8490.0,1,0,0,0.0
14,2011-04-28,10191.671700744293,0.0,10191.671700744293,8620.0,8565.0,8660.0,8565.0,0,0,0,-3.635909866415626e-05
15,2011-04-29,-0.36829925570782507,10191.670549752613,10191.302250496905,8615.0,8890.0,8920.0,8615.0,1,0,0,0.0
16,2011-05-02,10570.691197544395,0.0,10570.691197544395,9005.0,8930.0,9005.0,8885.0,0,0,0,-3.625021078349469e-05
