Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+09:00,4325.927174969313,4405.23583984375,4080.7913017210517,4405.23583984375,74195000,0.0,0.0
2000-01-05 00:00:00+09:00,4181.728874397962,4369.185686008905,3979.852308047715,4023.111572265625,74680000,0.0,0.0
2000-01-06 00:00:00+09:00,4145.679080189335,4167.308710172932,4023.1111769489544,4051.95068359375,54390000,0.0,0.0
2000-01-07 00:00:00+09:00,4008.6912370261734,4087.9998766076264,3864.4937105144404,3994.271484375,40305000,0.0,0.0
2000-01-10 00:00:00+09:00,4037.531209380416,4160.09912109375,4023.1114550612,4160.09912109375,46880000,0.0,0.0
2000-01-11 00:00:00+09:00,4196.14850689179,4398.025067360811,4160.09912109375,4160.09912109375,59745000,0.0,0.0
2000-01-12 00:00:00+09:00,4044.7421123798076,4138.470539226399,4037.5322333916083,4124.05078125,29220000,0.0,0.0
2000-01-13 00:00:00+09:00,4037.532153021016,4138.470456846541,4008.6926376422944,4116.8408203125,41190000,0.0,0.0
2000-01-14 00:00:00+09:00,4124.049749410377,4239.407784358919,4095.2102406732415,4203.3583984375,49375000,0.0,0.0
2000-01-17 00:00:00+09:00,4325.926613729508,4455.704412141394,4268.247592213114,4398.025390625,63505000,0.0,0.0
2000-01-18 00:00:00+09:00,4441.284656762295,4441.284656762295,4311.50685835041,4398.025390625,45260000,0.0,0.0
2000-01-19 00:00:00+09:00,4325.926423552853,4354.765933043204,4297.0869140625,4297.0869140625,40205000,0.0,0.0
2000-01-20 00:00:00+09:00,4224.987367743688,4354.76513671875,4196.147863527008,4354.76513671875,37315000,0.0,0.0
2000-01-21 00:00:00+09:00,4289.876854306175,4311.506485504357,4239.40771484375,4239.40771484375,32535000,0.0,0.0
2000-01-24 00:00:00+09:00,4181.728652686404,4253.827422560307,4109.6298828125,4109.6298828125,34355000,0.0,0.0
2000-01-25 00:00:00+09:00,3979.852607278263,4066.3711422190945,3922.173583984375,3922.173583984375,44250000,0.0,0.0
2000-01-26 00:00:00+09:00,3965.431714580007,3979.8514662693888,3900.5428319777884,3951.011962890625,29285000,0.0,0.0
2000-01-27 00:00:00+09:00,3951.012058423913,4051.9503226902175,3914.9626783288045,3979.8515625,27900000,0.0,0.0
2000-01-28 00:00:00+09:00,4066.370650773196,4239.407699742268,3994.2718803694156,4196.1484375,38315000,0.0,0.0
2000-01-31 00:00:00+09:00,4066.3708364835347,4131.259732810399,4008.6918175263213,4023.111572265625,39630000,0.0,0.0
2000-02-01 00:00:00+09:00,4037.5313527960525,4095.2103721217104,3792.395520662006,3835.65478515625,71470000,0.0,0.0
2000-02-02 00:00:00+09:00,3763.555186941964,3871.7033244977674,3684.2465527343747,3785.184814453125,64105000,0.0,0.0
2000-02-03 00:00:00+09:00,3785.1845189144733,3936.5918996710525,3583.308011239035,3698.666015625,142765000,0.0,0.0
2000-02-04 00:00:00+09:00,3698.666015625,3698.666015625,3698.666015625,3698.666015625,0,0.0,0.0
2000-02-07 00:00:00+09:00,3705.876336250596,3842.863982921338,3633.7775748449426,3777.97509765625,64140000,0.0,0.0
2000-02-08 00:00:00+09:00,3850.0737628409875,3951.0120262862565,3828.4441349598583,3914.962646484375,58460000,0.0,0.0
2000-02-09 00:00:00+09:00,4008.692717438811,4124.05078125,3951.013685533217,4124.05078125,51050000,0.0,0.0
2000-02-10 00:00:00+09:00,4080.7903900146484,4239.407684326172,4037.5311279296875,4152.88916015625,61845000,0.0,0.0
2000-02-11 00:00:00+09:00,4297.08668448465,4297.08668448465,4095.2101288377194,4109.6298828125,34660000,0.0,0.0
2000-02-14 00:00:00+09:00,4037.5311120469332,4080.790373961722,3850.0743104161825,3878.913818359375,44140000,0.0,0.0
2000-02-15 00:00:00+09:00,3878.9135178786055,3907.7530235877402,3705.876483623798,3749.1357421875,38315000,0.0,0.0
2000-02-16 00:00:00+09:00,3734.7160087890625,3749.13576171875,3446.3209501953124,3604.938232421875,73115000,0.0,0.0
2000-02-17 00:00:00+09:00,3561.6786811408097,3677.0366951048845,3540.0490535225454,3662.616943359375,65185000,0.0,0.0
2000-02-18 00:00:00+09:00,3871.703508254717,4059.160288915094,3720.296108490566,3821.234375,108750000,0.0,0.0
2000-02-21 00:00:00+09:00,3749.1366185897436,3792.3958872657795,3626.56869067431,3655.408203125,26485000,0.0,0.0
2000-02-22 00:00:00+09:00,3604.938268661499,3777.975305557251,3604.938268661499,3691.456787109375,24180000,0.0,0.0
2000-02-23 00:00:00+09:00,3763.5534924458902,3792.39298280946,3677.03502135518,3705.87451171875,27720000,0.0,0.0
2000-02-24 00:00:00+09:00,3691.457593688363,3777.976131040434,3648.1983250123276,3655.408203125,26075000,0.0,0.0
2000-02-25 00:00:00+09:00,3662.617280960083,3713.086416721344,3590.518515586853,3691.456787109375,27875000,0.0,0.0
2000-02-28 00:00:00+09:00,3604.937744140625,3640.9871215820312,3460.740234375,3460.740234375,30140000,0.0,0.0
2000-02-29 00:00:00+09:00,3532.839503288269,3705.876540184021,3489.580244064331,3691.456787109375,51820000,0.0,0.0
2000-03-01 00:00:00+09:00,3691.456787109375,3691.456787109375,3691.456787109375,3691.456787109375,0,0.0,0.0
2000-03-02 00:00:00+09:00,4239.40771484375,4239.40771484375,3979.852140465561,4239.40771484375,117750000,0.0,0.0
2000-03-03 00:00:00+09:00,4470.123307291667,4506.172688802083,4239.407265625,4325.92578125,140990000,0.0,0.0
2000-03-06 00:00:00+09:00,4325.926176030585,4361.97556083084,4037.531097628546,4066.37060546875,39150000,0.0,0.0
2000-03-07 00:00:00+09:00,4037.530930271352,4066.3704369161474,3951.012410336966,4051.95068359375,30070000,0.0,0.0
2000-03-08 00:00:00+09:00,3979.851542704814,4325.925589896537,3965.431790738492,4268.24658203125,32460000,0.0,0.0
2000-03-09 00:00:00+09:00,4304.296366735709,4311.506243396908,4051.9506835937495,4051.95068359375,55890000,0.0,0.0
2000-03-10 00:00:00+09:00,4174.518392514666,4181.728268840253,3979.8517317238266,3994.271484375,28605000,0.0,0.0
2000-03-13 00:00:00+09:00,3951.011845062138,3958.2217206918135,3720.295824912524,3734.715576171875,32215000,0.0,0.0
2000-03-14 00:00:00+09:00,3727.5064390332595,3878.913857253179,3720.296561975168,3756.345947265625,30060000,0.0,0.0
2000-03-15 00:00:00+09:00,3749.136664496528,3893.334228515625,3691.457638888889,3893.334228515625,46105000,0.0,0.0
2000-03-16 00:00:00+09:00,3951.013254123264,3979.8527669270834,3864.4947157118054,3893.334228515625,28795000,0.0,0.0
2000-03-17 00:00:00+09:00,3994.2712179587706,4008.6909696481525,3893.332956133098,3951.011962890625,24080000,0.0,0.0
2000-03-20 00:00:00+09:00,4037.531022250442,4116.839667330361,3987.0618844723117,4080.790283203125,26365000,0.0,0.0
2000-03-21 00:00:00+09:00,4109.629927654655,4282.666977240115,4044.741034060108,4239.40771484375,44925000,0.0,0.0
2000-03-22 00:00:00+09:00,4297.085556325605,4542.221309538811,4239.406555569557,4470.12255859375,86975000,0.0,0.0
2000-03-23 00:00:00+09:00,4671.99906123992,4744.09781218498,4470.12255859375,4470.12255859375,64950000,0.0,0.0
2000-03-24 00:00:00+09:00,4556.642670036765,5133.432881433823,4455.704383042279,4902.716796875,90260000,0.0,0.0
2000-03-27 00:00:00+09:00,5018.074839154411,5075.753860294118,4830.618020450367,4902.716796875,67730000,0.0,0.0
2000-03-28 00:00:00+09:00,4974.816495154694,5234.372138380156,4917.137463326813,5068.544921875,74425000,0.0,0.0
2000-03-29 00:00:00+09:00,5068.543386912533,5537.185378590078,5032.4940029373365,5522.765625,78090000,0.0,0.0
2000-03-30 00:00:00+09:00,5421.827083333334,5450.666589095745,5082.962890625,5082.962890625,74645000,0.0,0.0
2000-03-31 00:00:00+09:00,4902.715455923508,5097.382099026352,4794.567320866371,4830.61669921875,63855000,0.0,0.0
2000-04-03 00:00:00+09:00,4989.235384573063,5277.630493507922,4945.976118232834,5119.01318359375,56805000,0.0,0.0
2000-04-04 00:00:00+09:00,5046.914349724265,5256.000801355698,4801.778509880514,4902.716796875,58340000,0.0,0.0
2000-04-05 00:00:00+09:00,4902.716796875,4902.716796875,4902.716796875,4902.716796875,0,0.0,0.0
2000-04-06 00:00:00+09:00,4945.974033378555,5018.072780220808,4816.1962890625,4816.1962890625,47235000,0.0,0.0
2000-04-07 00:00:00+09:00,4945.974119737413,5234.369112141927,4888.29512125651,5191.10986328125,42355000,0.0,0.0
2000-04-10 00:00:00+09:00,5407.4084974315065,5407.4084974315065,5191.112157534247,5263.2109375,35885000,0.0,0.0
2000-04-11 00:00:00+09:00,5191.111960827465,5191.111960827465,5010.865017743177,5119.01318359375,29075000,0.0,0.0
2000-04-12 00:00:00+09:00,5018.074286586469,5068.543424526275,4945.975518101031,4982.02490234375,35250000,0.0,0.0
2000-04-13 00:00:00+09:00,4982.02490234375,4982.02490234375,4982.02490234375,4982.02490234375,0,0.0,0.0
2000-04-14 00:00:00+09:00,4758.517075803714,4816.19607066194,4513.38134765625,4513.38134765625,62365000,0.0,0.0
2000-04-17 00:00:00+09:00,3907.7528023097825,4145.6787109375,3850.073794157609,3979.8515625,78050000,0.0,0.0
2000-04-18 00:00:00+09:00,4470.123153585471,4498.9626578021525,4224.987367743688,4354.76513671875,73730000,0.0,0.0
2000-04-19 00:00:00+09:00,4542.2220703125,4657.580091145834,4224.987513020834,4325.92578125,60615000,0.0,0.0
2000-04-20 00:00:00+09:00,4297.087410454734,4441.284974563953,4268.24789763289,4340.3466796875,37335000,0.0,0.0
2000-04-21 00:00:00+09:00,4369.184484762397,4455.702989411157,4304.295606275827,4361.974609375,26425000,0.0,0.0
2000-04-24 00:00:00+09:00,4304.295415207435,4347.55466561153,4152.888038793103,4181.7275390625,27830000,0.0,0.0
