Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-23 00:00:00+09:00,7274.681426338528,7349.5751953125,7214.766411159349,7349.5751953125,116699,0.0,0.0,0.0
2024-01-24 00:00:00+09:00,7369.546875,7369.546875,7289.66018800813,7369.546875,75918,0.0,0.0,0.0
2024-01-25 00:00:00+09:00,7339.589078608247,7339.589078608247,7204.780299613402,7264.6953125,53409,0.0,0.0,0.0
2024-01-26 00:00:00+09:00,7264.695334164356,7379.532442539463,7209.773238854523,7314.62451171875,89073,0.0,0.0,0.0
2024-01-29 00:00:00+09:00,7294.652792440878,7339.5890519425675,7169.829849380631,7204.7802734375,105347,0.0,0.0,0.0
2024-01-30 00:00:00+09:00,7194.79467569987,7209.773429361979,7139.872578938802,7189.8017578125,61271,0.0,0.0,0.0
2024-01-31 00:00:00+09:00,7149.858102488467,7179.81560850448,7020.042243085743,7035.02099609375,64845,0.0,0.0,0.0
2024-02-01 00:00:00+09:00,7020.04221588113,7049.999721781049,6895.219274631465,6975.10595703125,122591,0.0,0.0,0.0
2024-02-02 00:00:00+09:00,7015.049382758058,7169.8298317726485,6980.098958787021,7164.8369140625,78983,0.0,0.0,0.0
2024-02-05 00:00:00+09:00,7129.886685552408,7129.886685552408,7015.049575070821,7050.0,85052,0.0,0.0,0.0
2024-02-06 00:00:00+09:00,7049.999979103513,7079.9574860968705,6940.155786794535,7000.07080078125,71026,0.0,0.0,0.0
2024-02-07 00:00:00+09:00,7000.070563417482,7069.971410698398,6955.134304451179,7015.04931640625,95526,0.0,0.0,0.0
2024-02-08 00:00:00+09:00,7059.985856325817,7154.851295696531,7050.000020602584,7099.92919921875,54835,0.0,0.0,0.0
2024-02-13 00:00:00+09:00,7129.886485683443,7209.773168996424,7109.9148148551985,7154.85107421875,92182,0.0,0.0,0.0
2024-02-14 00:00:00+09:00,7089.943439640411,7304.63890999572,7040.014260488014,7289.66015625,76491,0.0,0.0,0.0
2024-02-15 00:00:00+09:00,7354.56787109375,7419.475802067422,7319.617446723311,7354.56787109375,98302,0.0,0.0,0.0
2024-02-16 00:00:00+09:00,7329.603251906272,7389.518264864633,7284.6669921875,7284.6669921875,55923,0.0,0.0,0.0
2024-02-19 00:00:00+09:00,7239.730973106352,7349.575167181069,7219.7593014564045,7279.67431640625,74201,0.0,0.0,0.0
2024-02-20 00:00:00+09:00,7259.70238601611,7279.674056954256,7204.780290936208,7244.7236328125,63512,0.0,0.0,0.0
2024-02-21 00:00:00+09:00,7189.801801898085,7329.603503601658,7189.801801898085,7299.64599609375,75104,0.0,0.0,0.0
