Date,Open,High,Low,Close,Volume
2023-01-06,9075,9270,9065,9190,350140.0
2023-01-09,9265,9465,9255,9465,302920.0
2023-01-10,9525,9540,9345,9405,110440.0
2023-01-11,9435,9700,9435,9690,339540.0
2023-01-12,9810,10005,9750,9940,387770.0
2023-01-13,10000,10195,9940,10195,383390.0
2023-01-16,10290,10290,9955,10045,413790.0
2023-01-17,10070,10255,10045,10085,309640.0
2023-01-18,10130,10130,9820,9850,320140.0
2023-01-19,9805,9880,9700,9760,157430.0
2023-01-20,9760,9855,9665,9830,107740.0
2023-01-25,9975,9975,9780,9810,332480.0
2023-01-26,9800,10170,9800,10165,302840.0
2023-01-27,10165,10260,10120,10165,347440.0
2023-01-30,10190,10435,9940,9995,229450.0
2023-01-31,9990,10220,9960,10175,533020.0
2023-02-01,10250,10295,10170,10260,175700.0
2023-02-02,10370,10390,10195,10285,392050.0
2023-02-03,10285,10385,10185,10325,73830.0
2023-02-06,10220,10355,10055,10260,117490.0
2023-02-07,10255,10320,10115,10150,111040.0
2023-02-08,10180,10335,10165,10240,86930.0
2023-02-09,10270,10360,10225,10265,222320.0
2023-02-10,10270,10530,10200,10430,324610.0
2023-02-13,10470,10525,10335,10395,112030.0
2023-02-14,10420,10490,10345,10435,78350.0
2023-02-15,10480,10480,10055,10085,151100.0
2023-02-16,10140,10235,10070,10160,65310.0
2023-02-17,10030,10180,9965,10170,46680.0
2023-02-20,10230,10265,10035,10140,53120.0
2023-02-21,10190,10270,10130,10185,64599.99999999999
2023-02-22,10130,10300,10055,10090,82540.0
2023-02-23,10170,10280,10090,10235,66650.0
2023-02-24,10250,10330,10190,10275,68380.0
2023-02-27,10395,10395,9995,10100,80430.0
2023-02-28,10110,10195,10050,10060,104310.0
2023-03-02,10095,10215,10095,10150,55660.0
2023-03-03,10155,10270,10155,10250,69940.0
2023-03-06,10290,10405,10280,10360,83750.0
2023-03-07,10380,10425,10305,10355,66480.0
2023-03-08,10295,10295,10155,10220,74440.0
2023-03-09,10290,10355,10205,10255,82370.0
2023-03-10,10185,10200,10010,10040,74230.0
2023-03-13,9895,10050,9760,10040,100250.0
2023-03-14,10040,10080,9840,9845,150640.0
2023-03-15,9990,10180,9945,10130,60160.0
2023-03-16,10080,10120,9850,9975,55780.0
2023-03-17,10045,10170,9965,10000,57750.0
2023-03-20,10000,10265,10000,10110,58350.0
2023-03-21,10200,10280,10190,10215,71300.0
2023-03-22,10320,10320,9795,9870,162560.0
2023-03-23,9870,9980,9845,9910,55560.0
2023-03-24,9930,10000,9840,9910,58490.0
2023-03-27,9910,9975,9820,9940,81370.0
2023-03-28,9960,10315,9960,10260,152220.0
2023-03-29,10275,10280,10150,10250,49370.0
2023-03-30,10255,10435,10210,10400,104280.0
2023-03-31,10450,10630,10445,10570,84080.0
2023-04-03,10600,10865,10600,10765,128930.0
2023-04-04,10890,11090,10875,10980,184970.0
2023-04-05,11000,11330,11000,11285,175100.0
2023-04-06,11355,11375,11120,11155,169810.0
2023-04-07,11170,11170,10935,11065,140210.0
2023-04-10,11065,11330,10945,11285,162060.0
2023-04-11,11385,11425,10980,11165,176600.0
2023-04-12,11220,11435,11200,11330,89010.0
2023-04-13,11380,11380,11195,11335,65080.0
2023-04-14,11380,11425,11185,11250,58340.0
2023-04-17,11300,11560,11300,11560,116060.0
2023-04-18,11640,11650,11465,11595,107660.0
2023-04-19,11670,11825,11625,11785,110320.0
2023-04-20,11885,12540,11850,12175,725580.0
2023-04-21,12230,12235,11785,12105,344620.0
2023-04-24,12255,12720,12225,12325,557160.0
2023-04-25,12560,12855,12325,12650,662240.0
2023-04-26,12575,12575,11850,12090,455420.0
2023-04-27,12005,12475,11770,12340,376180.0
2023-04-28,12375,12405,11605,11700,350670.0
2023-05-02,11690,12040,11600,11995,234480.0
2023-05-03,11970,12270,11935,11960,229760.0
2023-05-04,11985,12100,11735,11800,150040.0
2023-05-08,11975,12100,11860,11880,159000.0
2023-05-09,11910,11910,11465,11540,250900.0
2023-05-10,11630,11770,11490,11535,118680.0
2023-05-11,11615,11895,11605,11830,176480.0
2023-05-12,11855,11860,11470,11580,268300.0
2023-05-15,11525,11645,11440,11510,113060.0
2023-05-16,11520,11565,11430,11515,75130.0
2023-05-17,11515,11570,11355,11445,107490.0
2023-05-18,11575,11645,11530,11570,69420.0
2023-05-19,11695,11785,11580,11765,151510.0
2023-05-22,11875,12105,11865,12040,216200.0
2023-05-23,12135,12135,11870,11970,193370.0
2023-05-24,12030,12030,11825,11915,148050.0
2023-05-25,11850,11875,11725,11805,102030.0
2023-05-26,11850,11920,11550,11600,136990.0
2023-05-30,11760,11760,11520,11590,127230.0
2023-05-31,11660,11700,11575,11625,113410.0
2023-06-01,11680,11855,11630,11685,94280.0
2023-06-02,11745,11985,11700,11965,156820.0
2023-06-05,12055,12100,11850,11890,111720.0
2023-06-07,11880,12010,11865,11865,148320.0
2023-06-08,11900,11965,11850,11900,92710.0
2023-06-09,12000,12000,11800,11885,94980.0
2023-06-12,11855,12080,11855,11960,130180.0
2023-06-13,11960,12025,11750,11870,115790.0
2023-06-14,11900,12080,11875,11970,160270.0
2023-06-15,12015,12035,11800,11920,153750.0
2023-06-16,12030,12310,11990,12295,260100.00000000003
2023-06-19,12370,13420,12315,13390,556490.0
2023-06-20,13415,13560,13240,13525,439550.0
2023-06-21,13500,13620,13165,13200,303820.0
2023-06-22,13180,13415,13100,13210,210180.0
2023-06-23,13210,13210,12880,12930,194460.0
2023-06-26,12915,12915,12685,12840,139990.0
2023-06-27,12750,12925,12650,12700,133590.0
2023-06-28,12715,12800,12500,12505,121790.0
2023-06-29,12585,12775,12455,12535,182820.0
2023-06-30,12605,12860,12545,12740,196840.0
2023-07-03,12810,12810,12545,12750,170370.0
2023-07-04,12770,12960,12625,12960,183890.0
2023-07-05,12960,13180,12820,13100,285100.0
2023-07-06,13130,13150,12830,12835,229530.0
2023-07-07,12845,12915,12705,12865,378560.0
2023-07-10,13060,13085,12760,12815,179380.0
2023-07-11,12885,13445,12790,13390,322420.0
2023-07-12,13465,13470,13210,13385,254510.0
2023-07-13,13445,13510,13260,13490,209640.0
2023-07-14,13565,13565,13110,13120,319380.0
2023-07-17,13070,13070,12535,12610,412610.0
2023-07-18,12600,12610,12400,12445,215660.0
2023-07-19,12445,12570,12310,12385,344990.0
2023-07-20,12360,12485,12285,12420,161850.0
2023-07-21,12410,12410,12190,12320,138230.0
2023-07-24,12320,12390,12135,12225,272420.0
2023-07-25,12225,12615,12210,12555,272700.0
2023-07-26,12655,12670,11820,11935,355730.0
2023-07-27,12380,12995,11760,11760,715480.0
2023-07-28,11850,11850,11495,11550,359950.0
2023-07-31,11645,11990,11600,11900,278940.0
2023-08-01,11910,11960,11750,11885,301170.0
2023-08-02,11905,12180,11705,11800,458780.0
2023-08-03,11790,11800,11550,11605,210900.0
2023-08-04,11610,11745,11585,11605,191400.0
2023-08-07,11700,11780,11470,11650,195310.0
2023-08-08,11650,11650,11440,11445,213500.0
2023-08-09,11445,11490,11310,11485,143150.0
2023-08-10,11480,11485,11190,11190,152500.0
2023-08-11,11190,11530,11190,11505,325270.0
2023-08-14,11505,11505,11120,11200,169870.0
2023-08-16,11120,11130,10865,10880,121650.0
2023-08-17,10805,10900,10610,10805,152940.0
2023-08-18,10710,10885,10690,10750,100480.0
2023-08-21,10750,10975,10750,10895,92140.0
2023-08-22,10905,10970,10640,10885,120180.0
2023-08-23,10860,11070,10860,11045,138090.0
2023-08-24,11060,11135,10845,10995,133910.0
2023-08-25,10945,11030,10865,10930,71750.0
2023-08-28,11000,11150,10960,11150,79890.0
2023-08-29,11160,11360,11095,11335,160910.0
2023-08-30,11480,11480,11290,11350,142080.0
2023-08-31,11400,11440,11310,11400,118760.0
2023-09-01,11445,11600,11370,11370,159320.0
2023-09-04,11470,11510,11375,11405,109410.0
2023-09-05,11470,11470,11305,11365,99290.0
2023-09-06,11365,11715,11340,11610,234880.0
2023-09-07,11620,11650,11230,11255,177990.0
2023-09-08,11325,11540,11270,11410,168790.0
2023-09-11,11480,11695,11420,11600,247990.0
2023-09-12,11625,11715,11300,11315,235460.0
2023-09-13,11295,11335,11130,11130,108320.0
2023-09-14,11125,11240,11125,11215,92840.0
2023-09-15,11300,11440,11265,11270,93020.0
2023-09-18,11325,11365,11230,11245,65840.0
2023-09-19,11215,11280,11075,11080,61640.0
2023-09-20,11025,11135,10985,11075,104030.0
2023-09-21,11000,11205,11000,11000,134130.0
2023-09-22,10955,10955,10715,10835,96660.0
2023-09-25,10840,10915,10655,10655,59740.0
2023-09-26,10700,10800,10600,10605,76340.0
2023-09-27,10465,10720,10430,10720,84200.0
2023-10-04,10700,10700,10310,10345,86780.0
2023-10-05,10420,10495,10290,10290,56040.0
2023-10-06,10340,10380,10275,10370,33430.0
2023-10-10,10995,11120,10675,10785,418190.0
2023-10-11,10775,10920,10500,10880,184620.0
2023-10-12,10965,11035,10790,10935,106500.0
2023-10-13,10845,10945,10710,10925,144010.0
2023-10-16,11000,11160,10675,10700,176250.0
2023-10-17,10695,10865,10625,10690,153640.0
2023-10-18,10770,10830,10610,10690,77730.0
2023-10-19,10640,10640,10345,10345,124940.0
2023-10-20,10300,10390,10135,10165,191630.0
2023-10-23,10055,10565,10055,10515,301760.0
2023-10-24,10605,10605,10115,10360,150410.0
2023-10-25,10425,10620,10325,10495,142570.0
2023-10-26,10385,10480,10195,10220,136670.0
2023-10-27,10185,10185,10000,10020,95850.0
2023-10-30,10045,10485,10030,10445,221910.0
2023-10-31,10450,10540,9940,10015,178670.0
2023-11-01,10100,10535,10100,10460,236010.0
2023-11-02,10565,10715,10510,10620,159020.0
2023-11-03,10720,10915,10710,10900,107520.0
2023-11-06,11165,11165,10900,11075,213900.0
2023-11-07,11075,11240,11045,11165,223600.0
