Date,Open,High,Low,Close,Volume
2013-04-04,10145,10150,9900,10005,43990.0
2013-04-05,10000,10000,9665,9800,17600.0
2013-04-08,9800,9895,9800,9865,3810.0
2013-04-09,9850,9965,9715,9870,10270.0
2013-04-10,9915,10000,9875,10000,3330.0
2013-04-11,10020,10020,9850,9935,5310.0
2013-04-12,9935,9995,9645,9670,12640.0
2013-04-15,9705,9705,9525,9680,4250.0
2013-04-16,9580,9580,9390,9550,81890.0
2013-04-17,9550,9555,9345,9540,6200.0
2013-04-18,9500,9550,9430,9475,4170.0
2013-04-19,9380,9575,9375,9555,11760.0
2013-04-22,9570,9675,9545,9645,7060.0
2013-04-23,9680,9680,9500,9540,3000.0
2013-04-24,9580,9740,9580,9735,6680.0
2013-04-25,9735,9910,9735,9875,8020.0
2013-04-26,9920,9920,9810,9810,3580.0
2013-04-29,9785,9785,9490,9570,6130.0
2013-04-30,9570,9725,9570,9725,3450.0
2013-05-02,9725,9725,9570,9575,10490.0
2013-05-03,9620,9620,9545,9600,4770.0
2013-05-06,9645,9970,9645,9820,14640.0
2013-05-07,9820,9880,9770,9770,16040.0
2013-05-08,9885,9885,9770,9775,5190.0
2013-05-09,9995,10050,9840,10020,16219.999999999998
2013-05-10,10000,10010,9860,9860,4730.0
2013-05-13,10055,10055,9825,9835,6500.0
2013-05-14,9840,9980,9840,9950,8180.0
2013-05-15,9995,10000,9935,9975,1770.0
2013-05-16,10015,10090,10000,10030,14320.0
2013-05-20,10050,10140,10050,10125,7100.0
2013-05-21,10100,10190,10085,10145,4260.0
2013-05-22,10100,10195,10025,10030,13210.0
2013-05-23,10010,10015,9800,9800,11480.0
2013-05-24,9805,9870,9615,9670,9930.0
2013-05-27,9650,9650,9575,9650,8740.0
2013-05-28,9655,9725,9630,9700,4170.0
2013-05-29,9735,9780,9665,9685,10470.0
2013-05-30,9635,9705,9615,9695,7960.0
2013-05-31,9735,9935,9735,9835,16500.0
2013-06-03,9835,9900,9760,9890,18930.0
2013-06-04,9935,9940,9800,9890,5120.0
2013-06-05,9930,9930,9745,9745,5730.0
2013-06-07,9820,9820,9650,9660,18170.0
2013-06-10,9670,9740,9635,9680,3270.0
2013-06-11,9680,9680,9460,9475,17440.0
2013-06-12,9450,9500,9440,9440,8590.0
2013-06-13,9440,9485,9325,9375,4500.0
2013-06-14,9400,9450,9330,9355,275000.0
2013-06-17,9395,9410,9300,9355,2790.0
2013-06-18,9350,9350,9145,9270,4390.0
2013-06-19,9270,9270,9020,9060,12370.0
2013-06-20,9000,9000,8735,8760,19200.0
2013-06-21,8620,8620,8450,8610,20160.0
2013-06-24,8555,8630,8520,8550,14070.0
2013-06-25,8330,8710,8330,8565,8630.0
2013-06-26,8615,8635,8500,8590,25580.0
2013-06-27,8635,8830,8635,8830,6240.0
2013-06-28,8870,9005,8870,8965,5530.0
2013-07-01,9000,9105,8930,9045,29320.0
2013-07-02,9085,9085,8950,8970,6170.0
2013-07-03,8995,9045,8895,8895,3510.0
2013-07-04,8860,9020,8860,9020,13670.0
2013-07-05,9070,9185,9030,9070,15320.0
2013-07-08,9105,9145,9000,9020,1700.0
2013-07-09,9020,9035,8915,9035,1230.0
2013-07-10,9040,9075,8980,8980,1990.0
2013-07-11,9050,9330,9050,9330,11820.0
2013-07-12,9390,9395,9315,9315,4880.0
2013-07-15,9350,9460,9280,9460,8740.0
2013-07-16,9500,9500,9445,9475,3080.0
2013-07-17,9495,9520,9320,9480,7790.0
2013-07-18,9480,9510,9430,9430,4250.0
2013-07-19,9500,9565,9430,9555,4860.0
2013-07-22,9550,9665,9550,9650,3340.0
2013-07-23,9650,9700,9645,9680,4560.0
2013-07-24,9685,9725,9645,9715,6500.0
2013-07-25,9750,9790,9715,9760,5220.0
2013-07-26,9800,9920,9745,9915,18690.0
2013-07-29,9930,9930,9815,9825,5290.0
2013-07-30,9790,9925,9780,9925,3870.0
2013-07-31,9900,9965,9860,9910,6280.0
2013-08-01,9940,9940,9770,9875,9790.0
2013-08-02,9940,10045,9940,9980,7910.0
2013-08-05,9915,10015,9915,9970,2180.0
2013-08-06,9970,9970,9770,9825,4059.9999999999995
2013-08-07,9675,9770,9675,9770,5590.0
2013-08-08,9635,9845,9635,9785,5630.0
2013-08-09,9810,9810,9660,9730,1610.0
2013-08-12,9805,9840,9765,9835,8750.0
2013-08-13,9850,9930,9850,9915,11470.0
2013-08-14,9960,10125,9945,10125,14430.0
2013-08-16,10090,10150,10025,10045,12390.0
2013-08-19,10045,10135,10045,10135,4770.0
2013-08-20,10155,10155,9795,9875,8970.0
2013-08-21,9875,9875,9585,9720,42150.0
2013-08-22,9565,9640,9470,9620,2910.0
2013-08-23,9620,9695,9600,9650,3640.0
2013-08-26,9695,9850,9695,9820,8080.0
2013-08-27,9785,9820,9715,9735,10510.0
2013-08-28,9635,9820,9630,9820,140930.0
2013-08-29,9865,9915,9810,9810,73390.0
2013-08-30,9860,9865,9770,9860,6560.0
2013-09-02,9905,9905,9825,9870,1120.0
2013-09-03,9915,9990,9895,9970,6800.0
2013-09-04,10010,10010,9915,9980,27660.0
2013-09-05,10010,10115,9950,10090,10040.0
2013-09-06,10130,10145,10070,10110,7680.0
2013-09-09,10120,10390,10120,10350,12790.0
2013-09-10,10350,10430,10270,10355,9950.0
2013-09-11,10440,10450,10340,10450,36360.0
2013-09-12,10315,10550,10315,10485,20900.0
2013-09-13,10470,10500,10340,10340,7660.0
2013-09-16,10400,10500,10400,10465,8760.0
2013-09-17,10425,10520,10425,10510,7780.0
2013-09-23,10515,10700,10490,10665,26450.0
2013-09-24,10665,10685,10475,10535,80490.0
2013-09-25,10495,10560,10490,10505,49980.0
2013-09-26,10495,10635,10495,10570,4450.0
2013-09-27,10570,10600,10535,10595,3330.0
2013-09-30,10590,10590,10420,10470,6300.0
2013-10-01,10385,10525,10360,10360,6660.0
2013-10-02,10400,10450,10325,10410,2070.0
2013-10-04,10400,10400,10150,10280,2960.0
2013-10-07,10280,10280,10200,10245,1730.0
2013-10-08,10300,10400,10175,10395,6490.0
2013-10-10,10355,10430,10355,10380,2080.0
2013-10-11,10395,10580,10395,10575,12540.0
2013-10-14,10605,10700,10605,10670,4350.0
2013-10-15,10705,10795,10705,10775,8310.0
2013-10-16,10815,10870,10790,10855,15920.0
2013-10-17,10895,10965,10855,10930,7550.0
2013-10-18,10925,10990,10850,10945,8910.0
2013-10-21,10995,11015,10890,10955,10360.0
2013-10-22,10880,10970,10880,10930,4800.0
2013-10-23,10900,10945,10755,10780,6320.0
2013-10-24,10735,10820,10675,10820,28340.0
2013-10-25,10850,10850,10510,10585,7140.0
2013-10-28,10580,10580,10365,10535,10480.0
2013-10-29,10580,10685,10580,10670,5140.0
2013-10-30,10700,10720,10655,10720,2009.9999999999998
2013-10-31,10755,10755,10570,10575,16850.0
2013-11-01,10630,10630,10480,10535,7200.0
2013-11-04,10600,10600,10390,10390,2250.0
2013-11-05,10350,10450,10275,10275,2990.0
2013-11-06,10250,10400,10250,10300,5650.0
2013-11-07,10300,10385,10215,10300,8560.0
2013-11-08,10225,10300,10175,10215,3050.0
2013-11-11,10215,10280,10130,10170,1920.0
2013-11-12,10240,10275,10155,10255,1150.0
2013-11-13,10220,10225,10000,10035,3260.0
2013-11-14,10100,10135,9920,10020,3960.0
2013-11-15,10075,10230,10020,10210,4860.0
2013-11-18,10260,10400,10260,10300,4230.0
2013-11-19,10310,10455,10300,10455,6080.0
2013-11-20,10415,10450,10350,10360,2360.0
2013-11-21,10375,10375,10175,10180,1630.0
2013-11-22,10265,10330,10225,10295,2620.0
2013-11-25,10285,10415,10285,10320,2700.0
2013-11-26,10300,10315,10200,10300,1110.0
2013-11-27,10300,10300,10190,10275,1870.0
2013-11-28,10335,10355,10315,10350,2990.0
2013-11-29,10350,10405,10345,10345,3560.0
