"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 08- 07","34,035","33,100","34,550","32,930","412.80K","2.02%"
"2024- 08- 06","33,360","33,360","34,135","32,905","1.12M","4.74%"
"2024- 08- 05","31,850","34,915","35,085","31,065","1.02M","-11.38%"
"2024- 08- 02","35,940","37,365","37,560","35,910","902.45K","-7.80%"
"2024- 08- 01","38,980","40,160","40,180","38,980","504.85K","-0.31%"
"2024- 07- 31","39,100","37,765","39,100","37,355","406.26K","3.30%"
"2024- 07- 30","37,850","38,255","38,320","37,480","662.85K","-2.54%"
"2024- 07- 29","38,835","38,900","39,045","38,640","203.08K","0.41%"
"2024- 07- 26","38,675","38,440","39,015","38,115","424.48K","0.69%"
"2024- 07- 25","38,410","39,155","39,200","38,315","600.88K","-4.87%"
"2024- 07- 24","40,375","39,985","41,070","39,775","363.39K","0.09%"
"2024- 07- 23","40,340","41,120","41,360","40,060","643.04K","-0.32%"
"2024- 07- 22","40,470","41,520","41,620","40,235","632.78K","-3.10%"
"2024- 07- 19","41,765","41,895","42,200","41,580","358.83K","-1.08%"
"2024- 07- 18","42,220","41,610","42,220","41,445","1.14M","-1.77%"
"2024- 07- 17","42,980","44,625","44,635","42,980","675.11K","-4.28%"
"2024- 07- 16","44,900","44,120","44,930","43,925","374.05K","1.32%"
"2024- 07- 15","44,315","44,265","44,405","43,850","312.27K","0.31%"
"2024- 07- 12","44,180","44,145","44,520","43,850","765.40K","-2.26%"
"2024- 07- 11","45,200","45,565","45,970","45,200","535.43K","0.44%"
"2024- 07- 10","45,000","45,100","45,200","44,715","328.54K","-0.56%"
"2024- 07- 09","45,255","45,100","45,445","44,950","346.67K","1.06%"
"2024- 07- 08","44,780","44,710","45,150","44,495","239.97K","0.02%"
"2024- 07- 05","44,770","44,295","45,060","44,125","536.95K","1.24%"
"2024- 07- 04","44,220","44,435","44,610","43,645","321.15K","1.01%"
"2024- 07- 03","43,780","43,880","43,890","42,945","562.61K","-0.39%"
"2024- 07- 02","43,950","44,485","44,845","43,800","310.51K","-1.56%"
"2024- 07- 01","44,645","44,380","44,875","44,355","194.67K","-0.16%"
"2024- 06- 28","44,715","44,475","44,865","44,105","227.50K","0.62%"
"2024- 06- 27","44,440","44,105","44,850","43,900","316.43K","-0.69%"
"2024- 06- 26","44,750","43,885","44,910","43,875","515.31K","2.48%"
"2024- 06- 25","43,665","42,920","43,695","42,700","591.81K","-0.08%"
"2024- 06- 24","43,700","44,105","44,180","43,420","452.07K","-1.90%"
"2024- 06- 21","44,545","44,455","44,775","44,320","566.25K","-1.73%"
"2024- 06- 20","45,330","45,080","45,475","44,960","666.27K","0.82%"
"2024- 06- 19","44,960","45,145","45,655","44,720","639.99K","0.16%"
"2024- 06- 18","44,890","44,330","44,960","44,330","488.49K","2.07%"
"2024- 06- 17","43,980","43,750","44,595","43,675","361.08K","-0.08%"
"2024- 06- 14","44,015","44,485","44,790","43,710","446.12K","-0.42%"
"2024- 06- 13","44,200","44,485","44,630","43,500","1.50M","1.93%"
"2024- 06- 12","43,365","42,505","43,440","42,505","593.09K","2.02%"
"2024- 06- 11","42,505","42,800","42,870","42,250","273.63K","-0.09%"
"2024- 06- 10","42,545","42,340","42,705","42,155","370.66K","-0.05%"
"2024- 06- 07","42,565","42,000","42,745","41,955","585.03K","2.33%"
"2024- 06- 05","41,595","41,460","41,950","41,230","365.78K","1.36%"
"2024- 06- 04","41,035","41,335","41,565","41,000","199.52K","-0.62%"
"2024- 06- 03","41,290","41,100","41,345","40,660","383.00K","0.34%"
"2024- 05- 31","41,150","41,625","41,770","41,070","355.95K","-1.48%"
"2024- 05- 30","41,770","42,125","42,400","41,740","283.44K","-1.73%"
"2024- 05- 29","42,505","43,220","43,370","42,360","507.04K","-0.78%"
"2024- 05- 28","42,840","42,295","42,935","42,205","502.73K","1.66%"
"2024- 05- 27","42,140","41,730","42,350","41,625","571.40K","1.89%"
"2024- 05- 24","41,360","41,740","42,050","41,325","558.34K","-2.28%"
"2024- 05- 23","42,325","42,765","42,825","42,045","467.20K","0.59%"
"2024- 05- 22","42,075","41,685","42,265","41,340","304.13K","0.72%"
"2024- 05- 21","41,775","41,840","41,870","41,550","350.42K","0.61%"
"2024- 05- 20","41,520","41,500","41,635","41,125","287.41K","0.41%"
"2024- 05- 17","41,350","41,830","42,000","41,350","245.65K","-1.31%"
"2024- 05- 16","41,900","42,130","42,380","41,720","444.30K","1.75%"
"2024- 05- 14","41,180","40,955","41,310","40,775","179.10K","0.61%"
"2024- 05- 13","40,930","41,000","41,300","40,635","174.96K","0.07%"
"2024- 05- 10","40,900","41,455","41,650","40,765","380.72K","-1.34%"
"2024- 05- 09","41,455","41,865","42,050","41,385","466.58K","-1.29%"
"2024- 05- 08","41,995","41,720","42,010","41,505","264.68K","0.38%"
"2024- 05- 07","41,835","41,510","42,000","41,500","470.28K","3.31%"
"2024- 05- 03","40,495","41,150","41,340","40,495","234.31K","-0.55%"
"2024- 05- 02","40,720","39,970","40,740","39,945","222.05K","0.30%"
"2024- 04- 30","40,600","40,940","41,435","40,570","350.64K","-0.58%"
"2024- 04- 29","40,835","41,305","41,455","40,670","319.38K","0.04%"
"2024- 04- 26","40,820","41,000","41,180","40,640","374.44K","1.72%"
"2024- 04- 25","40,130","40,325","41,045","40,130","308.44K","-2.60%"
"2024- 04- 24","41,200","40,570","41,350","40,520","636.35K","4.41%"
"2024- 04- 23","39,460","40,240","40,335","39,460","527.58K","-0.78%"
"2024- 04- 22","39,770","40,115","40,435","39,205","1.07M","-2.67%"
"2024- 04- 19","40,860","41,615","41,615","39,750","1.47M","-3.63%"
"2024- 04- 18","42,400","41,315","42,415","41,065","540.79K","2.14%"
"2024- 04- 17","41,510","41,880","42,500","41,510","647.92K","-0.17%"
"2024- 04- 16","41,580","42,595","42,975","41,435","750.69K","-3.87%"
"2024- 04- 15","43,255","42,660","43,290","42,205","387.32K","0.10%"
"2024- 04- 12","43,210","43,660","43,925","43,200","455.71K","0.63%"
"2024- 04- 11","42,940","41,900","43,160","41,725","428.27K","1.61%"
"2024- 04- 09","42,260","42,200","42,825","42,020","354.30K","0.18%"
"2024- 04- 08","42,185","43,345","43,395","42,105","452.41K","-1.76%"
"2024- 04- 05","42,940","42,750","43,440","42,585","749.46K","-1.56%"
"2024- 04- 04","43,620","43,190","43,795","43,055","742.42K","2.72%"
"2024- 04- 03","42,465","42,650","42,845","42,200","3.14M","-2.15%"
"2024- 04- 02","43,400","43,385","43,905","42,945","792.57K","1.30%"
"2024- 04- 01","42,845","42,885","43,450","42,745","1.04M","1.05%"
"2024- 03- 29","42,400","41,885","42,730","41,600","760.52K","1.40%"
"2024- 03- 28","41,815","40,800","42,035","40,700","1.85M","2.30%"
"2024- 03- 27","40,875","39,935","40,890","39,930","751.27K","1.70%"
"2024- 03- 26","40,190","39,730","40,415","39,620","811.03K","2.21%"
"2024- 03- 25","39,320","39,625","39,950","39,240","377.07K","-0.38%"
"2024- 03- 22","39,470","39,805","39,945","39,300","567.57K","-0.58%"
"2024- 03- 21","39,700","39,420","39,780","39,215","1.02M","3.45%"
"2024- 03- 20","38,375","38,350","38,540","37,820","482.69K","1.00%"
"2024- 03- 19","37,995","38,175","38,175","37,735","329.35K","-1.36%"
"2024- 03- 18","38,520","37,905","38,535","37,905","234.53K","1.14%"
"2024- 03- 17","38,085","38,085","38,085","38,085","","0.00%"
"2024- 03- 15","38,085","37,795","38,310","37,615","282.11K","-0.43%"
"2024- 03- 14","38,250","38,580","38,700","38,035","354.34K","-1.24%"
"2024- 03- 13","38,730","39,405","39,420","38,400","523.55K","-0.39%"
"2024- 03- 12","38,880","38,530","38,925","38,410","309.60K","0.88%"
"2024- 03- 11","38,540","38,150","38,640","37,905","675.59K","-1.42%"
"2024- 03- 08","39,095","38,990","39,570","38,930","884.66K","1.98%"
"2024- 03- 07","38,335","38,810","39,190","38,165","504.33K","-0.69%"
"2024- 03- 06","38,600","37,955","38,600","37,925","418.23K","0.52%"
"2024- 03- 05","38,400","38,655","38,800","38,135","474.92K","-0.74%"
"2024- 03- 04","38,685","37,950","38,800","37,845","1.39M","4.33%"
"2024- 02- 29","37,080","36,960","37,460","36,770","370.12K","-0.60%"
"2024- 02- 28","37,305","36,450","37,445","36,265","1.20M","2.35%"
"2024- 02- 27","36,450","36,850","36,950","36,250","513.81K","-1.42%"
"2024- 02- 26","36,975","36,650","37,710","36,600","704.18K","-0.05%"
"2024- 02- 23","36,995","37,910","37,990","36,910","1.75M","-0.04%"
"2024- 02- 22","37,010","37,000","37,140","36,470","775.91K","2.32%"
"2024- 02- 21","36,170","35,810","36,585","35,810","403.79K","-0.17%"
"2024- 02- 20","36,230","36,165","36,390","36,005","326.65K","-0.07%"
"2024- 02- 19","36,255","35,935","36,630","35,935","399.38K","0.44%"
"2024- 02- 16","36,095","36,635","36,715","35,990","453.07K","-1.29%"
"2024- 02- 15","36,565","37,135","37,260","36,405","649.96K","-0.42%"
"2024- 02- 14","36,720","35,835","36,770","35,755","594.03K","0.22%"
"2024- 02- 13","36,640","35,835","36,790","35,525","1.38M","3.68%"
"2024- 02- 08","35,340","34,420","35,340","34,390","669.88K","3.06%"
"2024- 02- 07","34,290","34,380","34,650","34,110","336.90K","-0.81%"
"2024- 02- 06","34,570","34,155","34,750","33,465","520.95K","1.87%"
"2024- 02- 05","33,935","34,500","34,515","33,895","379.80K","-1.94%"
"2024- 02- 02","34,605","34,000","34,785","33,950","565.17K","2.37%"
"2024- 02- 01","33,805","34,145","34,500","33,545","544.06K","-1.37%"
"2024- 01- 31","34,275","34,620","34,915","34,255","302.92K","-2.36%"
"2024- 01- 30","35,105","35,300","35,400","34,615","442.49K","-0.21%"
"2024- 01- 29","35,180","35,435","35,875","35,025","384.34K","-0.72%"
"2024- 01- 26","35,435","35,490","35,910","35,420","373.38K","-1.53%"
"2024- 01- 25","35,985","36,400","36,730","35,850","530.74K","-0.48%"
"2024- 01- 24","36,160","36,055","36,230","35,665","385.43K","-0.19%"
"2024- 01- 23","36,230","36,400","36,400","35,890","366.80K","-0.47%"
"2024- 01- 22","36,400","36,400","36,610","36,055","833.49K","2.15%"
"2024- 01- 19","35,635","35,050","35,690","35,015","712.73K","3.42%"
"2024- 01- 18","34,455","33,780","34,455","33,560","386.77K","2.38%"
"2024- 01- 17","33,655","34,200","34,470","33,520","543.37K","-0.85%"
"2024- 01- 16","33,945","34,390","34,530","33,695","543.49K","-1.41%"
"2024- 01- 15","34,430","34,660","34,995","34,390","342.23K","-0.81%"
"2024- 01- 14","34,710","34,710","34,710","34,710","","0.00%"
"2024- 01- 12","34,710","35,175","35,445","34,635","466.14K","-1.59%"
"2024- 01- 11","35,270","35,000","35,345","34,890","453.39K","0.57%"
"2024- 01- 10","35,070","35,650","35,670","34,775","517.74K","-1.42%"
"2024- 01- 09","35,575","36,390","36,470","35,420","754.89K","-0.31%"
"2024- 01- 08","35,685","35,755","35,980","35,550","477.34K","-0.20%"
"2024- 01- 07","35,755","35,755","35,755","35,755","","0.00%"
"2024- 01- 05","35,755","35,715","35,850","35,460","483.92K","-0.17%"
"2024- 01- 04","35,815","35,650","36,390","35,650","448.24K","-0.28%"
"2024- 01- 03","35,915","36,200","36,400","35,770","759.85K","-2.51%"
"2024- 01- 02","36,840","36,195","36,930","35,990","770.70K","1.56%"
"2023- 12- 28","36,275","36,150","36,310","35,885","367.66K","0.17%"
"2023- 12- 27","36,215","35,895","36,245","35,545","643.62K","1.60%"
"2023- 12- 26","35,645","35,870","35,870","35,355","376.01K","-0.07%"
"2023- 12- 22","35,670","36,000","36,155","35,655","455.46K","0.31%"
"2023- 12- 21","35,560","35,300","35,585","35,105","391.02K","0.00%"
"2023- 12- 20","35,560","35,550","35,670","35,375","277.07K","0.62%"
"2023- 12- 19","35,340","35,380","35,570","35,220","250.56K","-0.08%"
"2023- 12- 18","35,370","35,250","35,510","35,205","352.35K","0.73%"
"2023- 12- 15","35,115","35,515","35,600","35,030","549.82K","-0.57%"
"2023- 12- 14","35,315","35,295","35,405","34,910","1.25M","1.71%"
"2023- 12- 13","34,720","34,645","34,945","34,645","546.01K","0.00%"
"2023- 12- 12","34,720","34,515","34,850","34,420","534.20K","1.64%"
"2023- 12- 11","34,160","34,335","34,335","33,860","219.30K","0.34%"
"2023- 12- 08","34,045","34,005","34,145","33,885","450.76K","1.93%"
"2023- 12- 07","33,400","33,435","33,630","33,200","239.90K","-0.54%"
"2023- 12- 06","33,580","33,350","33,665","33,220","1.08M","1.11%"
"2023- 12- 05","33,210","34,010","34,265","33,125","1.10M","-3.18%"
"2023- 12- 04","34,300","34,850","34,855","34,245","320.33K","-1.44%"
"2023- 12- 01","34,800","34,750","34,940","34,615","996.67K","-0.57%"
"2023- 11- 30","35,000","34,405","35,000","34,405","1.14M","1.35%"
"2023- 11- 29","34,535","34,445","34,700","34,125","965.83K","-0.27%"
"2023- 11- 28","34,630","34,375","34,640","34,020","422.60K","1.26%"
"2023- 11- 27","34,200","33,620","34,270","33,610","337.08K","1.47%"
"2023- 11- 24","33,705","33,735","34,005","33,650","252.96K","-0.24%"
"2023- 11- 23","33,785","34,230","34,360","33,735","319.00K","-1.64%"
"2023- 11- 22","34,350","33,800","34,425","33,785","996.28K","0.42%"
"2023- 11- 21","34,205","34,445","34,625","34,200","476.41K","-0.10%"
"2023- 11- 20","34,240","33,860","34,350","33,830","298.91K","0.48%"
"2023- 11- 17","34,075","34,030","34,475","33,940","670.22K","-0.28%"
"2023- 11- 16","34,170","33,905","34,185","33,580","409.91K","0.72%"
"2023- 11- 15","33,925","33,970","34,155","33,640","772.88K","2.29%"
"2023- 11- 14","33,165","33,120","33,185","32,840","324.55K","0.74%"
"2023- 11- 13","32,920","33,480","33,780","32,715","539.89K","-1.73%"
"2023- 11- 12","33,500","33,500","33,500","33,500","","0.00%"
"2023- 11- 10","33,500","32,770","33,585","32,630","462.11K","1.09%"
"2023- 11- 09","33,140","32,915","33,405","32,890","326.03K","0.42%"
"2023- 11- 08","33,000","33,625","34,000","32,805","623.24K","-1.29%"
"2023- 11- 07","33,430","33,260","33,970","32,995","1.39M","0.00%"
"2023- 11- 06","33,430","32,710","33,430","32,175","1.33M","4.31%"
"2023- 11- 03","32,050","32,280","32,280","31,855","567.84K","0.19%"
"2023- 11- 02","31,990","31,000","31,990","31,000","639.76K","5.86%"
"2023- 11- 01","30,220","29,940","30,425","29,880","393.71K","2.03%"
"2023- 10- 31","29,620","30,880","30,935","29,610","882.55K","-3.50%"
"2023- 10- 30","30,695","30,655","30,955","30,550","233.85K","-0.02%"
"2023- 10- 29","30,700","30,700","30,700","30,700","","0.00%"
"2023- 10- 27","30,700","31,310","31,370","30,530","628.09K","-0.97%"
"2023- 10- 26","31,000","31,060","31,540","30,920","547.84K","-3.88%"
"2023- 10- 25","32,250","32,320","32,595","32,065","325.24K","0.25%"
"2023- 10- 24","32,170","31,500","32,170","31,190","380.05K","2.98%"
"2023- 10- 23","31,240","31,475","31,945","31,205","215.26K","-1.08%"
"2023- 10- 22","31,580","31,580","31,580","31,580","","0.00%"
"2023- 10- 20","31,580","31,630","32,030","31,140","415.51K","-1.36%"
"2023- 10- 19","32,015","32,405","32,605","31,845","386.70K","-2.97%"
"2023- 10- 18","32,995","32,750","33,125","32,405","275.45K","-0.17%"
"2023- 10- 17","33,050","32,255","33,110","31,965","468.19K","3.23%"
"2023- 10- 16","32,015","32,125","32,340","31,590","275.24K","-1.26%"
"2023- 10- 13","32,425","32,080","32,800","32,040","313.04K","0.00%"
"2023- 10- 12","32,425","31,870","32,425","31,845","271.55K","2.45%"
"2023- 10- 11","31,650","31,415","32,065","31,415","300.71K","2.61%"
"2023- 10- 10","30,845","31,585","31,960","30,845","284.25K","-1.50%"
"2023- 10- 06","31,315","31,355","31,395","31,045","169.75K","0.69%"
"2023- 10- 05","31,100","31,585","31,660","30,915","318.36K","0.88%"
"2023- 10- 04","30,830","30,600","31,035","30,550","292.23K","-1.17%"
"2023- 09- 27","31,195","30,805","31,250","30,560","440.94K","0.87%"
"2023- 09- 26","30,925","31,335","31,535","30,830","241.31K","-1.32%"
"2023- 09- 25","31,340","31,025","31,535","31,025","200.42K","-0.35%"
"2023- 09- 22","31,450","30,960","31,450","30,825","380.75K","0.98%"
"2023- 09- 21","31,145","31,815","31,845","31,035","518.98K","-2.50%"
"2023- 09- 20","31,945","32,160","32,360","31,860","250.17K","-0.78%"
"2023- 09- 19","32,195","32,575","32,875","32,160","338.11K","-1.05%"
"2023- 09- 18","32,535","32,895","33,140","32,490","360.80K","-3.16%"
"2023- 09- 15","33,595","33,630","33,875","33,330","298.56K","-0.04%"
"2023- 09- 14","33,610","32,810","33,715","32,805","464.32K","3.29%"
"2023- 09- 13","32,540","32,750","33,540","32,360","335.85K","-0.64%"
"2023- 09- 12","32,750","32,725","32,945","32,430","207.17K","0.46%"
"2023- 09- 11","32,600","32,850","32,935","32,350","251.34K","-1.06%"
"2023- 09- 10","32,950","32,950","32,950","32,950","","0.00%"
"2023- 09- 08","32,950","33,740","33,750","32,725","471.84K","-2.76%"
"2023- 09- 07","33,885","33,565","34,310","33,560","558.07K","0.01%"
"2023- 09- 06","33,880","34,175","34,465","33,880","311.56K","-1.50%"
"2023- 09- 05","34,395","34,250","34,740","34,110","245.34K","0.03%"
"2023- 09- 04","34,385","34,745","34,800","34,095","321.43K","-0.36%"
"2023- 09- 01","34,510","33,640","34,685","33,640","677.36K","2.15%"
"2023- 08- 31","33,785","33,595","33,845","33,500","274.52K","0.88%"
"2023- 08- 30","33,490","33,500","33,795","33,460","357.36K","1.78%"
"2023- 08- 29","32,905","32,745","33,030","32,645","309.21K","1.50%"
"2023- 08- 28","32,420","32,585","32,700","32,295","176.75K","0.02%"
"2023- 08- 25","32,415","32,690","32,900","32,235","568.14K","-3.31%"
"2023- 08- 24","33,525","33,750","34,115","33,395","717.06K","2.46%"
"2023- 08- 23","32,720","32,510","33,215","32,460","260.92K","0.03%"
"2023- 08- 22","32,710","33,855","34,135","32,560","407.94K","-1.54%"
"2023- 08- 21","33,220","33,325","34,225","33,065","294.90K","-0.18%"
"2023- 08- 18","33,280","31,985","33,775","31,865","509.50K","2.15%"
"2023- 08- 17","32,580","32,060","32,770","31,815","407.37K","0.60%"
"2023- 08- 16","32,385","32,350","32,850","32,235","813.77K","0.61%"
"2023- 08- 14","32,190","32,320","32,685","32,085","336.16K","-1.54%"
"2023- 08- 11","32,695","32,765","33,185","32,655","348.57K","-0.26%"
"2023- 08- 10","32,780","32,885","32,895","32,085","1.10M","-1.58%"
"2023- 08- 09","33,305","33,145","33,590","32,900","389.83K","0.32%"
"2023- 08- 08","33,200","34,140","34,250","33,175","481.07K","-2.15%"
"2023- 08- 07","33,930","33,650","34,450","33,640","354.83K","-0.06%"
"2023- 08- 04","33,950","34,020","34,340","33,730","308.61K","-0.45%"
"2023- 08- 03","34,105","33,700","34,175","33,095","814.55K","0.71%"
"2023- 08- 02","33,865","34,970","35,440","33,740","850.30K","-4.47%"
"2023- 08- 01","35,450","35,135","35,450","34,455","909.32K","1.05%"
"2023- 07- 31","35,080","35,555","35,555","34,780","871.93K","-0.44%"
"2023- 07- 28","35,235","34,870","35,270","34,105","1.09M","1.75%"
