"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 11- 12","17,935","18,185","18,315","17,900","276.02K","-1.46%"
"2024- 11- 11","18,200","17,760","18,245","17,710","239.80K","1.90%"
"2024- 11- 08","17,860","18,065","18,140","17,745","126.01K","-0.67%"
"2024- 11- 07","17,980","17,890","18,070","17,655","151.45K","-0.33%"
"2024- 11- 06","18,040","18,430","18,430","18,000","192.51K","-1.96%"
"2024- 11- 05","18,400","18,200","18,495","18,135","89.75K","0.60%"
"2024- 11- 04","18,290","18,130","18,290","18,015","140.47K","1.16%"
"2024- 11- 01","18,080","17,910","18,215","17,765","153.47K","0.47%"
"2024- 10- 31","17,995","18,035","18,105","17,865","91.48K","-0.64%"
"2024- 10- 30","18,110","18,140","18,150","17,965","123.27K","0.03%"
"2024- 10- 29","18,105","18,405","18,405","17,955","206.23K","-1.87%"
"2024- 10- 28","18,450","18,410","18,510","18,315","164.22K","0.22%"
"2024- 10- 25","18,410","18,295","18,545","18,085","341.42K","0.79%"
"2024- 10- 24","18,265","18,450","18,520","18,235","209.91K","-1.38%"
"2024- 10- 23","18,520","18,370","18,565","18,225","183.78K","1.09%"
"2024- 10- 22","18,320","18,410","18,520","18,285","136.80K","-1.24%"
"2024- 10- 21","18,550","18,485","18,660","18,380","86.01K","0.60%"
"2024- 10- 18","18,440","18,635","18,740","18,425","105.88K","-0.91%"
"2024- 10- 17","18,610","18,810","18,830","18,485","194.17K","-1.38%"
"2024- 10- 16","18,870","18,630","18,930","18,545","119.73K","0.88%"
"2024- 10- 15","18,705","18,785","18,850","18,695","209.09K","-0.61%"
"2024- 10- 14","18,820","18,765","19,000","18,700","205.24K","0.08%"
"2024- 10- 11","18,805","18,815","18,975","18,790","156.14K","0.53%"
"2024- 10- 10","18,705","18,900","19,085","18,705","225.47K","0.29%"
"2024- 10- 08","18,650","18,600","18,710","18,575","109.31K","-0.80%"
"2024- 10- 07","18,800","18,645","18,855","18,555","235.31K","1.35%"
"2024- 10- 04","18,550","18,495","18,710","18,315","94.01K","0.27%"
"2024- 10- 02","18,500","18,560","18,660","18,425","182.58K","-2.22%"
"2024- 09- 30","18,920","19,485","19,485","18,920","157.67K","-2.22%"
"2024- 09- 27","19,350","19,540","19,570","19,320","226.01K","-0.82%"
"2024- 09- 26","19,510","19,055","19,510","19,010","171.61K","1.93%"
"2024- 09- 25","19,140","19,395","19,560","19,120","301.37K","-0.26%"
"2024- 09- 24","19,190","19,075","19,200","18,960","179.25K","0.89%"
"2024- 09- 23","19,020","19,180","19,180","18,860","160.96K","-0.63%"
"2024- 09- 20","19,140","19,090","19,220","19,010","249.80K","1.00%"
"2024- 09- 19","18,950","18,925","19,065","18,715","392.68K","1.77%"
"2024- 09- 13","18,620","18,405","18,865","18,390","391.36K","2.20%"
"2024- 09- 12","18,220","17,885","18,245","17,855","271.54K","2.79%"
"2024- 09- 11","17,725","18,120","18,120","17,615","356.18K","-2.34%"
"2024- 09- 10","18,150","18,235","18,250","18,025","157.98K","-0.36%"
"2024- 09- 09","18,215","17,880","18,285","17,850","337.08K","0.39%"
"2024- 09- 06","18,145","18,180","18,350","17,915","296.44K","-0.03%"
"2024- 09- 05","18,150","18,235","18,530","18,015","304.62K","0.06%"
"2024- 09- 04","18,140","18,150","18,325","18,055","375.55K","-2.55%"
"2024- 09- 03","18,615","19,000","19,035","18,585","433.01K","-2.28%"
"2024- 09- 02","19,050","19,450","19,450","18,935","263.12K","-1.96%"
"2024- 08- 30","19,430","19,620","19,840","19,430","315.93K","-0.64%"
"2024- 08- 29","19,555","19,730","19,835","19,440","372.51K","-0.31%"
"2024- 08- 28","19,615","19,195","19,615","19,070","318.27K","2.45%"
"2024- 08- 27","19,145","19,200","19,275","18,930","149.84K","-0.29%"
"2024- 08- 26","19,200","19,375","19,485","19,140","196.90K","-0.52%"
"2024- 08- 23","19,300","19,015","19,365","19,015","185.24K","0.86%"
"2024- 08- 22","19,135","19,375","19,375","19,045","203.04K","-0.67%"
"2024- 08- 21","19,265","19,375","19,440","19,185","150.83K","-0.46%"
"2024- 08- 20","19,355","19,550","19,640","19,350","135.05K","-0.03%"
"2024- 08- 19","19,360","19,475","19,725","19,230","358.09K","-0.59%"
"2024- 08- 16","19,475","19,305","19,615","19,170","357.84K","3.02%"
"2024- 08- 14","18,905","19,085","19,130","18,850","179.08K","0.24%"
"2024- 08- 13","18,860","18,875","19,095","18,760","112.65K","-0.32%"
"2024- 08- 12","18,920","18,825","19,095","18,780","215.40K","0.67%"
"2024- 08- 09","18,795","18,745","18,995","18,650","452.50K","1.73%"
"2024- 08- 08","18,475","18,170","18,595","18,025","289.06K","0.41%"
"2024- 08- 07","18,400","18,210","18,595","18,105","295.54K","-0.43%"
"2024- 08- 06","18,480","18,280","18,900","17,970","871.91K","5.00%"
"2024- 08- 05","17,600","18,940","18,940","17,235","650.19K","-8.81%"
"2024- 08- 02","19,300","19,445","19,575","19,260","391.93K","-3.31%"
"2024- 08- 01","19,960","19,975","20,215","19,950","310.67K","0.30%"
"2024- 07- 31","19,900","19,755","20,005","19,730","306.92K","0.61%"
"2024- 07- 30","19,780","20,025","20,290","19,765","635.05K","-1.69%"
"2024- 07- 29","20,120","19,740","20,335","19,700","624.67K","1.82%"
"2024- 07- 26","19,760","20,070","20,195","19,405","1.37M","-1.30%"
"2024- 07- 25","20,020","20,105","20,350","19,925","363.98K","-1.84%"
"2024- 07- 24","20,395","20,490","20,600","20,335","496.94K","-1.33%"
"2024- 07- 23","20,670","20,265","20,755","20,265","777.32K","2.48%"
"2024- 07- 22","20,170","20,310","20,440","19,955","500.84K","-0.69%"
"2024- 07- 19","20,310","20,485","20,485","20,135","546.37K","-1.53%"
"2024- 07- 18","20,625","20,870","20,875","20,375","782.56K","-1.67%"
"2024- 07- 17","20,975","21,270","21,285","20,920","452.66K","-1.43%"
"2024- 07- 16","21,280","21,070","21,340","21,070","456.74K","0.95%"
"2024- 07- 15","21,080","21,195","21,300","20,965","373.85K","-0.68%"
"2024- 07- 12","21,225","21,295","21,480","21,010","489.75K","-0.91%"
"2024- 07- 11","21,420","21,325","21,420","21,210","478.50K","0.78%"
"2024- 07- 10","21,255","21,260","21,420","21,150","520.84K","-0.51%"
"2024- 07- 09","21,365","21,700","21,740","21,095","940.87K","-1.29%"
"2024- 07- 08","21,645","21,805","21,990","21,610","619.52K","-0.92%"
"2024- 07- 05","21,845","21,810","22,010","21,675","645.27K","0.16%"
"2024- 07- 04","21,810","21,660","21,895","21,625","649.15K","0.51%"
"2024- 07- 03","21,700","21,570","21,850","21,415","612.33K","1.07%"
"2024- 07- 02","21,470","22,185","22,200","21,400","900.36K","-4.15%"
"2024- 07- 01","22,400","22,510","22,695","22,265","499.86K","-1.06%"
"2024- 06- 28","22,640","22,815","22,905","22,545","562.46K","-0.29%"
"2024- 06- 27","22,705","22,420","22,900","22,375","741.83K","0.33%"
"2024- 06- 26","22,630","22,405","22,670","22,330","771.67K","0.51%"
"2024- 06- 25","22,515","22,060","22,650","22,060","940.20K","2.25%"
"2024- 06- 24","22,020","21,905","22,135","21,705","329.93K","-0.09%"
"2024- 06- 21","22,040","22,295","22,340","21,820","543.49K","-1.59%"
"2024- 06- 20","22,395","22,480","22,525","22,230","802.29K","-0.91%"
"2024- 06- 19","22,600","22,420","22,880","22,260","1.60M","1.41%"
"2024- 06- 18","22,285","22,250","22,665","22,070","2.17M","0.88%"
"2024- 06- 17","22,090","21,705","22,205","21,705","1.52M","2.74%"
"2024- 06- 14","21,500","21,200","21,995","21,150","962.35K","1.01%"
"2024- 06- 13","21,285","21,495","21,820","21,280","833.04K","-0.54%"
"2024- 06- 12","21,400","21,380","21,440","21,215","400.32K","0.49%"
"2024- 06- 11","21,295","21,350","21,435","21,180","325.88K","0.16%"
"2024- 06- 10","21,260","21,100","21,420","20,965","424.24K","0.33%"
"2024- 06- 07","21,190","21,215","21,365","21,085","497.63K","0.36%"
"2024- 06- 05","21,115","20,960","21,190","20,730","343.23K","1.30%"
"2024- 06- 04","20,845","20,970","21,045","20,730","265.90K","-0.93%"
"2024- 06- 03","21,040","20,730","21,260","20,730","507.51K","2.61%"
"2024- 05- 31","20,505","20,765","20,870","20,505","598.98K","-0.46%"
"2024- 05- 30","20,600","20,855","20,935","20,565","762.45K","-1.97%"
"2024- 05- 29","21,015","21,040","21,130","20,735","442.92K","-0.94%"
"2024- 05- 28","21,215","21,175","21,415","21,140","576.49K","-0.14%"
"2024- 05- 27","21,245","20,995","21,455","20,815","853.45K","1.09%"
"2024- 05- 24","21,015","21,010","21,320","20,915","417.80K","-1.43%"
"2024- 05- 23","21,320","21,265","21,360","20,955","496.05K","-0.05%"
"2024- 05- 22","21,330","20,410","21,400","20,345","1.15M","3.97%"
"2024- 05- 21","20,515","20,450","20,520","20,360","297.34K","-0.02%"
"2024- 05- 20","20,520","20,400","20,840","20,400","493.33K","0.59%"
"2024- 05- 17","20,400","20,565","20,675","20,365","403.14K","-0.97%"
"2024- 05- 16","20,600","20,705","20,775","20,480","305.17K","0.07%"
"2024- 05- 14","20,585","20,560","20,690","20,430","293.75K","-0.02%"
"2024- 05- 13","20,590","20,450","20,790","20,450","223.76K","0.15%"
"2024- 05- 10","20,560","20,420","20,605","20,345","252.67K","0.88%"
"2024- 05- 09","20,380","20,810","20,880","20,300","448.84K","-2.18%"
"2024- 05- 08","20,835","20,555","20,890","20,555","236.98K","0.48%"
"2024- 05- 07","20,735","21,015","21,065","20,650","534.90K","-1.61%"
"2024- 05- 03","21,075","21,450","21,545","21,015","620.98K","-1.75%"
"2024- 05- 02","21,450","21,270","21,495","21,225","250.14K","0.00%"
"2024- 04- 30","21,450","21,440","21,680","21,440","416.02K","0.16%"
"2024- 04- 29","21,415","21,420","21,570","21,235","660.81K","-2.13%"
"2024- 04- 26","21,880","21,845","22,080","21,575","672.23K","0.11%"
"2024- 04- 25","21,855","21,650","22,040","21,620","546.08K","-0.02%"
"2024- 04- 24","21,860","21,585","21,965","21,460","667.48K","1.30%"
"2024- 04- 23","21,580","21,630","21,815","21,435","463.21K","0.09%"
"2024- 04- 22","21,560","21,200","21,575","21,200","596.39K","2.81%"
"2024- 04- 19","20,970","21,030","21,210","20,580","533.72K","-1.08%"
"2024- 04- 18","21,200","21,425","21,550","20,980","635.30K","-0.61%"
"2024- 04- 17","21,330","21,600","21,635","21,220","500.92K","-1.41%"
"2024- 04- 16","21,635","21,455","21,665","21,290","655.75K","-0.07%"
"2024- 04- 15","21,650","21,140","21,710","20,975","710.23K","1.19%"
"2024- 04- 12","21,395","21,580","21,680","21,345","523.90K","-1.36%"
"2024- 04- 11","21,690","20,425","21,765","20,425","885.94K","3.21%"
"2024- 04- 09","21,015","21,165","21,440","21,000","454.54K","0.12%"
"2024- 04- 08","20,990","20,635","21,205","20,560","560.02K","1.50%"
"2024- 04- 05","20,680","20,530","20,940","20,440","659.93K","-0.29%"
"2024- 04- 04","20,740","20,375","20,770","20,260","595.29K","3.13%"
"2024- 04- 03","20,110","20,420","20,640","20,065","995.86K","-2.38%"
"2024- 04- 02","20,600","21,000","21,035","20,470","996.88K","-2.55%"
"2024- 04- 01","21,140","21,390","21,490","21,030","279.50K","-0.87%"
"2024- 03- 29","21,325","21,705","21,730","21,260","494.55K","-1.50%"
"2024- 03- 28","21,650","22,045","22,045","21,565","333.43K","-1.48%"
"2024- 03- 27","21,975","21,795","22,120","21,690","423.70K","0.37%"
"2024- 03- 26","21,895","21,520","22,095","21,520","496.06K","1.27%"
"2024- 03- 25","21,620","21,710","21,910","21,580","350.48K","-0.94%"
"2024- 03- 22","21,825","22,035","22,175","21,750","523.50K","-0.80%"
"2024- 03- 21","22,000","21,690","22,125","21,690","544.90K","2.54%"
"2024- 03- 20","21,455","21,700","21,860","21,240","627.65K","-0.16%"
"2024- 03- 19","21,490","22,080","22,080","21,485","528.86K","-2.83%"
"2024- 03- 18","22,115","22,150","22,325","21,955","385.62K","0.20%"
"2024- 03- 15","22,070","22,280","22,570","22,070","481.01K","-1.43%"
"2024- 03- 14","22,390","21,840","22,485","21,800","908.60K","1.96%"
"2024- 03- 13","21,960","21,830","22,050","21,675","580.86K","0.60%"
"2024- 03- 12","21,830","21,900","22,015","21,710","450.61K","-0.39%"
"2024- 03- 11","21,915","22,225","22,425","21,875","596.51K","-2.03%"
"2024- 03- 08","22,370","22,300","22,445","22,160","730.70K","0.95%"
"2024- 03- 07","22,160","22,290","22,490","22,040","604.66K","-0.74%"
"2024- 03- 06","22,325","21,840","22,400","21,835","600.57K","1.22%"
"2024- 03- 05","22,055","22,155","22,380","21,945","593.39K","-0.85%"
"2024- 03- 04","22,245","22,175","22,500","22,090","1.60M","1.25%"
"2024- 02- 29","21,970","21,535","22,240","21,450","1.65M","1.55%"
"2024- 02- 28","21,635","20,825","21,730","20,765","830.18K","3.57%"
"2024- 02- 27","20,890","21,175","21,300","20,890","680.77K","-1.79%"
"2024- 02- 26","21,270","21,550","21,550","20,860","1.10M","-2.16%"
"2024- 02- 23","21,740","21,780","21,985","21,650","662.75K","-0.37%"
"2024- 02- 22","21,820","21,495","21,845","21,340","783.80K","1.44%"
"2024- 02- 21","21,510","21,450","21,675","21,255","807.73K","0.07%"
"2024- 02- 20","21,495","21,660","21,905","21,200","774.03K","-1.42%"
"2024- 02- 19","21,805","21,525","21,925","21,490","917.77K","1.21%"
"2024- 02- 18","21,545","21,545","21,545","21,545","","0.00%"
"2024- 02- 16","21,545","21,055","21,545","20,850","579.15K","2.69%"
"2024- 02- 15","20,980","21,555","21,690","20,880","561.72K","-1.92%"
"2024- 02- 14","21,390","21,055","21,505","21,005","859.14K","-0.02%"
"2024- 02- 13","21,395","21,235","21,855","21,235","1.07M","1.18%"
"2024- 02- 08","21,145","20,900","21,245","20,825","621.55K","0.21%"
"2024- 02- 07","21,100","20,460","21,115","20,460","997.77K","3.94%"
"2024- 02- 06","20,300","20,800","21,005","20,190","977.94K","-3.31%"
"2024- 02- 05","20,995","21,235","21,315","20,365","1.94M","0.55%"
"2024- 02- 02","20,880","19,805","20,995","19,805","3.28M","6.31%"
"2024- 02- 01","19,640","18,780","19,745","18,750","1.40M","3.56%"
"2024- 01- 31","18,965","18,530","18,965","18,525","268.46K","2.49%"
"2024- 01- 30","18,505","18,850","19,035","18,505","349.41K","-1.10%"
"2024- 01- 29","18,710","18,255","18,765","18,170","417.94K","2.46%"
"2024- 01- 26","18,260","18,315","18,410","18,175","353.20K","-0.25%"
"2024- 01- 25","18,305","17,730","18,305","17,600","379.78K","3.13%"
"2024- 01- 24","17,750","17,660","17,750","17,470","357.25K","-0.20%"
"2024- 01- 23","17,785","17,515","17,785","17,410","270.94K","1.80%"
"2024- 01- 22","17,470","17,595","17,650","17,410","157.02K","-0.51%"
"2024- 01- 19","17,560","17,715","17,730","17,485","100.08K","0.17%"
"2024- 01- 18","17,530","17,655","17,710","17,450","122.53K","-0.71%"
"2024- 01- 17","17,655","18,095","18,095","17,590","147.50K","-2.35%"
"2024- 01- 16","18,080","18,200","18,300","18,025","120.19K","-1.39%"
"2024- 01- 15","18,335","18,130","18,430","18,115","114.50K","1.13%"
"2024- 01- 12","18,130","18,200","18,285","18,045","84.99K","-0.87%"
"2024- 01- 11","18,290","18,385","18,510","18,290","125.19K","-0.60%"
"2024- 01- 10","18,400","18,305","18,410","18,225","184.11K","0.93%"
"2024- 01- 09","18,230","18,345","18,435","18,175","130.23K","0.00%"
"2024- 01- 08","18,230","18,535","18,535","18,195","250.26K","-1.03%"
"2024- 01- 05","18,420","18,610","18,610","18,375","172.72K","-1.13%"
"2024- 01- 04","18,630","18,710","18,760","18,500","216.35K","-1.35%"
"2024- 01- 03","18,885","19,235","19,235","18,880","425.53K","-2.90%"
"2024- 01- 02","19,450","19,580","19,600","19,325","517.87K","-0.77%"
"2023- 12- 28","19,600","19,100","19,610","19,100","463.16K","2.64%"
"2023- 12- 27","19,095","19,130","19,185","18,905","389.89K","-0.18%"
"2023- 12- 26","19,130","19,120","19,260","18,945","234.68K","0.18%"
"2023- 12- 22","19,095","19,090","19,225","19,075","237.19K","0.24%"
"2023- 12- 21","19,050","18,880","19,375","18,855","802.73K","0.05%"
"2023- 12- 20","19,040","18,385","19,090","18,385","714.99K","3.45%"
"2023- 12- 19","18,405","18,450","18,495","18,280","133.67K","-0.24%"
"2023- 12- 18","18,450","18,420","18,465","18,235","244.25K","0.57%"
"2023- 12- 15","18,345","18,225","18,495","18,105","395.76K","1.27%"
"2023- 12- 14","18,115","18,280","18,310","17,850","301.41K","-0.28%"
"2023- 12- 13","18,165","18,160","18,265","18,125","125.50K","-0.38%"
"2023- 12- 12","18,235","18,110","18,310","18,110","107.96K","0.30%"
"2023- 12- 11","18,180","18,050","18,185","18,015","72.49K","0.39%"
"2023- 12- 08","18,110","17,900","18,135","17,900","187.23K","1.31%"
"2023- 12- 07","17,875","17,745","17,945","17,650","209.98K","0.00%"
"2023- 12- 06","17,875","17,885","17,985","17,760","78.61K","-0.06%"
"2023- 12- 05","17,885","17,940","18,050","17,835","199.75K","-0.36%"
"2023- 12- 04","17,950","18,035","18,160","17,940","114.54K","-0.31%"
"2023- 12- 01","18,005","18,100","18,105","17,955","167.39K","-1.40%"
"2023- 11- 30","18,260","18,100","18,290","17,995","127.03K","0.27%"
"2023- 11- 29","18,210","18,310","18,315","18,075","162.49K","-0.49%"
"2023- 11- 28","18,300","18,295","18,330","18,135","106.75K","0.33%"
"2023- 11- 27","18,240","18,180","18,295","18,125","82.08K","0.50%"
"2023- 11- 24","18,150","18,090","18,240","18,070","117.37K","-0.03%"
"2023- 11- 23","18,155","18,000","18,170","17,915","131.36K","0.92%"
"2023- 11- 22","17,990","17,960","18,055","17,830","110.97K","-0.61%"
"2023- 11- 21","18,100","18,145","18,145","17,900","147.53K","0.95%"
"2023- 11- 20","17,930","18,030","18,030","17,780","154.49K","-0.72%"
"2023- 11- 17","18,060","18,030","18,070","17,850","110.09K","0.11%"
"2023- 11- 16","18,040","17,765","18,075","17,750","184.59K","1.55%"
"2023- 11- 15","17,765","17,525","17,810","17,525","198.72K","3.13%"
"2023- 11- 14","17,225","17,050","17,275","17,030","128.52K","2.01%"
"2023- 11- 13","16,885","16,980","17,245","16,885","103.99K","-0.56%"
"2023- 11- 10","16,980","17,025","17,090","16,925","65.36K","-1.25%"
"2023- 11- 09","17,195","17,190","17,305","17,130","95.01K","0.09%"
"2023- 11- 08","17,180","17,305","17,450","17,115","126.65K","-0.15%"
"2023- 11- 07","17,205","17,335","17,435","17,060","261.89K","-1.85%"
"2023- 11- 06","17,530","17,135","17,530","17,050","262.68K","3.76%"
"2023- 11- 03","16,895","17,030","17,115","16,750","167.97K","0.09%"
"2023- 11- 02","16,880","16,835","17,075","16,800","185.63K","2.46%"
"2023- 11- 01","16,475","16,445","16,590","16,390","144.23K","0.64%"
"2023- 10- 31","16,370","16,780","16,865","16,370","210.08K","-1.74%"
"2023- 10- 30","16,660","16,830","16,980","16,495","419.29K","-1.83%"
"2023- 10- 27","16,970","17,090","17,330","16,915","126.99K","0.00%"
"2023- 10- 26","16,970","17,080","17,170","16,910","127.12K","-1.77%"
"2023- 10- 25","17,275","17,320","17,425","17,180","85.20K","0.00%"
"2023- 10- 24","17,275","17,380","17,420","16,965","97.27K","-0.43%"
"2023- 10- 23","17,350","17,125","17,445","17,125","112.18K","0.90%"
"2023- 10- 20","17,195","17,465","17,495","17,160","143.61K","-2.36%"
"2023- 10- 19","17,610","17,610","17,750","17,545","200.80K","-1.12%"
"2023- 10- 18","17,810","17,620","17,835","17,620","170.49K","1.63%"
"2023- 10- 17","17,525","17,830","17,850","17,525","161.48K","-1.24%"
"2023- 10- 16","17,745","17,895","17,985","17,655","272.85K","-1.11%"
"2023- 10- 13","17,945","18,185","18,185","17,915","180.89K","-1.94%"
"2023- 10- 12","18,300","18,220","18,300","18,140","121.91K","0.22%"
"2023- 10- 11","18,260","18,110","18,395","18,110","96.58K","0.66%"
"2023- 10- 10","18,140","18,540","18,685","17,980","321.64K","-1.68%"
"2023- 10- 06","18,450","18,190","18,455","18,145","116.74K","1.32%"
"2023- 10- 05","18,210","18,275","18,360","18,145","112.48K","-0.19%"
"2023- 10- 04","18,245","18,250","18,375","18,055","225.93K","-2.12%"
"2023- 09- 27","18,640","18,245","18,655","18,245","206.03K","1.11%"
"2023- 09- 26","18,435","18,540","18,675","18,410","155.97K","-1.42%"
"2023- 09- 25","18,700","18,370","18,710","18,340","222.66K","1.41%"
"2023- 09- 22","18,440","18,150","18,510","18,150","406.96K","0.08%"
"2023- 09- 21","18,425","18,620","18,750","18,400","231.13K","-1.71%"
"2023- 09- 20","18,745","18,320","18,810","18,320","273.10K","2.24%"
"2023- 09- 19","18,335","18,275","18,500","18,275","149.94K","-0.19%"
"2023- 09- 18","18,370","18,435","18,555","18,355","111.10K","-1.45%"
"2023- 09- 15","18,640","18,340","18,640","18,305","226.08K","1.75%"
"2023- 09- 14","18,320","18,340","18,440","18,220","227.91K","0.25%"
"2023- 09- 13","18,275","18,080","18,395","18,075","148.61K","0.88%"
"2023- 09- 12","18,115","18,160","18,350","18,095","109.43K","0.30%"
"2023- 09- 11","18,060","18,145","18,235","18,055","175.77K","-0.88%"
"2023- 09- 08","18,220","18,180","18,270","18,115","62.67K","-0.03%"
"2023- 09- 07","18,225","18,180","18,315","18,175","105.91K","-0.84%"
"2023- 09- 06","18,380","18,380","18,560","18,310","120.10K","-0.46%"
"2023- 09- 05","18,465","18,400","18,465","18,300","98.98K","0.11%"
"2023- 09- 04","18,445","18,310","18,480","18,290","113.70K","-0.19%"
"2023- 09- 01","18,480","18,500","18,660","18,445","118.80K","-0.11%"
"2023- 08- 31","18,500","18,440","18,500","18,315","131.64K","-0.22%"
"2023- 08- 30","18,540","18,565","18,625","18,485","195.46K","0.46%"
"2023- 08- 29","18,455","18,145","18,465","18,135","182.68K","2.02%"
"2023- 08- 28","18,090","18,095","18,160","17,940","104.52K","0.17%"
"2023- 08- 25","18,060","17,910","18,075","17,910","141.85K","-0.33%"
"2023- 08- 24","18,120","18,305","18,320","18,055","254.46K","-0.93%"
"2023- 08- 23","18,290","18,135","18,345","18,095","81.83K","0.05%"
"2023- 08- 22","18,280","18,245","18,415","18,220","210.71K","0.58%"
"2023- 08- 21","18,175","18,285","18,330","18,150","271.37K","-0.71%"
"2023- 08- 18","18,305","17,870","18,320","17,870","149.47K","0.49%"
"2023- 08- 17","18,215","18,030","18,215","17,870","227.55K","0.28%"
"2023- 08- 16","18,165","18,290","18,400","18,130","166.80K","-1.54%"
"2023- 08- 15","18,450","18,450","18,450","18,450","","0.00%"
"2023- 08- 14","18,450","18,590","18,650","18,380","109.38K","-1.05%"
"2023- 08- 11","18,645","18,285","18,870","18,285","588.46K","1.91%"
"2023- 08- 10","18,295","18,170","18,305","17,970","238.42K","0.16%"
"2023- 08- 09","18,265","18,015","18,295","18,005","144.60K","1.14%"
"2023- 08- 08","18,060","18,020","18,250","17,980","332.82K","0.11%"
"2023- 08- 07","18,040","18,330","18,330","17,945","342.84K","-2.28%"
"2023- 08- 04","18,460","18,450","18,490","18,280","146.78K","-0.22%"
"2023- 08- 03","18,500","18,440","18,695","18,355","263.59K","0.05%"
"2023- 08- 02","18,490","18,960","18,965","18,470","428.50K","-3.55%"
"2023- 08- 01","19,170","18,850","19,170","18,660","355.30K","1.72%"
"2023- 07- 31","18,845","18,915","18,930","18,680","319.61K","0.11%"
"2023- 07- 28","18,825","18,765","19,150","18,750","571.15K","0.08%"
"2023- 07- 27","18,810","18,945","19,050","18,525","585.05K","0.08%"
"2023- 07- 26","18,795","19,160","19,160","18,430","1.06M","-2.06%"
"2023- 07- 25","19,190","19,110","19,300","19,025","318.58K","0.76%"
"2023- 07- 24","19,045","19,240","19,335","18,935","329.62K","-1.50%"
"2023- 07- 21","19,335","19,275","19,370","19,060","331.73K","0.05%"
