Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-23 00:00:00+09:00,6176.287881595955,6241.143893276688,6111.431869915222,6151.34326171875,733762,0.0,0.0,0.0
2024-01-24 00:00:00+09:00,6146.35423704955,6161.321008730677,6066.531454750205,6091.47607421875,302706,0.0,0.0,0.0
2024-01-25 00:00:00+09:00,6091.475945471939,6161.320878507653,6051.564555165816,6111.431640625,297011,0.0,0.0,0.0
2024-01-26 00:00:00+09:00,6061.542679091632,6206.221475547317,6061.542679091632,6181.27685546875,301108,0.0,0.0,0.0
2024-01-29 00:00:00+09:00,6206.221391647772,6445.689741164728,6206.221391647772,6325.95556640625,793252,0.0,0.0,0.0
2024-01-30 00:00:00+09:00,6345.911312181122,6385.822704081633,6301.010996293048,6355.88916015625,331190,0.0,0.0,0.0
2024-01-31 00:00:00+09:00,6355.889005821078,6365.866853553922,6296.02191942402,6360.8779296875,344244,0.0,0.0,0.0
2024-02-01 00:00:00+09:00,6301.010845986142,6301.010845986142,6141.3652821923515,6266.08837890625,376027,0.0,0.0,0.0
2024-02-02 00:00:00+09:00,6231.166204966259,6470.634561922528,6231.166204966259,6445.68994140625,387241,0.0,0.0,0.0
2024-02-05 00:00:00+09:00,6445.689842224121,6460.656614303589,6335.933513641357,6385.82275390625,321323,0.0,0.0,0.0
2024-02-06 00:00:00+09:00,6385.82275390625,6480.612310409546,6315.9778175354,6385.82275390625,437640,0.0,0.0,0.0
2024-02-07 00:00:00+09:00,6410.767430137628,6465.645594909234,6301.011100594415,6320.966796875,288997,0.0,0.0,0.0
2024-02-08 00:00:00+09:00,6310.988719113012,6365.866881887908,6256.110556338116,6281.05517578125,281083,0.0,0.0,0.0
2024-02-13 00:00:00+09:00,6291.033215875816,6495.5791015625,6281.055367793539,6495.5791015625,595887,0.0,0.0,0.0
2024-02-14 00:00:00+09:00,6385.822778643804,6430.7230950561425,6355.88923436891,6400.78955078125,356503,0.0,0.0,0.0
2024-02-15 00:00:00+09:00,6430.723176367341,6430.723176367341,6335.933618298311,6350.900390625,290720,0.0,0.0,0.0
2024-02-16 00:00:00+09:00,6355.889290108267,6400.78960691437,6310.9889733021655,6335.93359375,283121,0.0,0.0,0.0
2024-02-19 00:00:00+09:00,6310.988966510497,6470.634537204834,6310.988966510497,6430.72314453125,527389,0.0,0.0,0.0
2024-02-20 00:00:00+09:00,6420.7453208899715,6475.623486025784,6410.76747268346,6445.68994140625,252185,0.0,0.0,0.0
2024-02-21 00:00:00+09:00,6485.601334232295,6515.534878851829,6410.76747268346,6445.68994140625,231634,0.0,0.0,0.0
2024-02-22 00:00:00+09:00,6515.534489755593,6540.479108782223,6385.822470817121,6410.76708984375,313430,0.0,0.0,0.0
2024-02-23 00:00:00+09:00,6480.612279821325,6590.368607886044,6425.734115788966,6465.6455078125,416174,0.0,0.0,0.0
2024-02-26 00:00:00+09:00,6500.56771682084,6580.390497687405,6500.56771682084,6505.556640625,352986,0.0,0.0,0.0
2024-02-27 00:00:00+09:00,6515.534742603374,6600.346450585195,6475.62335061193,6560.43505859375,364644,0.0,0.0,0.0
2024-02-28 00:00:00+09:00,6545.468157695223,6590.368472801364,6510.545690390447,6580.390625,402007,0.0,0.0,0.0
2024-02-29 00:00:00+09:00,6580.390628380408,6580.390628380408,6420.745063476562,6485.60107421875,445535,0.0,0.0,0.0
2024-03-04 00:00:00+09:00,6485.601158352183,6505.556854224036,6330.944515345323,6340.92236328125,650187,0.0,0.0,0.0
2024-03-05 00:00:00+09:00,6310.9889733021655,6410.7674550935035,6291.033276943897,6335.93359375,440607,0.0,0.0,0.0
2024-03-06 00:00:00+09:00,6286.044297727494,6400.78955078125,6271.077525590048,6400.78955078125,352047,0.0,0.0,0.0
2024-03-07 00:00:00+09:00,6410.767091386503,6460.656329451767,6291.0329200298675,6315.9775390625,390385,0.0,0.0,0.0
2024-03-08 00:00:00+09:00,6340.922397687875,6670.191381360101,6340.922397687875,6655.224609375,997104,0.0,0.0,0.0
2024-03-11 00:00:00+09:00,6700.124870589157,6784.936577811804,6680.169174772063,6720.08056640625,565205,0.0,0.0,0.0
2024-03-12 00:00:00+09:00,6725.069638564561,6829.837043913118,6670.191473858173,6809.88134765625,494431,0.0,0.0,0.0
2024-03-13 00:00:00+09:00,6849.792563665481,6849.792563665481,6520.523583911714,6705.11376953125,728709,0.0,0.0,0.0
2024-03-14 00:00:00+09:00,6725.0695895994295,6779.94775390625,6705.113893487859,6779.94775390625,307794,0.0,0.0,0.0
2024-03-15 00:00:00+09:00,6774.9586792447335,6834.825766248368,6660.213429154432,6690.14697265625,451865,0.0,0.0,0.0
2024-03-18 00:00:00+09:00,6690.146816951575,6899.681616587642,6690.146816951575,6789.92529296875,445103,0.0,0.0,0.0
2024-03-19 00:00:00+09:00,6784.936548514307,6804.892244245231,6700.124841657878,6799.9033203125,342661,0.0,0.0,0.0
2024-03-20 00:00:00+09:00,6809.881453366624,6859.7706947832285,6730.058667100055,6774.958984375,318148,0.0,0.0,0.0
2024-03-21 00:00:00+09:00,6804.892441532985,6924.626619389871,6799.903517455615,6919.6376953125,501561,0.0,0.0,0.0
2024-03-22 00:00:00+09:00,6899.681640625,6934.604107352675,6844.803478624367,6899.681640625,307612,0.0,0.0,0.0
2024-03-25 00:00:00+09:00,6939.593336007255,7019.416120605469,6934.604411969866,6984.49365234375,541518,0.0,0.0,0.0
2024-03-26 00:00:00+09:00,7024.405150753769,7099.239012445038,6889.704199709485,6949.5712890625,866979,0.0,0.0,0.0
2024-03-27 00:00:00+09:00,6904.670773602995,6934.604317419193,6759.991978491371,6829.8369140625,615543,0.0,0.0,0.0
2024-03-28 00:00:00+09:00,6799.903572982055,6874.737434753685,6764.981104155295,6854.78173828125,441546,0.0,0.0,0.0
2024-03-29 00:00:00+09:00,6854.781483572542,6889.70395110166,6784.936548514307,6799.9033203125,403000,0.0,0.0,0.0
2024-04-01 00:00:00+09:00,6799.903349674624,6859.770437125905,6710.102718497704,6720.08056640625,595663,0.0,0.0,0.0
2024-04-02 00:00:00+09:00,6675.180022638494,6700.124641557173,6550.456928045099,6585.37939453125,603500,0.0,0.0,0.0
2024-04-03 00:00:00+09:00,6465.64532819745,6515.534566840948,6410.767165689601,6455.66748046875,390168,0.0,0.0,0.0
2024-04-04 00:00:00+09:00,6455.667789612761,6550.457347574617,6435.712093199739,6445.68994140625,296935,0.0,0.0,0.0
2024-04-05 00:00:00+09:00,6365.866983121066,6410.767298832735,6305.999895505508,6340.92236328125,229317,0.0,0.0,0.0
2024-04-08 00:00:00+09:00,6335.933556333813,6515.534822497606,6256.110771372127,6510.5458984375,356143,0.0,0.0,0.0
2024-04-09 00:00:00+09:00,6525.512677087384,6555.446221477693,6395.8006513960445,6415.75634765625,259971,0.0,0.0,0.0
2024-04-11 00:00:00+09:00,6385.82275390625,6385.82275390625,6281.055349349976,6385.82275390625,190300,0.0,0.0,0.0
2024-04-12 00:00:00+09:00,6301.011020932238,6380.833805045394,6286.044248911022,6370.85595703125,332520,0.0,0.0,0.0
2024-04-15 00:00:00+09:00,6256.110556338116,6320.966566890265,6246.132708560862,6281.05517578125,324719,0.0,0.0,0.0
2024-04-16 00:00:00+09:00,6246.132791857215,6271.077411633003,6116.42076902312,6136.37646484375,282566,0.0,0.0,0.0
2024-04-17 00:00:00+09:00,6186.265550871493,6186.265550871493,6046.57568359375,6046.57568359375,248886,0.0,0.0,0.0
2024-04-18 00:00:00+09:00,6106.442888463439,6325.9555413167,6106.442888463439,6310.98876953125,248722,0.0,0.0,0.0
2024-04-19 00:00:00+09:00,6256.110765719127,6256.110765719127,6016.642411050452,6211.21044921875,325504,0.0,0.0,0.0
2024-04-22 00:00:00+09:00,6246.1328324298465,6405.778400031888,6246.1328324298465,6355.88916015625,285444,0.0,0.0,0.0
2024-04-23 00:00:00+09:00,6370.8558278139635,6410.7672190610365,6335.933360472775,6390.8115234375,141995,0.0,0.0,0.0
2024-04-24 00:00:00+09:00,6420.745271721302,6430.723119851405,6370.856031070786,6415.75634765625,208881,0.0,0.0,0.0
2024-04-25 00:00:00+09:00,6415.756222800698,6415.756222800698,6320.966667409397,6340.92236328125,95080,0.0,0.0,0.0
2024-04-26 00:00:00+09:00,6355.889240506329,6385.822784810127,6276.066455696203,6306.0,223537,0.0,0.0,0.0
2024-04-29 00:00:00+09:00,6370.0,6450.0,6355.0,6430.0,147432,14.0,0.0,0.0
2024-04-30 00:00:00+09:00,6420.0,6620.0,6420.0,6560.0,348517,0.0,0.0,0.0
2024-05-02 00:00:00+09:00,6535.0,6585.0,6510.0,6510.0,166722,0.0,0.0,0.0
2024-05-03 00:00:00+09:00,6545.0,6545.0,6460.0,6460.0,141730,0.0,0.0,0.0
2024-05-07 00:00:00+09:00,6550.0,6640.0,6545.0,6595.0,297980,0.0,0.0,0.0
2024-05-08 00:00:00+09:00,6630.0,6660.0,6545.0,6615.0,215465,0.0,0.0,0.0
