"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 11- 25","14,750","14,435","14,935","14,425","1.71M","2.90%"
"2024- 11- 22","14,335","14,305","14,580","14,250","1.36M","0.84%"
"2024- 11- 21","14,215","13,850","14,345","13,815","1.31M","2.12%"
"2024- 11- 20","13,920","13,710","14,120","13,640","1.36M","1.05%"
"2024- 11- 19","13,775","13,610","13,835","13,435","706.63K","1.03%"
"2024- 11- 18","13,635","13,265","13,695","13,100","1.63M","3.26%"
"2024- 11- 15","13,205","13,490","13,550","12,865","4.23M","-6.91%"
"2024- 11- 14","14,185","14,415","14,570","13,820","2.26M","-0.91%"
"2024- 11- 13","14,315","14,820","14,995","14,300","2.70M","-4.60%"
"2024- 11- 12","15,005","15,100","15,360","14,890","1.92M","-0.79%"
"2024- 11- 11","15,125","15,595","15,665","15,075","1.64M","-2.20%"
"2024- 11- 08","15,465","15,525","15,875","15,425","1.75M","0.36%"
"2024- 11- 07","15,410","15,670","15,725","15,215","3.53M","-2.25%"
"2024- 11- 06","15,765","17,015","17,020","15,715","4.88M","-6.27%"
"2024- 11- 05","16,820","16,950","17,000","16,750","1.36M","-1.58%"
"2024- 11- 04","17,090","16,640","17,200","16,445","2.59M","3.08%"
"2024- 11- 01","16,580","16,295","16,825","16,210","1.09M","0.24%"
"2024- 10- 31","16,540","16,470","16,730","16,310","1.91M","-0.81%"
"2024- 10- 30","16,675","16,785","17,050","16,635","1.28M","-1.65%"
"2024- 10- 29","16,955","16,940","16,990","16,570","1.89M","-0.93%"
"2024- 10- 28","17,115","16,275","17,150","16,220","2.31M","5.16%"
"2024- 10- 25","16,275","16,685","16,770","16,215","942.34K","-0.58%"
"2024- 10- 24","16,370","16,715","16,850","16,305","1.53M","-0.91%"
"2024- 10- 23","16,520","15,960","16,620","15,915","1.78M","3.38%"
"2024- 10- 22","15,980","16,480","16,565","15,955","1.90M","-3.97%"
"2024- 10- 21","16,640","16,500","16,805","16,485","1.51M","0.73%"
"2024- 10- 18","16,520","16,675","16,780","16,370","1.65M","-1.02%"
"2024- 10- 17","16,690","16,845","17,070","16,690","1.35M","-1.21%"
"2024- 10- 16","16,895","17,205","17,250","16,840","2.18M","-1.34%"
"2024- 10- 15","17,125","17,625","18,015","16,950","3.11M","-3.06%"
"2024- 10- 14","17,665","17,670","17,785","17,460","1.47M","-1.53%"
"2024- 10- 11","17,940","18,310","18,540","17,865","1.04M","-2.02%"
"2024- 10- 10","18,310","18,565","18,630","18,245","899.28K","-1.03%"
"2024- 10- 08","18,500","18,185","18,575","18,105","1.13M","0.95%"
"2024- 10- 07","18,325","17,970","18,420","17,900","1.18M","2.92%"
"2024- 10- 04","17,805","18,040","18,285","17,775","1.49M","-2.14%"
"2024- 10- 02","18,195","17,980","18,445","17,940","864.43K","-0.11%"
"2024- 09- 30","18,215","18,620","18,825","18,205","1.58M","-1.03%"
"2024- 09- 27","18,405","18,465","18,615","18,180","1.47M","0.25%"
"2024- 09- 26","18,360","17,895","18,380","17,810","1.59M","2.60%"
"2024- 09- 25","17,895","18,025","18,200","17,835","3.03M","-0.53%"
"2024- 09- 24","17,990","17,315","18,030","17,315","3.35M","4.71%"
"2024- 09- 23","17,180","16,825","17,185","16,650","1.18M","2.44%"
"2024- 09- 20","16,770","16,990","17,045","16,760","616.17K","0.12%"
"2024- 09- 19","16,750","16,885","17,065","16,475","871.15K","-0.30%"
"2024- 09- 13","16,800","16,780","16,945","16,510","1.57M","0.33%"
"2024- 09- 12","16,745","16,525","16,745","16,345","1.02M","3.36%"
"2024- 09- 11","16,200","15,580","16,360","15,575","2.29M","4.28%"
"2024- 09- 10","15,535","15,940","16,070","15,520","1.78M","-2.26%"
"2024- 09- 09","15,895","15,795","16,070","15,595","1.94M","-0.81%"
"2024- 09- 06","16,025","16,885","16,965","15,955","2.11M","-4.90%"
"2024- 09- 05","16,850","17,185","17,295","16,700","2.36M","-0.65%"
"2024- 09- 04","16,960","16,775","17,265","16,725","1.71M","-2.78%"
"2024- 09- 03","17,445","17,745","17,835","17,335","1.54M","-0.71%"
"2024- 09- 02","17,570","16,800","17,715","16,765","4.01M","5.37%"
"2024- 08- 30","16,675","16,685","16,780","16,485","1.10M","0.45%"
"2024- 08- 29","16,600","16,010","16,765","16,000","1.62M","2.91%"
"2024- 08- 28","16,130","16,505","16,565","16,075","1.00M","-2.27%"
"2024- 08- 27","16,505","16,375","16,685","16,245","856.47K","0.52%"
"2024- 08- 26","16,420","16,400","16,635","16,300","862.63K","0.95%"
"2024- 08- 23","16,265","16,320","16,485","16,100","1.30M","-1.45%"
"2024- 08- 22","16,505","16,140","16,590","16,065","1.33M","3.00%"
"2024- 08- 21","16,025","15,625","16,255","15,610","1.77M","2.56%"
"2024- 08- 20","15,625","15,710","15,815","15,430","1.15M","0.42%"
"2024- 08- 19","15,560","16,045","16,115","15,495","1.33M","-3.26%"
"2024- 08- 16","16,085","16,450","16,560","16,050","1.11M","-0.28%"
"2024- 08- 14","16,130","16,065","16,285","16,000","855.33K","2.06%"
"2024- 08- 13","15,805","15,670","15,950","15,485","1.16M","0.13%"
"2024- 08- 12","15,785","15,605","15,965","15,600","699.17K","1.45%"
"2024- 08- 09","15,560","15,285","15,830","15,215","1.98M","3.80%"
"2024- 08- 08","14,990","15,305","15,530","14,890","2.25M","-3.85%"
"2024- 08- 07","15,590","15,760","15,975","15,540","810.38K","-1.55%"
"2024- 08- 06","15,835","15,285","16,060","15,250","1.93M","6.42%"
"2024- 08- 05","14,880","16,310","16,520","14,455","3.18M","-10.36%"
"2024- 08- 02","16,600","16,510","16,920","16,425","890.88K","-1.51%"
"2024- 08- 01","16,855","16,445","17,005","16,270","1.58M","2.74%"
"2024- 07- 31","16,405","16,640","16,730","16,265","1.16M","-1.62%"
"2024- 07- 30","16,675","16,505","17,050","16,435","1.83M","0.15%"
"2024- 07- 29","16,650","16,400","16,705","16,270","665.12K","1.06%"
"2024- 07- 26","16,475","16,690","16,815","16,325","821.38K","-1.52%"
"2024- 07- 25","16,730","16,300","17,020","16,145","1.87M","0.90%"
"2024- 07- 24","16,580","16,670","16,975","16,480","1.44M","-1.16%"
"2024- 07- 23","16,775","17,195","17,230","16,705","1.76M","-1.73%"
"2024- 07- 22","17,070","17,795","17,870","17,040","2.51M","-4.50%"
"2024- 07- 19","17,875","17,465","17,875","17,455","742.19K","1.82%"
"2024- 07- 18","17,555","17,495","17,810","17,365","1.42M","-0.17%"
"2024- 07- 17","17,585","17,805","17,970","17,550","2.23M","-1.46%"
"2024- 07- 16","17,845","18,400","18,400","17,785","2.65M","-3.33%"
"2024- 07- 15","18,460","18,780","18,805","18,375","1.81M","-1.42%"
"2024- 07- 12","18,725","18,650","18,935","18,545","2.65M","-0.16%"
"2024- 07- 11","18,755","18,595","18,910","18,465","1.63M","1.24%"
"2024- 07- 10","18,525","18,790","18,855","18,510","1.57M","-1.59%"
"2024- 07- 09","18,825","18,965","19,085","18,800","1.02M","-0.26%"
"2024- 07- 08","18,875","18,730","19,245","18,410","2.07M","0.77%"
"2024- 07- 05","18,730","18,840","18,910","18,540","1.49M","-0.27%"
"2024- 07- 04","18,780","18,975","19,060","18,640","1.15M","0.37%"
"2024- 07- 03","18,710","18,510","18,990","18,490","2.94M","2.97%"
"2024- 07- 02","18,170","18,630","18,825","18,130","1.21M","-2.34%"
"2024- 07- 01","18,605","17,990","18,610","17,860","1.31M","2.96%"
"2024- 06- 28","18,070","17,985","18,335","17,740","1.21M","0.42%"
"2024- 06- 27","17,995","18,205","18,345","17,970","1.32M","-0.64%"
"2024- 06- 26","18,110","18,220","18,270","18,065","1.56M","-0.08%"
"2024- 06- 25","18,125","18,365","18,505","18,090","1.17M","-1.15%"
"2024- 06- 24","18,335","18,515","18,580","18,255","1.23M","-1.95%"
"2024- 06- 21","18,700","18,845","19,070","18,650","1.19M","-1.32%"
"2024- 06- 20","18,950","19,005","19,305","18,925","1.15M","-0.11%"
"2024- 06- 19","18,970","18,675","19,100","18,615","1.71M","1.34%"
"2024- 06- 18","18,720","19,175","19,310","18,645","1.35M","-1.58%"
"2024- 06- 17","19,020","19,225","19,395","18,955","1.70M","-2.29%"
"2024- 06- 14","19,465","19,935","19,940","19,360","1.06M","-2.28%"
"2024- 06- 13","19,920","20,080","20,145","19,780","1.12M","0.18%"
"2024- 06- 12","19,885","19,950","20,175","19,710","1.32M","-0.40%"
"2024- 06- 11","19,965","19,585","20,260","19,520","3.35M","2.12%"
"2024- 06- 10","19,550","19,610","19,825","19,290","1.43M","-0.99%"
"2024- 06- 07","19,745","19,490","19,805","19,275","1.88M","2.62%"
"2024- 06- 05","19,240","18,620","19,460","18,605","2.83M","3.72%"
"2024- 06- 04","18,550","18,155","18,745","18,145","1.20M","1.31%"
"2024- 06- 03","18,310","18,210","18,575","18,160","1.85M","0.94%"
"2024- 05- 31","18,140","18,125","18,370","17,960","1.43M","0.58%"
"2024- 05- 30","18,035","18,140","18,415","17,910","2.18M","-1.31%"
"2024- 05- 29","18,275","18,815","18,910","18,255","1.70M","-3.46%"
"2024- 05- 28","18,930","19,180","19,190","18,900","824.28K","-1.99%"
"2024- 05- 27","19,315","18,580","19,315","18,405","1.52M","4.15%"
"2024- 05- 24","18,545","18,680","18,730","18,520","1.37M","-1.85%"
"2024- 05- 23","18,895","18,830","19,090","18,675","910.05K","-0.16%"
"2024- 05- 22","18,925","19,145","19,210","18,910","847.88K","-0.29%"
"2024- 05- 21","18,980","19,320","19,325","18,935","1.27M","-2.37%"
"2024- 05- 20","19,440","19,615","19,650","19,380","873.81K","-0.79%"
"2024- 05- 17","19,595","19,865","20,020","19,580","585.17K","-1.48%"
"2024- 05- 16","19,890","19,820","19,960","19,740","617.19K","1.07%"
"2024- 05- 14","19,680","19,520","19,820","19,505","599.47K","0.92%"
"2024- 05- 13","19,500","19,730","19,730","19,410","544.96K","-1.17%"
"2024- 05- 10","19,730","19,925","20,015","19,705","543.37K","-0.35%"
"2024- 05- 09","19,800","19,980","20,000","19,700","634.07K","-1.27%"
"2024- 05- 08","20,055","20,000","20,080","19,870","542.17K","-0.02%"
"2024- 05- 07","20,060","20,340","20,380","19,970","704.74K","-0.45%"
"2024- 05- 03","20,150","20,325","20,435","20,020","806.01K","-0.44%"
"2024- 05- 02","20,240","20,290","20,425","20,170","626.45K","-0.34%"
"2024- 04- 30","20,310","20,465","20,515","20,210","868.03K","0.64%"
"2024- 04- 29","20,180","19,705","20,205","19,645","1.57M","2.44%"
"2024- 04- 26","19,700","19,840","19,845","19,450","1.80M","-0.13%"
"2024- 04- 25","19,725","19,980","20,140","19,660","1.24M","-2.08%"
"2024- 04- 24","20,145","20,090","20,360","19,925","1.13M","3.04%"
"2024- 04- 23","19,550","19,710","19,875","19,510","749.67K","-1.51%"
"2024- 04- 22","19,850","19,465","19,860","19,355","981.39K","3.39%"
"2024- 04- 19","19,200","19,105","19,325","18,870","1.15M","-1.11%"
"2024- 04- 18","19,415","18,760","19,450","18,760","894.56K","3.41%"
"2024- 04- 17","18,775","19,060","19,260","18,755","1.13M","-1.08%"
"2024- 04- 16","18,980","19,030","19,200","18,940","1.12M","-2.27%"
"2024- 04- 15","19,420","19,280","19,570","19,265","860.29K","-0.79%"
"2024- 04- 12","19,575","20,135","20,135","19,535","1.57M","-2.34%"
"2024- 04- 11","20,045","19,800","20,120","19,755","868.96K","-0.27%"
"2024- 04- 09","20,100","20,355","20,590","20,040","1.18M","-0.77%"
"2024- 04- 08","20,255","19,955","20,305","19,395","2.07M","0.15%"
"2024- 04- 05","20,225","20,365","20,575","20,210","1.02M","-2.06%"
"2024- 04- 04","20,650","20,620","20,765","20,215","1.67M","1.03%"
"2024- 04- 03","20,440","20,965","21,100","20,440","1.89M","-4.31%"
"2024- 04- 02","21,360","21,630","21,770","21,280","1.42M","-1.63%"
"2024- 04- 01","21,715","21,815","21,985","21,670","1.46M","-0.94%"
"2024- 03- 29","21,920","22,015","22,105","21,760","1.83M","-1.19%"
"2024- 03- 28","22,185","22,680","22,725","22,130","1.95M","-1.84%"
"2024- 03- 27","22,600","22,615","22,935","22,420","1.40M","-0.02%"
"2024- 03- 26","22,605","22,935","23,045","22,485","2.44M","-1.03%"
"2024- 03- 25","22,840","22,570","22,935","22,565","1.82M","1.74%"
"2024- 03- 22","22,450","22,245","22,635","22,155","1.16M","0.92%"
"2024- 03- 21","22,245","22,230","22,420","22,180","1.05M","0.88%"
"2024- 03- 20","22,050","22,335","22,390","22,010","1.10M","-0.99%"
"2024- 03- 19","22,270","22,455","22,540","21,945","1.12M","0.04%"
"2024- 03- 18","22,260","21,885","22,310","21,800","1.17M","1.69%"
"2024- 03- 17","21,890","21,885","21,965","21,800","189.69K","0.41%"
"2024- 03- 15","21,800","22,105","22,105","21,705","1.94M","-2.26%"
"2024- 03- 14","22,305","22,395","22,495","22,065","1.18M","-0.93%"
"2024- 03- 13","22,515","22,480","22,650","22,330","2.63M","0.29%"
"2024- 03- 12","22,450","21,650","22,455","21,650","3.51M","4.78%"
"2024- 03- 11","21,425","21,400","21,575","21,285","1.06M","-0.42%"
"2024- 03- 08","21,515","21,610","21,835","21,405","2.44M","0.37%"
"2024- 03- 07","21,435","21,000","21,605","20,910","2.14M","2.17%"
"2024- 03- 06","20,980","21,070","21,355","20,935","1.98M","-1.32%"
"2024- 03- 05","21,260","21,490","21,700","21,220","1.81M","-2.39%"
"2024- 03- 04","21,780","21,615","21,970","21,610","1.36M","1.00%"
"2024- 02- 29","21,565","21,380","21,630","21,245","927.13K","0.77%"
"2024- 02- 28","21,400","21,570","21,880","21,400","1.52M","0.47%"
"2024- 02- 27","21,300","21,750","21,950","21,225","1.44M","-1.46%"
"2024- 02- 26","21,615","21,495","21,785","21,390","2.20M","-0.07%"
"2024- 02- 23","21,630","21,800","21,900","21,460","1.81M","-0.57%"
"2024- 02- 22","21,755","21,895","22,175","21,690","2.38M","-0.34%"
"2024- 02- 21","21,830","21,400","21,945","21,360","2.41M","0.99%"
"2024- 02- 20","21,615","21,205","21,660","20,860","2.09M","1.08%"
"2024- 02- 19","21,385","21,500","21,810","21,310","1.26M","-1.32%"
"2024- 02- 16","21,670","21,625","21,935","21,580","2.65M","2.39%"
"2024- 02- 15","21,165","20,970","21,310","20,810","1.72M","2.02%"
"2024- 02- 14","20,745","20,350","20,870","20,130","1.20M","-0.05%"
"2024- 02- 13","20,755","20,800","20,970","20,625","1.26M","0.00%"
"2024- 02- 12","20,755","20,755","20,755","20,755","","0.00%"
"2024- 02- 08","20,755","20,695","20,885","20,485","1.93M","2.82%"
"2024- 02- 07","20,185","20,030","20,780","20,030","3.24M","2.59%"
"2024- 02- 06","19,675","19,985","20,035","19,570","2.39M","-2.62%"
"2024- 02- 05","20,205","20,220","20,370","19,970","2.57M","-0.05%"
"2024- 02- 02","20,215","19,870","20,330","19,690","2.68M","2.64%"
"2024- 02- 01","19,695","19,060","19,730","18,930","2.83M","2.26%"
"2024- 01- 31","19,260","19,150","19,675","19,150","2.50M","0.10%"
"2024- 01- 30","19,240","19,800","20,080","19,215","3.13M","-1.28%"
"2024- 01- 29","19,490","19,735","19,800","19,405","2.31M","-0.43%"
"2024- 01- 28","19,575","19,575","19,575","19,575","","0.00%"
"2024- 01- 26","19,575","18,530","19,795","18,520","3.14M","3.74%"
"2024- 01- 25","18,870","19,075","19,075","18,550","2.76M","-2.28%"
"2024- 01- 24","19,310","19,205","19,595","19,015","2.06M","0.34%"
"2024- 01- 23","19,245","19,300","19,750","19,110","2.73M","-0.65%"
"2024- 01- 22","19,370","20,300","20,425","19,365","3.09M","-5.21%"
"2024- 01- 19","20,435","20,920","21,120","20,240","1.58M","-1.75%"
"2024- 01- 18","20,800","20,750","21,350","20,600","1.87M","0.10%"
"2024- 01- 17","20,780","21,550","21,560","20,780","1.55M","-3.82%"
"2024- 01- 16","21,605","21,460","21,835","21,360","1.37M","-0.21%"
"2024- 01- 15","21,650","21,915","22,055","21,510","2.36M","-2.21%"
"2024- 01- 12","22,140","22,325","22,410","21,955","1.37M","-1.73%"
"2024- 01- 11","22,530","22,425","22,785","22,420","796.12K","0.47%"
"2024- 01- 10","22,425","22,775","22,815","22,300","1.46M","-1.90%"
"2024- 01- 09","22,860","23,190","23,350","22,815","836.32K","-0.67%"
"2024- 01- 08","23,015","23,210","23,260","22,900","938.66K","-0.54%"
"2024- 01- 05","23,140","22,725","23,375","22,470","2.02M","2.28%"
"2024- 01- 04","22,625","22,275","22,775","22,205","1.73M","0.24%"
"2024- 01- 03","22,570","23,055","23,120","22,540","1.36M","-3.34%"
"2024- 01- 02","23,350","23,385","23,535","23,230","975.12K","-0.60%"
"2023- 12- 28","23,490","23,280","23,490","23,100","776.70K","1.32%"
"2023- 12- 27","23,185","22,925","23,460","22,920","1.60M","1.78%"
"2023- 12- 26","22,780","23,180","23,345","22,730","1.74M","-1.96%"
"2023- 12- 22","23,235","23,800","23,895","23,235","2.31M","-1.96%"
"2023- 12- 21","23,700","23,890","24,185","23,530","3.15M","-1.64%"
"2023- 12- 20","24,095","24,050","24,160","23,945","1.67M","1.09%"
"2023- 12- 19","23,835","23,800","23,950","23,505","1.79M","0.17%"
"2023- 12- 18","23,795","23,895","24,085","23,675","2.50M","1.30%"
"2023- 12- 15","23,490","23,370","23,825","23,370","2.34M","1.78%"
"2023- 12- 14","23,080","22,995","23,120","22,805","1.51M","2.33%"
"2023- 12- 13","22,555","23,010","23,130","22,470","2.33M","-2.88%"
"2023- 12- 12","23,225","23,200","23,430","23,100","1.90M","-0.32%"
"2023- 12- 11","23,300","23,405","23,645","23,215","2.18M","0.02%"
"2023- 12- 08","23,295","23,065","23,425","22,950","2.03M","1.75%"
"2023- 12- 07","22,895","22,985","23,040","22,380","2.01M","0.79%"
"2023- 12- 06","22,715","23,035","23,250","22,715","2.51M","-1.45%"
"2023- 12- 05","23,050","23,180","23,590","22,915","2.56M","-1.66%"
"2023- 12- 04","23,440","23,330","23,925","23,020","4.00M","2.18%"
"2023- 12- 01","22,940","23,270","23,290","22,660","3.10M","-2.36%"
"2023- 11- 30","23,495","23,055","23,585","23,005","2.94M","0.75%"
"2023- 11- 29","23,320","22,720","23,395","22,470","3.13M","3.60%"
"2023- 11- 28","22,510","22,425","22,830","22,365","1.50M","0.63%"
"2023- 11- 27","22,370","22,660","22,750","22,315","1.40M","-1.13%"
"2023- 11- 26","22,625","22,625","22,625","22,625","","0.00%"
"2023- 11- 24","22,625","22,890","23,195","22,625","1.47M","-0.79%"
"2023- 11- 23","22,805","22,540","22,995","22,460","1.31M","0.66%"
"2023- 11- 22","22,655","22,575","22,885","22,450","1.24M","-0.53%"
"2023- 11- 21","22,775","22,840","22,960","22,415","1.37M","0.49%"
"2023- 11- 20","22,665","21,800","22,770","21,800","2.12M","3.68%"
"2023- 11- 17","21,860","22,000","22,045","21,595","2.00M","-1.71%"
"2023- 11- 16","22,240","22,405","22,700","22,130","3.23M","-1.05%"
"2023- 11- 15","22,475","23,315","23,360","22,205","2.86M","1.97%"
"2023- 11- 14","22,040","21,395","22,415","21,330","2.84M","4.75%"
"2023- 11- 13","21,040","21,435","21,685","20,910","2.12M","-0.38%"
"2023- 11- 12","21,120","21,120","21,120","21,120","","0.00%"
"2023- 11- 10","21,120","21,415","21,500","21,105","2.45M","-4.00%"
"2023- 11- 09","22,000","22,645","22,770","21,690","3.77M","-1.92%"
"2023- 11- 08","22,430","23,245","23,935","22,335","3.66M","-4.49%"
"2023- 11- 07","23,485","25,555","25,555","22,800","7.20M","-11.39%"
"2023- 11- 06","26,505","23,280","27,145","22,870","8.27M","25.02%"
"2023- 11- 03","21,200","21,180","21,485","20,710","2.62M","3.26%"
"2023- 11- 02","20,530","19,615","20,555","19,570","2.09M","7.35%"
"2023- 11- 01","19,125","19,740","19,995","19,055","1.96M","-2.12%"
"2023- 10- 31","19,540","20,475","20,475","19,420","2.51M","-4.96%"
"2023- 10- 30","20,560","19,880","20,780","19,880","2.00M","1.96%"
"2023- 10- 29","20,165","20,165","20,165","20,165","","0.00%"
"2023- 10- 27","20,165","20,000","20,680","19,790","2.57M","2.10%"
"2023- 10- 26","19,750","20,155","20,435","19,750","2.70M","-5.77%"
"2023- 10- 25","20,960","22,790","22,790","20,960","3.06M","-7.58%"
"2023- 10- 24","22,680","22,330","22,795","21,435","1.88M","2.49%"
"2023- 10- 23","22,130","22,265","22,450","21,960","1.26M","-0.61%"
"2023- 10- 22","22,265","22,265","22,265","22,265","","0.00%"
"2023- 10- 20","22,265","22,665","22,765","22,125","1.74M","-3.91%"
"2023- 10- 19","23,170","23,220","23,460","23,095","948.79K","-3.05%"
"2023- 10- 18","23,900","24,050","24,350","23,900","643.31K","-1.22%"
"2023- 10- 17","24,195","24,340","24,845","24,195","855.44K","0.77%"
"2023- 10- 16","24,010","23,840","24,180","23,635","964.51K","-1.88%"
"2023- 10- 15","24,470","24,470","24,470","24,470","","0.00%"
"2023- 10- 13","24,470","24,585","24,905","24,295","922.68K","-1.25%"
"2023- 10- 12","24,780","24,345","25,115","24,250","1.61M","2.97%"
"2023- 10- 11","24,065","23,200","24,280","23,190","1.01M","5.41%"
"2023- 10- 10","22,830","23,615","23,770","22,720","1.00M","-2.73%"
"2023- 10- 06","23,470","23,435","23,725","23,285","854.79K","0.04%"
"2023- 10- 05","23,460","23,580","24,070","23,385","843.53K","1.25%"
"2023- 10- 04","23,170","23,965","23,965","23,125","1.13M","-5.12%"
"2023- 09- 27","24,420","24,185","24,530","24,005","966.30K","-0.49%"
"2023- 09- 26","24,540","24,720","25,115","24,540","866.37K","-0.91%"
"2023- 09- 25","24,765","25,710","25,895","24,710","1.33M","-4.25%"
"2023- 09- 22","25,865","25,685","26,070","25,440","888.13K","-0.94%"
"2023- 09- 21","26,110","26,510","26,720","25,990","1.05M","-2.86%"
"2023- 09- 20","26,880","26,360","26,880","26,360","802.55K","1.55%"
"2023- 09- 19","26,470","26,870","27,105","26,420","1.05M","-2.09%"
"2023- 09- 18","27,035","26,835","27,190","26,700","898.43K","-0.28%"
"2023- 09- 15","27,110","26,890","27,380","26,700","1.30M","0.97%"
"2023- 09- 14","26,850","26,155","26,995","26,115","1.43M","2.81%"
"2023- 09- 13","26,115","26,300","26,710","26,070","1.53M","-1.97%"
"2023- 09- 12","26,640","27,440","27,550","26,400","1.71M","-1.97%"
"2023- 09- 11","27,175","27,720","27,790","27,055","1.00M","-1.75%"
"2023- 09- 08","27,660","27,600","28,025","27,250","1.85M","0.02%"
"2023- 09- 07","27,655","28,325","28,525","27,565","2.36M","-3.19%"
"2023- 09- 06","28,565","29,145","29,355","28,500","1.14M","-1.72%"
"2023- 09- 05","29,065","28,820","29,330","28,680","895.46K","0.57%"
"2023- 09- 04","28,900","28,275","29,025","28,245","1.36M","1.12%"
"2023- 09- 03","28,580","28,580","28,580","28,580","","0.00%"
"2023- 09- 01","28,580","29,485","29,485","28,530","1.94M","-3.12%"
"2023- 08- 31","29,500","29,635","29,850","29,255","896.94K","-0.46%"
"2023- 08- 30","29,635","30,025","30,220","29,600","1.25M","-0.37%"
"2023- 08- 29","29,745","30,230","30,330","29,620","1.86M","-1.46%"
"2023- 08- 28","30,185","29,895","30,185","29,715","1.21M","1.99%"
"2023- 08- 27","29,595","29,595","29,595","29,595","","0.00%"
"2023- 08- 25","29,595","28,680","29,735","28,665","1.53M","0.85%"
"2023- 08- 24","29,345","28,725","29,490","28,305","1.50M","2.93%"
"2023- 08- 23","28,510","29,160","29,190","28,370","1.73M","-2.56%"
"2023- 08- 22","29,260","29,150","29,560","29,000","1.47M","1.90%"
"2023- 08- 21","28,715","28,380","29,335","28,380","1.39M","1.23%"
"2023- 08- 20","28,365","28,365","28,365","28,365","","0.00%"
"2023- 08- 18","28,365","28,590","29,095","28,245","1.58M","-2.14%"
"2023- 08- 17","28,985","28,070","29,150","27,935","1.73M","1.81%"
"2023- 08- 16","28,470","29,010","29,415","28,395","1.78M","-3.46%"
"2023- 08- 15","29,490","29,490","29,490","29,490","","0.00%"
"2023- 08- 14","29,490","29,765","30,035","29,105","1.86M","-2.08%"
"2023- 08- 11","30,115","30,595","30,650","29,800","1.58M","-1.04%"
"2023- 08- 10","30,430","30,235","30,695","30,095","1.06M","-0.34%"
"2023- 08- 09","30,535","29,820","30,855","29,735","2.19M","1.77%"
"2023- 08- 08","30,005","29,955","30,280","29,515","2.68M","0.54%"
"2023- 08- 07","29,845","31,435","31,470","29,740","3.93M","-6.62%"
"2023- 08- 06","31,960","31,960","31,960","31,960","","0.00%"
