Date,Open,High,Low,Close,Volume
2013-03-26,20670,21090,20670,20945,168940.0
2013-03-27,21150,21320,21140,21295,61840.0
2013-03-28,21290,21310,21100,21110,2530.0
2013-03-29,21330,21330,20965,21130,302100.0
2013-04-01,21120,21120,20845,20975,36120.0
2013-04-02,20975,21020,20835,20920,2100.0
2013-04-03,21035,21095,20900,21085,52740.0
2013-04-04,20500,20585,20120,20360,31210.0
2013-04-05,19990,20005,19385,19515,8670.0
2013-04-08,19575,19745,19405,19610,1930.0
2013-04-09,19655,19875,19440,19600,4320.0
2013-04-10,19760,19935,19685,19935,2020.0
2013-04-11,19990,19990,19435,19860,7770.0
2013-04-12,19845,19845,19305,19335,4830.0
2013-04-15,19090,19110,18875,19040,16990.0
2013-04-16,18775,19070,18775,18960,2190.0
2013-04-17,19065,19165,19055,19070,1700.0
2013-04-18,18970,19040,18795,18795,26380.0
2013-04-19,18700,18755,18185,18470,29470.0
2013-04-22,18400,18670,18400,18650,3630.0
2013-04-23,18670,18790,18410,18510,1800.0
2013-04-24,18565,18650,18400,18455,12070.0
2013-04-25,18450,19350,18380,19345,27020.0
2013-04-26,19345,19345,18990,19105,7230.0
2013-04-29,19200,19200,19050,19120,2360.0
2013-04-30,19110,19220,19050,19180,5570.0
2013-05-02,19225,19365,19195,19275,79080.0
2013-05-03,19445,19835,19445,19750,13560.0
2013-05-06,19830,19900,19520,19540,10200.0
2013-05-07,19560,19560,19160,19400,11740.0
2013-05-08,19400,19470,19225,19250,7580.0
2013-05-09,19330,19465,19185,19370,1780.0
2013-05-10,19215,19215,18730,18780,26130.0
2013-05-13,18750,18880,18745,18875,670.0
2013-05-14,18865,19455,18865,19455,30140.0
2013-05-15,19445,19470,19295,19470,890.0
2013-05-16,19510,19700,19510,19650,5560.0
2013-05-20,19705,19940,19705,19875,6290.0
2013-05-21,19940,20000,19840,19920,2390.0
2013-05-22,19955,20470,19955,20385,14130.0
2013-05-23,20350,20540,20290,20400,6450.0
2013-05-24,20580,20815,20500,20625,4660.0
2013-05-27,20595,20940,20595,20935,5100.0
2013-05-28,21055,21055,20605,20740,3360.0
2013-05-29,20825,21095,20820,20970,10700.0
2013-05-30,20990,21275,20990,21160,8900.0
2013-05-31,21300,21355,20920,21035,6110.0
2013-06-03,20920,21090,20765,20975,6680.0
2013-06-04,21110,21250,21065,21065,5520.0
